w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
true 1 0.5 1.3 0.8 2 1 0.5 1.5 0.8 NA 1 0.8 1.2 0.9 2 2.5 3 3.5 1.5 NA 0.5 1 0.3 0.8 NA NA NA NA NA NA
msst_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r1 1 0.445 1.253 0.895 3.144 1.548 0.553 1.809 1.356 NA 1 4.089 1.757 1.52 0 -5.793 -0.626 0.454 0.1 2.035 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 1 0.447 1.254 0.896 3.148 1.554 0.552 1.818 1.36 NA 1 4.331 1.811 1.576 0 -6.289 -0.74 0.343 0.092 2.036 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 1 0.443 1.254 0.891 3.134 1.519 0.556 1.794 1.322 NA 1 3.923 1.733 1.502 0 -5.49 -0.583 0.486 0.112 2.037 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r1 1 0.513 1.306 0.827 1.961 1.035 0.54 1.497 0.801 NA 1 0.757 1.284 1.128 2.029 2.528 2.952 3.543 1.176 NA 0.633 1.129 0.26 0.451 NA NA NA NA NA NA
cuts_wide_bayes_r1 1 0.513 1.305 0.827 1.963 1.038 0.541 1.501 0.803 NA 1 0.764 1.309 1.15 2.024 2.533 2.947 3.538 1.17 NA 0.68 1.194 0.277 0.481 NA NA NA NA NA NA
cuts_long_bayes_r1 1 0.513 1.306 0.827 1.962 1.038 0.541 1.5 0.803 NA 1 0.77 1.306 1.146 2.03 2.528 2.954 3.544 1.172 NA 0.681 1.191 0.28 0.482 NA NA NA NA NA NA
tso_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
