w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
true 1 0.5 1.3 0.8 2 1 0.5 1.5 0.8 0.5 NA NA NA NA 2 2.5 3 3.5 NA NA 2 1.5 2.5 1.75 1.39 1.79 1.36 1.68 1.13 1.67
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 1 0.455 1.196 0.803 3.403 1.457 0.522 2.094 1.104 NA 1 1.905 1.247 1.341 0 -1.105 0.487 1.02 0.348 1.846 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 1 0.457 1.223 0.798 3.269 1.387 0.531 1.956 1.009 NA 1 1.72 1.175 1.306 0 -0.761 0.621 1.085 0.452 1.847 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 1 0.509 1.295 0.805 2.555 0.989 0.506 1.46 0.792 NA 1 0.88 1.029 1.076 1.846 2.413 2.788 3.496 1.094 NA 0.576 0.473 0.606 0.213 NA NA NA NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 1 0.509 1.295 0.805 2.554 0.99 0.506 1.461 0.792 NA 1 0.895 1.045 1.094 1.846 2.416 2.788 3.497 1.097 NA 0.616 0.5 0.64 0.23 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 1 0.508 1.294 0.804 1.984 0.987 0.506 1.465 0.792 0.491 NA NA NA NA 1.852 2.414 2.791 3.503 NA NA 1.801 1.445 1.863 1.608 0.982 1.17 1.118 1.285 1.12 1.264
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 1 0.406 1.089 0.772 3.729 1.181 0.537 2.102 1.034 NA 1 1.161 1.363 0.979 0 0.249 0.269 1.602 0.882 1.891 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 1 0.42 1.154 0.774 3.314 1.185 0.548 1.964 0.968 NA 1 1.009 1.221 0.952 0 0.535 0.538 1.653 1.231 1.893 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 1 0.488 1.294 0.806 2.63 0.988 0.497 1.523 0.784 NA 1 0.732 1.032 0.859 1.891 2.444 2.848 3.453 1.803 NA 0.373 0.246 0.332 0.288 NA NA NA NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 1 0.488 1.294 0.806 2.63 0.989 0.498 1.525 0.784 NA 1 0.74 1.043 0.863 1.891 2.447 2.851 3.454 1.835 NA 0.407 0.257 0.344 0.312 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
