msst_wide_ml msst_long_ml msst_wide_bayes msst_long_bayes cuts_wide_ml cuts_long_ml cuts_wide_bayes cuts_long_bayes tso_wide_ml tso_wide_bayes tso_long_bayes
NA NA 19.67 104.24 NA NA 27.65 45.11 NA 25.75 57.81
NA NA 19.73 78.39 NA NA 27.34 45.34 NA 25.68 50
NA NA 19.69 101.18 NA NA 28.08 47.35 NA 26.18 51.33
NA NA 11.11 63.41 NA NA 28.81 35.98 NA 25.74 61.93
NA NA 19.72 94.28 NA NA 28.84 47.31 NA 26.64 52.61
NA NA 19.34 91.29 NA NA 27 47.08 NA 25.68 62.86
NA NA 19.82 93.61 NA NA 26.85 32.52 NA 25.36 63.52
NA NA 19.93 57.75 NA NA 27.54 43.16 NA 26.01 54.85
NA NA 0.38 84.39 NA NA 0.35 45.46 NA 0.37 57.03
NA NA 20.55 91.48 NA NA 27.53 30.29 NA 24.29 61.75
NA NA 21.2 72.28 NA NA 28.07 45.8 NA 24.78 62.87
NA NA 20.19 57.33 NA NA 27.39 32.03 NA 26.23 57.61
NA NA 20.75 97.32 NA NA 28.65 42.79 NA 26.23 52.33
NA NA 20.66 94.5 NA NA 28.59 47.35 NA 25.44 60.02
NA NA 21.06 93.81 NA NA 27.77 44.34 NA 26.84 62.22
NA NA 20.45 97.9 NA NA 28.84 45.54 NA 25.96 59.08
NA NA 20.42 88.78 NA NA 27.42 45.24 NA 24.12 60.07
NA NA 19.8 96.46 NA NA 28.46 45.28 NA 25.25 61.87
NA NA 21.32 65.07 NA NA 27.36 40.05 NA 25.29 54.46
NA NA 21.36 76.02 NA NA 27.2 35.75 NA 25.62 61.59
NA NA 20.64 98.26 NA NA 28.33 45.23 NA 26.02 62.54
NA NA 20 93.01 NA NA 28.08 46.32 NA 25.39 52.02
NA NA 21.53 61.93 NA NA 28.31 40.49 NA 25.35 61.97
NA NA 19.52 77.17 NA NA 27.15 45.55 NA 25.54 49.37
