msst_wide_ml msst_long_ml msst_wide_bayes msst_long_bayes cuts_wide_ml cuts_long_ml cuts_wide_bayes cuts_long_bayes tso_wide_ml tso_wide_bayes tso_long_bayes
3.9 0.55 NA NA 3.78 0.46 NA NA 4.23 NA NA
11.81 0.64 NA NA 11.79 0.49 NA NA 12.04 NA NA
23.57 0.6 NA NA 23.43 0.47 NA NA 24.11 NA NA
4.04 0.57 NA NA 3.87 0.47 NA NA 4.4 NA NA
4.08 0.56 NA NA 3.97 0.47 NA NA 4.37 NA NA
6.66 0.61 NA NA 6.65 0.49 NA NA 7.12 NA NA
3.7 4.37 NA NA 3.81 0.38 NA NA 4.06 NA NA
3.91 0.56 NA NA 3.82 0.39 NA NA 4.15 NA NA
4.01 0.67 NA NA 3.85 0.47 NA NA 4.09 NA NA
11.99 0.51 NA NA 11.86 0.39 NA NA 12.25 NA NA
6.04 0.58 NA NA 6.02 0.47 NA NA 6.24 NA NA
4.17 0.7 NA NA 4 0.47 NA NA 4.28 NA NA
4.09 0.65 NA NA 3.91 0.37 NA NA 4.48 NA NA
4.13 0.56 NA NA 4.06 0.37 NA NA 4.6 NA NA
7.89 0.48 NA NA 7.97 0.46 NA NA 8 NA NA
12.85 0.5 NA NA 13.04 0.41 NA NA 13.23 NA NA
4.16 0.63 NA NA 4.05 0.47 NA NA 5.19 NA NA
24.3 0.78 NA NA 24.45 0.47 NA NA 24.99 NA NA
3.99 0.53 NA NA 3.9 0.38 NA NA 4.48 NA NA
3.84 0.49 NA NA 3.63 0.38 NA NA 4.17 NA NA
3.81 0.49 NA NA 3.87 0.38 NA NA 4.13 NA NA
4.35 0.49 NA NA 4.4 0.38 NA NA 4.88 NA NA
3.94 0.5 NA NA 3.85 0.38 NA NA 4.09 NA NA
20.84 0.47 NA NA 20.82 0.37 NA NA 21.32 NA NA
3.8 0.6 NA NA 3.82 0.47 NA NA 4.01 NA NA
17.04 0.63 NA NA 17.01 0.46 NA NA 17.56 NA NA
4.6 0.49 NA NA 4.56 0.37 NA NA 4.94 NA NA
4.06 0.63 NA NA 3.95 0.46 NA NA 4.14 NA NA
10.04 0.48 NA NA 9.97 0.37 NA NA 10.25 NA NA
