msst_wide_ml msst_long_ml msst_wide_bayes msst_long_bayes cuts_wide_ml cuts_long_ml cuts_wide_bayes cuts_long_bayes tso_wide_ml tso_wide_bayes tso_long_bayes
349.08 1.23 NA NA 350.44 1.35 NA NA 357.01 NA NA
384.54 1.42 NA NA 387.75 1.44 NA NA 393.83 NA NA
398.87 1.49 NA NA 395.99 1.66 NA NA 411.17 NA NA
426.9 1.45 NA NA 430.47 6.41 NA NA 437.52 NA NA
191.19 1.35 NA NA 192.7 1.35 NA NA 201 NA NA
329.18 1.25 NA NA 333.7 1.39 NA NA 341.23 NA NA
305.97 1.39 NA NA 302.8 1.57 NA NA 317.3 NA NA
546.6 1.42 NA NA 549.31 1.63 NA NA 556.84 NA NA
561.05 1.29 NA NA 558.11 1.39 NA NA 582.88 NA NA
559.8 1.37 NA NA 556.76 1.59 NA NA 569.85 NA NA
433.01 1.47 NA NA 437.49 1.7 NA NA 443.33 NA NA
172.77 1.27 NA NA 176.73 26.63 NA NA 182.22 NA NA
548.63 1.05 NA NA 550.36 1.25 NA NA 558.93 NA NA
70.79 1.47 NA NA 73.68 1.69 NA NA 80.96 NA NA
420.68 1.33 NA NA 423.54 1.46 NA NA 431.83 NA NA
351.55 1.22 NA NA 355.21 1.36 NA NA 361.37 NA NA
571 1.29 NA NA 566.68 1.54 NA NA 580.01 NA NA
565.29 1.23 NA NA 562.77 1.28 NA NA 573.87 NA NA
299.43 1.11 NA NA 296.08 1.18 NA NA 309.56 NA NA
400.33 1.2 NA NA 398.89 1.16 NA NA 411.97 NA NA
86.13 1 NA NA 82.1 9.86 NA NA 95.78 NA NA
243.95 1.39 NA NA 241.9 1.46 NA NA 254.17 NA NA
371.03 1.25 NA NA 370.8 1.35 NA NA 381.58 NA NA
363.09 1.67 NA NA 362.41 1.99 NA NA 371.14 NA NA
248.25 1.37 NA NA 246.96 1.54 NA NA 260.29 NA NA
207.32 1.17 NA NA 203.88 1.22 NA NA 216.31 NA NA
