msst_wide_ml msst_long_ml msst_wide_bayes msst_long_bayes cuts_wide_ml cuts_long_ml cuts_wide_bayes cuts_long_bayes tso_wide_ml tso_wide_bayes tso_long_bayes
NA NA 121.6 180.88 NA NA 133.36 87.42 NA 127.66 221.91
NA NA 121.83 142.35 NA NA 133.84 82.72 NA 123.26 135.99
NA NA 121.55 188.19 NA NA 133.61 73.95 NA 123.31 182.23
NA NA 129.03 186.71 NA NA 135.06 83.47 NA 129.26 169.2
NA NA 121.85 147.33 NA NA 133.12 120.98 NA 128.15 130.5
NA NA 122.59 147.69 NA NA 132.92 68.39 NA 124.23 124.33
NA NA 125.39 141.54 NA NA 132.7 96.8 NA 128.45 146.03
NA NA 122.13 147.45 NA NA 132.84 69.92 NA 125.4 130.81
NA NA 125.84 171.42 NA NA 134.44 102.1 NA 122.94 440.58
NA NA 122.65 143.93 NA NA 135.93 105.35 NA 127.28 505.62
NA NA 122.02 185.72 NA NA 132.68 90.74 NA 125.56 189.68
NA NA 121.98 157.71 NA NA 133.51 68.13 NA 124.25 176.14
NA NA 123.05 141.47 NA NA 132.88 98.79 NA 127.13 129.96
NA NA 122.48 156.26 NA NA 133.37 102.81 NA 125.83 134.5
NA NA 125.5 198.35 NA NA 132.16 71.2 NA 125.48 143.3
NA NA 122.48 167.15 NA NA 133.05 71.12 NA 123.88 241.22
NA NA 124.84 184.38 NA NA 135.04 102.71 NA 129.46 151.15
NA NA 125.64 139.65 NA NA 133.71 71.42 NA 123.24 162.38
NA NA 125.37 189.84 NA NA 136.72 102.02 NA 124.32 165.7
NA NA 129.22 179.31 NA NA 137.38 87.13 NA 126.84 145.75
NA NA 126.86 195.91 NA NA 133.7 105 NA 130.49 215.33
NA NA 123.11 147.34 NA NA 134.29 75.67 NA 126.97 117.36
NA NA 129.01 180.38 NA NA 133.45 87.47 NA 123.36 127.75
NA NA 123.05 169.23 NA NA 134.73 100.19 NA 124.18 130.66
NA NA 122.41 166.5 NA NA 132.98 101.59 NA 125.93 243.77
NA NA 123.15 173.76 NA NA 133.97 77.48 NA 129.22 266.53
NA NA 126.55 138.68 NA NA 132.69 94.06 NA 127.8 132.16
NA NA 122.13 184.48 NA NA 135.05 135.41 NA 126.62 198.19
NA NA 121.28 174.77 NA NA 132.47 73.75 NA 124.2 123.19
NA NA 121.88 190.61 NA NA 132.85 104.13 NA 128.37 228.76
NA NA 123.43 147.03 NA NA 135.14 107.07 NA 127.96 211.84
NA NA 124.35 159.93 NA NA 134.95 103.79 NA 124.27 138.32
NA NA 124.91 174.9 NA NA 133.21 103.23 NA 127.92 110.47
NA NA 121.86 154.53 NA NA 133.92 68.89 NA 129.75 164.74
NA NA 126.17 147.23 NA NA 136.95 71.59 NA 129.91 165.99
NA NA 125.16 188.62 NA NA 138.45 70.71 NA 124.98 128.61
NA NA 125.44 184.79 NA NA 138.51 112.03 NA 125.29 339.81
NA NA 122.53 179.11 NA NA 135.14 95.86 NA 125.81 138.52
NA NA 123.36 149.45 NA NA 133.9 74.07 NA 126.63 143.53
NA NA 122.4 167.22 NA NA 133.22 86.12 NA 125.17 171.25
NA NA 121.64 175.28 NA NA 133.74 100.72 NA 125.78 211
NA NA 122.54 138 NA NA 134.44 80.11 NA 123.31 197.23
NA NA 124.28 140.66 NA NA 133.46 172.27 NA 123.29 231.44
NA NA 128.35 166.09 NA NA 136.74 105.47 NA 123.34 144.22
NA NA 128.07 152.6 NA NA 133.62 110.82 NA 122.88 120.57
NA NA 123.08 166.19 NA NA 134.89 96.74 NA 126.16 131.95
NA NA 125.41 180.27 NA NA 137.76 101.74 NA 122.95 110.03
NA NA 130.61 191.42 NA NA 133.59 69.88 NA 124.64 342.16
NA NA 123.65 169.6 NA NA 133 74.11 NA 123.85 276.03
NA NA 125.09 176.01 NA NA 136.31 68.66 NA 124.27 146.54
NA NA 122 146.2 NA NA 132.65 100.04 NA 123.16 220.26
NA NA 121.75 142.8 NA NA 133.33 102.63 NA 126.29 201.41
NA NA 127.35 177.4 NA NA 136.09 106.62 NA 123.52 152.42
NA NA 128.08 185.4 NA NA 134.18 101.58 NA 124.47 167.38
NA NA 121.21 149.09 NA NA 136.27 88.55 NA 125.16 126.95
NA NA 121.69 184.12 NA NA 134.57 72.46 NA 126.42 196.77
NA NA 125.01 149.74 NA NA 134.08 95.11 NA 123.88 110.68
NA NA 122.15 181.28 NA NA 133.43 77.08 NA 125.1 256.02
NA NA 124.09 183.09 NA NA 133.66 88.43 NA 124.11 130.26
NA NA 123.12 149.24 NA NA 133.75 75.93 NA 125.33 186.06
NA NA 122.59 171.21 NA NA 133.54 71.04 NA 124.58 221.29
NA NA 122.9 164.88 NA NA 136.42 70.58 NA 123.9 131.82
NA NA 122.48 143.47 NA NA 133.09 76.4 NA 124.71 246.23
NA NA 125.79 187.17 NA NA 134.55 100.2 NA 128.51 128.28
NA NA 124.31 186.48 NA NA 134.46 95.73 NA 129.03 235.23
NA NA 127.32 168.13 NA NA 134.81 84.01 NA 126.59 180.64
NA NA 121.65 148.14 NA NA 134.76 84.04 NA 125.54 111.08
NA NA 124.41 179.35 NA NA 132.31 110.93 NA 127.1 167.97
NA NA 124.99 143.09 NA NA 133.69 109.85 NA 125.04 146.33
NA NA 127.48 183.73 NA NA 135.35 103.66 NA 126.49 114.18
NA NA 124.62 140.91 NA NA 133.71 110.51 NA 123.62 223.86
NA NA 121.15 166.55 NA NA 132.72 102.48 NA 125.13 109.44
NA NA 125.99 146.28 NA NA 135.8 93.5 NA 126.41 128.34
NA NA 124.23 145.54 NA NA 133.91 68.61 NA 124.69 113.31
NA NA 126.58 181.34 NA NA 133.45 70.06 NA 124.66 320.95
NA NA 121.54 143.15 NA NA 133.51 75.7 NA 127.06 292.95
NA NA 122.28 167.65 NA NA 134.47 97.96 NA 124.56 213.54
NA NA 123.71 139.79 NA NA 132.84 81.46 NA 125.82 127.26
NA NA 129.29 146.75 NA NA 134.39 72.53 NA 123.98 128.16
