msst_wide_ml msst_long_ml msst_wide_bayes msst_long_bayes cuts_wide_ml cuts_long_ml cuts_wide_bayes cuts_long_bayes tso_wide_ml tso_wide_bayes tso_long_bayes
0.9 0.8 NA NA 0.84 0.83 NA NA 0.89 NA NA
0.8 0.72 NA NA 0.88 0.93 NA NA 0.89 NA NA
1.01 0.87 NA NA 1.15 0.66 NA NA 0.84 NA NA
0.84 0.81 NA NA 0.9 5.16 NA NA 0.75 NA NA
0.97 0.73 NA NA 0.74 0.93 NA NA 0.81 NA NA
0.76 0.86 NA NA 0.91 0.85 NA NA 0.82 NA NA
0.79 0.74 NA NA 0.75 0.84 NA NA 0.82 NA NA
0.8 0.78 NA NA 0.93 0.64 NA NA 0.82 NA NA
0.79 0.75 NA NA 0.79 0.83 NA NA 1.01 NA NA
0.83 0.82 NA NA 0.77 0.76 NA NA 0.83 NA NA
0.8 0.75 NA NA 0.73 0.8 NA NA 0.73 NA NA
0.95 0.71 NA NA 0.71 17.91 NA NA 0.74 NA NA
0.9 0.78 NA NA 0.83 0.75 NA NA 0.96 NA NA
0.84 0.8 NA NA 0.79 0.7 NA NA 0.79 NA NA
0.81 0.84 NA NA 0.85 0.86 NA NA 0.88 NA NA
1 0.89 NA NA 1.05 13.58 NA NA 0.74 NA NA
0.99 0.73 NA NA 1.12 5.11 NA NA 0.78 NA NA
0.84 0.76 NA NA 0.83 0.74 NA NA 0.72 NA NA
0.9 0.75 NA NA 0.79 0.81 NA NA 0.95 NA NA
0.85 0.84 NA NA 0.84 0.72 NA NA 0.83 NA NA
0.94 0.7 NA NA 0.75 0.6 NA NA 0.75 NA NA
0.82 0.85 NA NA 0.77 0.73 NA NA 0.82 NA NA
0.91 0.82 NA NA 1.14 0.69 NA NA 0.78 NA NA
0.82 0.8 NA NA 0.8 0.76 NA NA 0.82 NA NA
0.71 0.55 NA NA 0.8 0.56 NA NA 0.68 NA NA
0.73 0.64 NA NA 0.82 0.71 NA NA 0.82 NA NA
0.78 0.49 NA NA 0.7 0.69 NA NA 0.82 NA NA
0.74 0.64 NA NA 0.74 0.63 NA NA 0.73 NA NA
0.69 0.54 NA NA 0.69 0.99 NA NA 0.79 NA NA
0.67 0.59 NA NA 0.72 0.73 NA NA 0.72 NA NA
0.73 0.5 NA NA 0.81 0.61 NA NA 0.76 NA NA
0.8 0.62 NA NA 0.74 17.81 NA NA 0.89 NA NA
0.75 0.55 NA NA 0.79 0.66 NA NA 0.74 NA NA
0.77 0.61 NA NA 0.76 0.86 NA NA 0.74 NA NA
0.81 0.69 NA NA 0.83 0.6 NA NA 0.8 NA NA
0.74 0.52 NA NA 0.7 0.54 NA NA 0.72 NA NA
0.7 0.6 NA NA 0.7 0.62 NA NA 0.75 NA NA
0.68 0.53 NA NA 0.72 0.68 NA NA 0.82 NA NA
0.78 0.65 NA NA 0.88 0.69 NA NA 0.81 NA NA
0.72 0.57 NA NA 0.72 0.62 NA NA 0.77 NA NA
0.74 0.62 NA NA 0.78 0.62 NA NA 0.73 NA NA
0.73 0.54 NA NA 0.71 0.55 NA NA 0.74 NA NA
0.76 0.67 NA NA 0.74 9.24 NA NA 0.92 NA NA
0.81 0.5 NA NA 0.87 0.54 NA NA 0.76 NA NA
0.71 0.62 NA NA 0.78 13.38 NA NA 0.77 NA NA
0.72 0.6 NA NA 0.79 0.62 NA NA 0.79 NA NA
0.65 0.54 NA NA 0.88 0.6 NA NA 0.74 NA NA
0.73 0.56 NA NA 0.71 0.57 NA NA 0.74 NA NA
0.66 0.53 NA NA 0.77 0.71 NA NA 0.72 NA NA
0.8 0.64 NA NA 0.67 0.57 NA NA 0.73 NA NA
0.72 0.55 NA NA 0.73 0.62 NA NA 0.74 NA NA
0.73 0.53 NA NA 0.69 4.79 NA NA 0.71 NA NA
0.66 0.62 NA NA 0.69 0.66 NA NA 0.84 NA NA
0.64 0.52 NA NA 0.82 0.54 NA NA 0.67 NA NA
0.66 0.51 NA NA 0.72 0.51 NA NA 0.73 NA NA
0.74 0.61 NA NA 0.76 0.5 NA NA 0.71 NA NA
0.68 0.62 NA NA 0.8 0.91 NA NA 0.79 NA NA
0.67 0.51 NA NA 0.7 0.7 NA NA 0.88 NA NA
0.66 0.5 NA NA 0.8 0.54 NA NA 0.71 NA NA
0.73 0.56 NA NA 0.76 0.53 NA NA 0.76 NA NA
0.71 0.65 NA NA 0.73 9.55 NA NA 0.76 NA NA
0.78 0.49 NA NA 0.72 0.53 NA NA 0.73 NA NA
0.65 0.61 NA NA 0.68 0.55 NA NA 0.84 NA NA
0.71 0.59 NA NA 0.75 0.53 NA NA 0.84 NA NA
0.65 1.3 NA NA 0.7 0.68 NA NA 0.74 NA NA
0.66 1.3 NA NA 0.67 0.73 NA NA 0.73 NA NA
0.69 1.14 NA NA 0.68 0.68 NA NA 0.77 NA NA
0.66 1.09 NA NA 0.71 0.78 NA NA 0.72 NA NA
0.64 1.07 NA NA 0.68 0.49 NA NA 0.86 NA NA
1.42 0.64 NA NA 0.78 0.79 NA NA 0.77 NA NA
1.41 0.59 NA NA 0.71 0.82 NA NA 0.74 NA NA
1.32 0.59 NA NA 0.73 0.8 NA NA 0.73 NA NA
1.32 0.68 NA NA 0.72 0.76 NA NA 0.82 NA NA
1.28 0.53 NA NA 0.78 0.68 NA NA 0.75 NA NA
1.16 0.53 NA NA 0.8 0.66 NA NA 0.73 NA NA
1.13 0.69 NA NA 0.72 0.8 NA NA 0.71 NA NA
1.15 0.56 NA NA 0.86 9.47 NA NA 0.75 NA NA
1.55 0.55 NA NA 0.86 0.6 NA NA 0.82 NA NA
1.47 0.55 NA NA 0.69 0.58 NA NA 0.85 NA NA
1.3 0.49 NA NA 0.84 9.03 NA NA 0.8 NA NA
1.31 0.6 NA NA 0.77 0.62 NA NA 0.85 NA NA
0.79 0.53 NA NA 0.72 0.57 NA NA 0.78 NA NA
0.77 0.51 NA NA 0.69 0.54 NA NA 0.73 NA NA
0.74 0.55 NA NA 0.74 0.67 NA NA 0.75 NA NA
0.79 0.51 NA NA 0.73 0.64 NA NA 0.85 NA NA
0.68 0.52 NA NA 0.7 0.65 NA NA 0.76 NA NA
0.68 0.55 NA NA 0.75 0.58 NA NA 0.76 NA NA
0.64 0.64 NA NA 0.7 0.68 NA NA 0.77 NA NA
0.65 0.55 NA NA 0.67 0.6 NA NA 0.76 NA NA
0.66 0.52 NA NA 0.71 0.57 NA NA 0.86 NA NA
0.69 0.57 NA NA 0.69 0.68 NA NA 0.7 NA NA
0.69 0.51 NA NA 0.72 0.57 NA NA 0.7 NA NA
0.65 0.56 NA NA 0.7 9.49 NA NA 0.76 NA NA
0.68 0.56 NA NA 0.68 0.6 NA NA 0.71 NA NA
0.71 0.58 NA NA 0.81 0.63 NA NA 0.71 NA NA
0.75 0.55 NA NA 0.72 0.65 NA NA 0.77 NA NA
0.77 0.53 NA NA 0.78 0.6 NA NA 0.78 NA NA
0.74 0.66 NA NA 0.88 0.7 NA NA 0.8 NA NA
0.7 0.6 NA NA 0.85 0.71 NA NA 0.76 NA NA
0.68 0.55 NA NA 0.68 5.02 NA NA 0.8 NA NA
