msst_wide_ml msst_long_ml msst_wide_bayes msst_long_bayes cuts_wide_ml cuts_long_ml cuts_wide_bayes cuts_long_bayes tso_wide_ml tso_wide_bayes tso_long_bayes
NA NA 21.49 1093.71 NA NA 88.91 81.62 NA 82.02 131.64
NA NA 14.61 1134.23 NA NA 91.89 80.26 NA 86.52 129.79
NA NA 12.77 144.93 NA NA 83.07 79.7 NA 86.33 103.89
NA NA 18.33 194.83 NA NA 88.37 78.29 NA 86.7 105
NA NA 67.81 154.21 NA NA 84.46 77.73 NA 86.62 105.17
NA NA 12.3 1159.3 NA NA 85.19 79.67 NA 89.3 105.29
NA NA 10.87 1397.75 NA NA 87.09 79.11 NA 79.8 103.51
NA NA 12.24 1451.63 NA NA 183.58 104.79 NA 81.48 102.39
NA NA 18.77 1102.68 NA NA 88.63 78.83 NA 81.55 104.28
NA NA 18.19 1172.65 NA NA 85.47 64.32 NA 79.94 103.4
NA NA 12.46 1283.63 NA NA 82.69 64.17 NA 86.61 103.83
NA NA 71.18 140.16 NA NA 85.28 80.42 NA 85.12 108.53
NA NA 67.15 132.31 NA NA 83.63 86.42 NA 84.75 105.06
NA NA 64.08 280.45 NA NA 84.29 79.5 NA 82.91 101.59
NA NA 59.27 1120.65 NA NA 87.08 75.36 NA 81.3 105.29
NA NA 16.55 1101.48 NA NA 90.32 75.34 NA 86.47 101.36
NA NA 21.94 1086.21 NA NA 82.82 55.38 NA 87.05 106.07
NA NA 35.28 1288.87 NA NA 84.18 75.8 NA 82.12 106.88
NA NA 48.45 440.34 NA NA 86.91 76.77 NA 85.11 140.3
NA NA 67.62 144.45 NA NA 88.24 79.83 NA 85.87 104.09
NA NA 26.47 1371.72 NA NA 86.6 82.24 NA 80.31 108.03
NA NA 29.56 1149.23 NA NA 87.23 78.13 NA 81.98 175.26
NA NA 43.59 251.74 NA NA 88.29 77.1 NA 83.6 101.67
NA NA 6.27 1074.27 NA NA 82.53 79.8 NA 86.08 102.92
NA NA 71.07 1274.43 NA NA 85.42 77.03 NA 81.3 154.69
NA NA 69.2 151.48 NA NA 91.19 80.85 NA 84.01 106.36
NA NA 71.14 114.07 NA NA 87.15 77.17 NA 85.84 110.92
NA NA 24.8 1369.48 NA NA 87.48 78.48 NA 82.82 86.68
NA NA 15.72 1368.76 NA NA 89.91 76.7 NA 84.2 104.23
NA NA 9.14 1117.56 NA NA 85.39 78.82 NA 85.04 87.37
NA NA 23.89 1367.24 NA NA 91.06 79.9 NA 86.91 106.2
NA NA 28.88 1159.89 NA NA 90.3 80.27 NA 84.92 103.92
NA NA 14.8 1394.73 NA NA 88.37 78.99 NA 84.52 103.9
NA NA 15.26 142.06 NA NA 87.09 60.5 NA 86.56 154.26
NA NA 17.48 1495.85 NA NA 86.48 78.85 NA 84.75 104.46
NA NA 77.54 1078.04 NA NA 86.85 80.64 NA 85.97 107.45
NA NA 17.55 511.41 NA NA 86.45 77.1 NA 82.71 91.93
NA NA 20.04 228.25 NA NA 89.05 74.44 NA 85.18 111.49
NA NA 70.35 150.75 NA NA 87.33 56.9 NA 87.22 103.51
NA NA 15.41 1091.64 NA NA 84.14 80.76 NA 86.46 103.21
NA NA 16.57 1106.33 NA NA 83.24 79.99 NA 84.36 113.04
NA NA 18.09 1318.81 NA NA 87.1 83.72 NA 86.15 104.29
NA NA 25.15 1110.46 NA NA 86 87.27 NA 84.58 104.97
NA NA 19.62 1397.44 NA NA 88.22 78.81 NA 87.5 104.26
NA NA 45.41 385.8 NA NA 87.37 81.58 NA 86 103.34
NA NA 27.9 1129.56 NA NA 87.85 71.55 NA 86.72 103.87
NA NA 15.73 1127.8 NA NA 89.21 76.25 NA 87.84 103.94
NA NA 40.57 1238.89 NA NA 88.21 57.81 NA 85.35 104.45
NA NA 14.84 246.31 NA NA 88.8 80.04 NA 84.7 120.2
NA NA 9.56 146.78 NA NA 89.46 81.13 NA 83.68 108.88
NA NA 22.83 1406.6 NA NA 88.57 79.56 NA 85.06 89.62
NA NA 12.98 304.76 NA NA 91.1 56.67 NA 79.78 145.56
NA NA 50 157.2 NA NA 83.75 76.64 NA 87.45 108.09
NA NA 11.71 1098.07 NA NA 87.02 79.63 NA 85.75 104.15
NA NA 70.84 139.27 NA NA 89.55 81.53 NA 86.28 115.51
NA NA 70.52 1262.46 NA NA 86.51 81.23 NA 84.01 113.76
NA NA 28.23 1401.62 NA NA 87.68 78.79 NA 84.03 104.23
NA NA 65.4 141.57 NA NA 88.67 83.53 NA 86.08 102.99
NA NA 28.27 1109.78 NA NA 86.4 81.75 NA 81.51 105.15
NA NA 18.08 1422.47 NA NA 90.1 76.34 NA 87.59 105.17
NA NA 70.02 112.76 NA NA 90.16 78.63 NA 81.16 132.88
NA NA 23.8 1451.66 NA NA 85.48 72.66 NA 86.02 106.35
NA NA 71.98 144.1 NA NA 84.65 80.23 NA 84.85 103.63
NA NA 67.2 1114.45 NA NA 87.62 53.39 NA 84.31 158.73
NA NA 18.62 1165.67 NA NA 83.31 77.86 NA 87.49 112.53
NA NA 30.07 1332.36 NA NA 86.47 77.16 NA 85.36 96.7
