msst_wide_ml msst_long_ml msst_wide_bayes msst_long_bayes cuts_wide_ml cuts_long_ml cuts_wide_bayes cuts_long_bayes tso_wide_ml tso_wide_bayes tso_long_bayes
3.98 0.54 NA NA 3.54 0.45 NA NA 5.25 NA NA
3.82 0.55 NA NA 3.79 0.47 NA NA 4.51 NA NA
3.63 0.53 NA NA 3.8 0.44 NA NA 4.6 NA NA
3.57 0.48 NA NA 3.76 0.4 NA NA 5.74 NA NA
3.6 0.47 NA NA 3.93 0.42 NA NA 4.53 NA NA
3.46 0.47 NA NA 3.58 0.38 NA NA 4 NA NA
3.47 0.51 NA NA 3.91 0.49 NA NA 4.74 NA NA
3.36 0.72 NA NA 3.71 0.43 NA NA 4.65 NA NA
3.47 0.61 NA NA 3.89 0.45 NA NA 4.62 NA NA
3.42 0.47 NA NA 3.81 0.41 NA NA 4.96 NA NA
3.27 0.47 NA NA 3.95 0.43 NA NA 4.13 NA NA
3.34 0.49 NA NA 3.86 0.42 NA NA 4.83 NA NA
3.44 0.48 NA NA 4.06 0.41 NA NA 4.42 NA NA
3.2 0.5 NA NA 3.64 0.43 NA NA 4.47 NA NA
3.18 0.49 NA NA 3.77 0.41 NA NA 4.79 NA NA
3.3 0.47 NA NA 3.72 0.43 NA NA 4.42 NA NA
3.93 0.53 NA NA 3.71 0.55 NA NA 4.33 NA NA
3.47 0.56 NA NA 3.58 0.41 NA NA 4.51 NA NA
3.26 0.49 NA NA 3.58 0.43 NA NA 4.13 NA NA
3.82 0.59 NA NA 3.49 0.43 NA NA 4.64 NA NA
3.88 0.61 NA NA 3.63 0.45 NA NA 4.79 NA NA
3.13 0.52 NA NA 3.71 0.42 NA NA 4.57 NA NA
3.41 0.72 NA NA 3.59 0.48 NA NA 4.57 NA NA
3.33 0.52 NA NA 3.62 0.46 NA NA 3.94 NA NA
3.9 0.52 NA NA 3.83 0.52 NA NA 5.66 NA NA
4.06 0.59 NA NA 3.79 0.51 NA NA 4.31 NA NA
3.27 0.55 NA NA 3.75 0.58 NA NA 4.85 NA NA
3.03 0.52 NA NA 3.85 0.45 NA NA 4.33 NA NA
3.12 0.57 NA NA 3.94 0.43 NA NA 5.22 NA NA
3.7 0.53 NA NA 4.04 0.58 NA NA 4.76 NA NA
3.61 0.5 NA NA 3.95 0.43 NA NA 4.44 NA NA
2.97 0.5 NA NA 3.88 0.41 NA NA 4.75 NA NA
3.46 0.47 NA NA 3.42 0.56 NA NA 4.7 NA NA
3.38 0.47 NA NA 3.66 0.6 NA NA 4.43 NA NA
3.32 0.62 NA NA 4 0.55 NA NA 4.79 NA NA
3.4 0.5 NA NA 3.93 0.42 NA NA 4 NA NA
3.48 0.58 NA NA 3.73 0.6 NA NA 4.47 NA NA
3.11 0.48 NA NA 3.77 0.53 NA NA 5.25 NA NA
3.56 0.55 NA NA 3.99 0.44 NA NA 4.59 NA NA
3.06 0.63 NA NA 3.99 0.56 NA NA 4.7 NA NA
3.46 0.49 NA NA 3.22 0.47 NA NA 4.32 NA NA
3.03 0.61 NA NA 3.92 0.44 NA NA 4.6 NA NA
3.22 0.48 NA NA 3.73 0.49 NA NA 4.73 NA NA
3.27 0.48 NA NA 3.64 0.44 NA NA 4.18 NA NA
3.35 0.47 NA NA 3.6 0.42 NA NA 4.46 NA NA
3.31 0.48 NA NA 3.88 0.41 NA NA 3.89 NA NA
3.54 0.51 NA NA 3.77 0.44 NA NA 3.98 NA NA
3.32 0.52 NA NA 3.7 0.42 NA NA 4.77 NA NA
3.53 0.48 NA NA 3.64 0.58 NA NA 4.28 NA NA
3.15 0.47 NA NA 3.77 0.57 NA NA 4.43 NA NA
3.46 0.55 NA NA 3.89 0.46 NA NA 4.47 NA NA
3.37 0.5 NA NA 3.88 0.42 NA NA 4.38 NA NA
3.37 0.54 NA NA 3.45 0.4 NA NA 4.36 NA NA
3.38 0.5 NA NA 3.9 0.55 NA NA 4.1 NA NA
3.36 0.58 NA NA 4.09 0.45 NA NA 4.65 NA NA
3.23 0.66 NA NA 3.73 0.44 NA NA 4.48 NA NA
3.17 0.51 NA NA 3.71 0.42 NA NA 4.45 NA NA
3.02 0.47 NA NA 3.76 0.4 NA NA 3.95 NA NA
3.39 0.49 NA NA 3.95 0.4 NA NA 4.36 NA NA
3.26 0.54 NA NA 3.67 0.43 NA NA 4.88 NA NA
3.31 0.64 NA NA 3.66 0.48 NA NA 4.61 NA NA
3.34 0.65 NA NA 3.56 0.56 NA NA 4.37 NA NA
3.62 0.6 NA NA 3.55 0.51 NA NA 4.36 NA NA
3.35 0.55 NA NA 3.46 0.58 NA NA 4.68 NA NA
3.53 0.52 NA NA 3.71 0.61 NA NA 4.37 NA NA
3.97 0.59 NA NA 3.57 0.47 NA NA 4.19 NA NA
3.7 0.48 NA NA 3.55 0.44 NA NA 4.66 NA NA
3.21 0.49 NA NA 3.8 0.44 NA NA 3.73 NA NA
3.73 0.48 NA NA 3.57 0.41 NA NA 3.91 NA NA
3.34 0.48 NA NA 3.7 0.41 NA NA 4.65 NA NA
3.29 0.75 NA NA 3.52 0.4 NA NA 4.54 NA NA
3.23 0.6 NA NA 3.96 0.44 NA NA 4.62 NA NA
3.33 0.46 NA NA 4.03 0.4 NA NA 4.64 NA NA
3.28 0.64 NA NA 3.18 0.42 NA NA 4.49 NA NA
3.52 0.68 NA NA 4.12 0.43 NA NA 4.37 NA NA
3.34 0.65 NA NA 3.69 0.43 NA NA 4.31 NA NA
3.33 0.48 NA NA 3.72 0.52 NA NA 4.39 NA NA
3.23 0.49 NA NA 3.5 0.4 NA NA 4.8 NA NA
3.5 0.62 NA NA 3.68 0.57 NA NA 4.65 NA NA
3.39 0.49 NA NA 3.97 0.4 NA NA 4.4 NA NA
3.42 0.48 NA NA 4.09 0.42 NA NA 4.8 NA NA
3.35 0.67 NA NA 3.62 0.45 NA NA 4.51 NA NA
3.47 0.5 NA NA 3.66 0.51 NA NA 4.56 NA NA
3.56 0.48 NA NA 3.45 0.48 NA NA 5.17 NA NA
3.46 0.63 NA NA 4.01 0.57 NA NA 4.39 NA NA
3.36 0.55 NA NA 3.97 0.44 NA NA 4.6 NA NA
3.07 0.51 NA NA 3.57 0.49 NA NA 4.51 NA NA
2.95 0.51 NA NA 3.8 0.44 NA NA 4.66 NA NA
3.28 0.51 NA NA 3.65 0.56 NA NA 4.33 NA NA
3.35 0.54 NA NA 3.8 0.44 NA NA 4.75 NA NA
3.29 0.6 NA NA 3.58 0.52 NA NA 5.01 NA NA
3.24 0.49 NA NA 3.58 0.46 NA NA 4.85 NA NA
3.2 0.5 NA NA 3.88 0.61 NA NA 4.42 NA NA
3.19 0.52 NA NA 3.45 0.45 NA NA 3.94 NA NA
3.19 0.53 NA NA 3.59 0.39 NA NA 3.88 NA NA
3.62 0.57 NA NA 3.64 0.4 NA NA 4.77 NA NA
3.43 0.58 NA NA 3.87 0.46 NA NA 4.27 NA NA
3.73 0.51 NA NA 3.82 0.55 NA NA 4.11 NA NA
3.42 0.66 NA NA 4.05 0.45 NA NA 4.9 NA NA
3.12 0.5 NA NA 3.95 0.42 NA NA 4.04 NA NA
