msst_wide_ml msst_long_ml msst_wide_bayes msst_long_bayes cuts_wide_ml cuts_long_ml cuts_wide_bayes cuts_long_bayes tso_wide_ml tso_wide_bayes tso_long_bayes
0.89 0.8 NA NA 0.85 0.6 NA NA 0.84 NA NA
0.87 0.65 NA NA 0.76 0.56 NA NA 0.84 NA NA
0.85 0.67 NA NA 0.74 0.53 NA NA 0.73 NA NA
0.9 0.74 NA NA 0.82 0.52 NA NA 0.78 NA NA
0.91 0.73 NA NA 0.79 0.51 NA NA 0.83 NA NA
0.87 0.75 NA NA 0.84 0.53 NA NA 0.87 NA NA
0.88 0.79 NA NA 0.77 0.65 NA NA 0.85 NA NA
0.92 0.69 NA NA 0.84 0.49 NA NA 0.93 NA NA
0.86 0.8 NA NA 0.79 0.6 NA NA 0.82 NA NA
0.85 0.67 NA NA 0.81 0.57 NA NA 0.84 NA NA
0.88 0.86 NA NA 0.82 0.61 NA NA 0.88 NA NA
0.88 0.8 NA NA 0.82 0.66 NA NA 0.9 NA NA
0.93 0.73 NA NA 0.84 0.52 NA NA 0.98 NA NA
0.83 0.74 NA NA 0.79 0.56 NA NA 0.87 NA NA
0.81 0.72 NA NA 0.8 0.55 NA NA 0.88 NA NA
0.93 0.73 NA NA 0.83 0.54 NA NA 0.81 NA NA
0.86 0.83 NA NA 0.83 0.6 NA NA 0.9 NA NA
0.91 0.91 NA NA 0.8 0.68 NA NA 1 NA NA
0.84 0.68 NA NA 0.82 0.52 NA NA 0.83 NA NA
0.9 0.82 NA NA 0.77 0.65 NA NA 0.83 NA NA
0.86 0.83 NA NA 0.85 0.62 NA NA 0.91 NA NA
0.89 0.78 NA NA 0.83 0.58 NA NA 0.91 NA NA
0.83 0.77 NA NA 0.8 0.71 NA NA 0.89 NA NA
0.86 0.74 NA NA 0.82 0.57 NA NA 0.83 NA NA
0.71 0.53 NA NA 2.51 0.54 NA NA 0.78 NA NA
0.84 0.57 NA NA 2.71 0.5 NA NA 0.83 NA NA
0.67 0.57 NA NA 2.76 0.53 NA NA 1.01 NA NA
0.69 0.59 NA NA 2.85 0.58 NA NA 0.76 NA NA
0.73 0.61 NA NA 2.75 0.58 NA NA 0.84 NA NA
0.68 0.54 NA NA 2.85 0.67 NA NA 0.81 NA NA
0.74 0.53 NA NA 2.72 0.59 NA NA 0.81 NA NA
0.75 0.52 NA NA 2.75 0.59 NA NA 0.82 NA NA
0.74 0.59 NA NA 2.75 0.58 NA NA 0.85 NA NA
0.86 2.57 NA NA 0.8 0.67 NA NA 0.87 NA NA
0.72 0.5 NA NA 2.81 0.51 NA NA 0.79 NA NA
0.75 2.47 NA NA 0.73 0.45 NA NA 0.75 NA NA
0.77 2.59 NA NA 0.77 0.7 NA NA 0.84 NA NA
0.77 2.59 NA NA 0.88 0.59 NA NA 0.82 NA NA
0.75 2.57 NA NA 0.76 0.56 NA NA 0.84 NA NA
0.73 2.57 NA NA 0.83 0.49 NA NA 0.79 NA NA
0.76 2.56 NA NA 0.81 0.57 NA NA 0.87 NA NA
0.81 2.47 NA NA 0.78 0.63 NA NA 0.81 NA NA
0.76 2.59 NA NA 0.82 0.65 NA NA 0.82 NA NA
0.78 2.51 NA NA 0.88 0.62 NA NA 0.83 NA NA
0.78 2.57 NA NA 0.85 0.58 NA NA 0.85 NA NA
0.82 2.45 NA NA 0.92 0.55 NA NA 0.83 NA NA
0.76 2.5 NA NA 0.82 0.58 NA NA 0.91 NA NA
0.7 2.44 NA NA 0.79 0.59 NA NA 0.88 NA NA
0.8 0.57 NA NA 0.76 0.68 NA NA 0.86 NA NA
0.79 0.43 NA NA 0.86 0.5 NA NA 0.8 NA NA
0.73 0.65 NA NA 0.77 0.66 NA NA 0.8 NA NA
0.83 0.52 NA NA 0.77 0.5 NA NA 0.76 NA NA
0.7 0.52 NA NA 0.73 0.6 NA NA 0.75 NA NA
0.66 0.47 NA NA 0.81 0.5 NA NA 1.01 NA NA
0.72 0.66 NA NA 0.71 0.54 NA NA 0.79 NA NA
0.84 0.62 NA NA 0.78 0.57 NA NA 0.86 NA NA
0.75 0.53 NA NA 0.8 0.54 NA NA 0.81 NA NA
0.75 0.55 NA NA 0.8 0.53 NA NA 1.18 NA NA
0.75 0.5 NA NA 0.81 0.48 NA NA 0.84 NA NA
0.74 0.54 NA NA 0.78 0.51 NA NA 0.79 NA NA
0.67 0.54 NA NA 0.77 0.49 NA NA 0.89 NA NA
0.67 0.52 NA NA 0.71 0.51 NA NA 0.81 NA NA
0.77 0.55 NA NA 0.76 0.66 NA NA 0.88 NA NA
0.91 0.56 NA NA 0.75 0.57 NA NA 0.79 NA NA
0.78 0.46 NA NA 0.7 0.43 NA NA 0.84 NA NA
0.75 0.52 NA NA 0.85 0.55 NA NA 0.84 NA NA
0.77 0.53 NA NA 0.8 0.48 NA NA 0.86 NA NA
0.75 0.6 NA NA 0.8 0.59 NA NA 0.88 NA NA
0.7 0.54 NA NA 0.81 0.64 NA NA 0.84 NA NA
0.78 0.64 NA NA 0.75 0.5 NA NA 0.81 NA NA
0.78 0.55 NA NA 0.82 0.54 NA NA 0.87 NA NA
0.78 0.56 NA NA 0.78 0.57 NA NA 0.81 NA NA
0.74 0.53 NA NA 0.8 0.61 NA NA 1 NA NA
0.8 0.63 NA NA 0.79 0.59 NA NA 0.84 NA NA
0.81 0.62 NA NA 0.83 0.57 NA NA 0.82 NA NA
0.67 0.61 NA NA 0.75 0.59 NA NA 0.83 NA NA
0.75 0.64 NA NA 0.86 0.5 NA NA 0.82 NA NA
0.67 0.61 NA NA 0.78 0.54 NA NA 0.83 NA NA
0.68 0.52 NA NA 0.79 0.49 NA NA 0.83 NA NA
0.71 0.55 NA NA 0.74 0.52 NA NA 0.87 NA NA
0.66 0.55 NA NA 0.68 0.48 NA NA 0.76 NA NA
0.78 0.53 NA NA 0.74 0.46 NA NA 0.79 NA NA
0.68 0.5 NA NA 0.73 0.54 NA NA 1.12 NA NA
0.67 0.55 NA NA 0.78 0.6 NA NA 0.76 NA NA
0.73 0.53 NA NA 0.8 0.51 NA NA 0.84 NA NA
0.64 0.58 NA NA 0.86 0.49 NA NA 0.79 NA NA
0.77 0.64 NA NA 0.87 0.63 NA NA 0.79 NA NA
0.74 0.52 NA NA 0.76 0.49 NA NA 0.86 NA NA
0.71 0.52 NA NA 0.81 0.5 NA NA 0.86 NA NA
0.83 0.51 NA NA 0.78 0.52 NA NA 0.8 NA NA
0.71 0.52 NA NA 0.73 0.48 NA NA 0.77 NA NA
0.71 0.58 NA NA 0.83 0.56 NA NA 0.85 NA NA
0.73 0.55 NA NA 0.84 0.47 NA NA 0.84 NA NA
0.77 0.6 NA NA 0.77 0.65 NA NA 0.75 NA NA
0.72 0.57 NA NA 0.79 0.49 NA NA 0.83 NA NA
0.74 0.52 NA NA 0.84 0.5 NA NA 0.84 NA NA
