msst_wide_ml msst_long_ml msst_wide_bayes msst_long_bayes cuts_wide_ml cuts_long_ml cuts_wide_bayes cuts_long_bayes tso_wide_ml tso_wide_bayes tso_long_bayes
695 1.73 NA NA 696.32 0.5 NA NA 698.24 NA NA
633.53 0.68 NA NA 632.92 0.4 NA NA 637.23 NA NA
555.39 0.68 NA NA 554.7 0.39 NA NA 557.05 NA NA
752.19 0.77 NA NA 752.44 0.53 NA NA 757.43 NA NA
852.4 0.63 NA NA 852.45 0.39 NA NA 855.86 NA NA
854.42 0.79 NA NA 854.82 0.42 NA NA 858.18 NA NA
500.14 0.67 NA NA 500.14 0.38 NA NA 503.33 NA NA
859.69 0.68 NA NA 858.6 0.4 NA NA 863.7 NA NA
640.18 0.67 NA NA 640.34 0.4 NA NA 642.97 NA NA
483.82 0.67 NA NA 483.89 0.4 NA NA 489.37 NA NA
780.89 0.71 NA NA 783 0.41 NA NA 788.43 NA NA
823.42 0.7 NA NA 822.62 0.52 NA NA 825.8 NA NA
524.11 0.77 NA NA 521 0.41 NA NA 526.34 NA NA
318.66 0.8 NA NA 319.45 0.5 NA NA 321.8 NA NA
491.7 0.69 NA NA 493.2 0.41 NA NA 496.43 NA NA
573.73 0.73 NA NA 572.89 0.42 NA NA 576.26 NA NA
856.14 0.9 NA NA 858.57 0.48 NA NA 859.5 NA NA
871.99 0.71 NA NA 871.55 0.49 NA NA 877.26 NA NA
813.5 0.7 NA NA 814.42 0.5 NA NA 816.76 NA NA
593.46 0.72 NA NA 592.7 0.49 NA NA 594.66 NA NA
825.51 0.74 NA NA 825.18 0.51 NA NA 829.18 NA NA
789.07 0.69 NA NA 790.62 0.5 NA NA 793.63 NA NA
560.3 0.7 NA NA 559.58 0.41 NA NA 562.19 NA NA
821.93 0.77 NA NA 821.38 0.48 NA NA 823.64 NA NA
881.28 0.75 NA NA 880.76 0.48 NA NA 885.35 NA NA
519.26 0.81 NA NA 518.91 0.53 NA NA 523.22 NA NA
872.78 0.84 NA NA 873.91 0.51 NA NA 877.19 NA NA
758.8 0.79 NA NA 758.9 0.44 NA NA 763.19 NA NA
846.71 0.78 NA NA 846.84 0.49 NA NA 852 NA NA
837.4 0.68 NA NA 837.01 0.39 NA NA 839.73 NA NA
780.11 0.72 NA NA 778.8 0.52 NA NA 783.26 NA NA
557.57 0.69 NA NA 557.23 0.39 NA NA 560.66 NA NA
578.38 0.87 NA NA 579.09 0.5 NA NA 584.4 NA NA
872.85 0.69 NA NA 871.52 0.42 NA NA 875.46 NA NA
878.9 0.64 NA NA 879.08 0.52 NA NA 883.92 NA NA
854.12 0.68 NA NA 854.17 0.42 NA NA 858.65 NA NA
357.49 0.68 NA NA 357.57 0.4 NA NA 359.8 NA NA
788.21 0.7 NA NA 789.48 0.58 NA NA 791.64 NA NA
576.66 0.8 NA NA 577.79 0.4 NA NA 579.95 NA NA
741.17 0.69 NA NA 741.27 0.38 NA NA 743.31 NA NA
881.21 0.8 NA NA 880.83 0.52 NA NA 884.91 NA NA
680.67 0.71 NA NA 680.06 0.48 NA NA 685.78 NA NA
755.43 0.75 NA NA 753.93 0.44 NA NA 755.92 NA NA
599.08 0.76 NA NA 598.42 0.4 NA NA 599.44 NA NA
536.91 0.84 NA NA 540.91 0.52 NA NA 542.05 NA NA
874.72 0.71 NA NA 875.96 0.45 NA NA 880.89 NA NA
856.46 0.86 NA NA 859.16 0.48 NA NA 859.02 NA NA
