msst_wide_ml msst_long_ml msst_wide_bayes msst_long_bayes cuts_wide_ml cuts_long_ml cuts_wide_bayes cuts_long_bayes tso_wide_ml tso_wide_bayes tso_long_bayes
119.8 1.16 NA NA 87.7 0.59 NA NA 206.45 NA NA
363.36 0.92 NA NA 127.7 1.4 NA NA 156.83 NA NA
376.26 0.97 NA NA 104.35 0.62 NA NA 145.95 NA NA
123.92 1.15 NA NA 129.63 0.58 NA NA 311.39 NA NA
352.59 1.06 NA NA 170.97 0.95 NA NA 327.15 NA NA
293.86 0.97 NA NA 100.51 0.84 NA NA 208.14 NA NA
347.03 0.85 NA NA 103.12 0.84 NA NA 231.57 NA NA
348.79 0.68 NA NA 78.37 0.78 NA NA 182.15 NA NA
123.78 1 NA NA 144.75 0.59 NA NA 188.48 NA NA
122.5 3.4 NA NA 159.34 0.59 NA NA 200.25 NA NA
114.72 1.31 NA NA 121.02 0.67 NA NA 289.44 NA NA
124.11 1.06 NA NA 128.29 0.68 NA NA 390.55 NA NA
118.09 0.95 NA NA 128.8 0.57 NA NA 183.97 NA NA
115.41 0.75 NA NA 156.23 0.54 NA NA 179.61 NA NA
118.22 0.91 NA NA 92.24 0.54 NA NA 183.9 NA NA
382.77 4 NA NA 117.39 0.92 NA NA 318.4 NA NA
350.89 0.7 NA NA 75.28 0.75 NA NA 164.4 NA NA
124.71 0.87 NA NA 139.07 0.53 NA NA 218.14 NA NA
119.07 0.79 NA NA 140.2 0.51 NA NA 211.73 NA NA
126.28 0.89 NA NA 100.44 0.53 NA NA 215.84 NA NA
149.14 3.29 NA NA 146.71 0.55 NA NA 84.5 NA NA
142.12 0.84 NA NA 106.47 0.55 NA NA 141.28 NA NA
133.6 0.85 NA NA 129.15 0.88 NA NA 253.15 NA NA
132.68 0.89 NA NA 83.86 0.58 NA NA 275.73 NA NA
169.94 0.93 NA NA 94.34 0.78 NA NA 155.4 NA NA
131 2.86 NA NA 171.8 0.62 NA NA 199.12 NA NA
448.56 0.66 NA NA 183.2 0.81 NA NA 261.88 NA NA
165.35 0.76 NA NA 84.09 0.59 NA NA 317.19 NA NA
110.26 0.71 NA NA 91.85 0.59 NA NA 258.03 NA NA
90.05 1.38 NA NA 86.47 0.66 NA NA 209.36 NA NA
95.81 0.96 NA NA 143.93 0.48 NA NA 169.36 NA NA
291.93 4.21 NA NA 79.14 0.75 NA NA 156.27 NA NA
492.73 0.81 NA NA 84.85 0.67 NA NA 208.76 NA NA
205.26 0.69 NA NA 85.81 0.62 NA NA 293.5 NA NA
240.01 0.67 NA NA 200.79 0.62 NA NA 231.52 NA NA
200.05 0.9 NA NA 221.95 0.91 NA NA 220.85 NA NA
215.61 2.71 NA NA 81.91 0.88 NA NA 191.75 NA NA
121.36 0.87 NA NA 189.87 0.86 NA NA 362.16 NA NA
188.5 1.06 NA NA 140.6 0.63 NA NA 166.58 NA NA
99.4 0.63 NA NA 112.03 0.77 NA NA 151.45 NA NA
150.68 2.88 NA NA 134.18 0.59 NA NA 177.71 NA NA
549.48 4.21 NA NA 140.57 0.67 NA NA 149.03 NA NA
100.96 4.41 NA NA 92.56 0.75 NA NA 200.4 NA NA
130.47 0.95 NA NA 104.46 0.74 NA NA 316.91 NA NA
102.94 1.26 NA NA 154.63 0.77 NA NA 149.3 NA NA
314.67 1 NA NA 138.44 0.79 NA NA 154.25 NA NA
159.92 0.99 NA NA 75.93 0.86 NA NA 160.93 NA NA
455.66 0.77 NA NA 161.81 0.7 NA NA 197.85 NA NA
162.03 0.77 NA NA 139.16 0.53 NA NA 207.61 NA NA
131.42 4.01 NA NA 78.18 0.74 NA NA 156.25 NA NA
