msst_wide_ml msst_long_ml msst_wide_bayes msst_long_bayes cuts_wide_ml cuts_long_ml cuts_wide_bayes cuts_long_bayes tso_wide_ml tso_wide_bayes tso_long_bayes
19.42 0.59 NA NA 27.88 0.63 NA NA 21.08 NA NA
20.23 0.69 NA NA 25.75 0.77 NA NA 21.14 NA NA
19.19 1.31 NA NA 26.42 5.42 NA NA 29.1 NA NA
19.49 0.79 NA NA 26.6 0.83 NA NA 29.79 NA NA
19.64 0.83 NA NA 26.8 0.86 NA NA 18.68 NA NA
18.97 0.75 NA NA 26.55 0.81 NA NA 20.15 NA NA
19.01 1.07 NA NA 37.69 0.96 NA NA 31.74 NA NA
19.64 0.75 NA NA 26.42 0.65 NA NA 29.56 NA NA
18.82 0.8 NA NA 33.93 0.77 NA NA 18.64 NA NA
18.66 0.76 NA NA 26.02 5.62 NA NA 31.85 NA NA
20.05 0.78 NA NA 31.64 0.91 NA NA 19.08 NA NA
19.22 0.84 NA NA 29.51 0.87 NA NA 30.04 NA NA
19.09 0.38 NA NA 27.05 0.35 NA NA 22.12 NA NA
20.7 0.71 NA NA 25.98 0.79 NA NA 20.52 NA NA
20.49 0.76 NA NA 28.48 0.74 NA NA 19.41 NA NA
19.07 0.8 NA NA 40.05 1.01 NA NA 19.52 NA NA
19.81 0.73 NA NA 34.63 5.35 NA NA 20.05 NA NA
19.83 0.77 NA NA 25.81 0.78 NA NA 20.38 NA NA
18.91 0.75 NA NA 32.35 0.83 NA NA 18.57 NA NA
21.54 0.67 NA NA 30.72 0.74 NA NA 36.18 NA NA
20.99 0.72 NA NA 27.22 0.72 NA NA 18.92 NA NA
18.78 0.77 NA NA 31.42 9.81 NA NA 19.68 NA NA
19.34 0.9 NA NA 33.24 0.78 NA NA 19 NA NA
19.32 0.9 NA NA 27.71 0.91 NA NA 33.16 NA NA
20.62 0.77 NA NA 26.47 0.8 NA NA 24.08 NA NA
19.84 0.77 NA NA 39.85 0.81 NA NA 30.74 NA NA
19.44 0.78 NA NA 27.25 0.82 NA NA 20.04 NA NA
20.1 0.76 NA NA 26.32 0.75 NA NA 22.56 NA NA
21.62 0.79 NA NA 26.7 0.99 NA NA 32.52 NA NA
19.17 0.82 NA NA 29.44 27.81 NA NA 18.75 NA NA
19.93 0.78 NA NA 25.54 0.81 NA NA 20.64 NA NA
19.73 0.83 NA NA 26 0.9 NA NA 18.63 NA NA
19.8 0.76 NA NA 27.58 0.81 NA NA 19.27 NA NA
20.1 0.78 NA NA 26.54 0.81 NA NA 30.56 NA NA
18.87 0.8 NA NA 31.09 0.89 NA NA 32.87 NA NA
19.61 0.74 NA NA 27.01 0.75 NA NA 19.18 NA NA
22.3 0.68 NA NA 24.8 0.7 NA NA 18.69 NA NA
21.94 0.73 NA NA 30.34 0.78 NA NA 19.43 NA NA
21.27 0.77 NA NA 28.82 0.82 NA NA 19.24 NA NA
19.8 0.85 NA NA 30.64 0.8 NA NA 18.01 NA NA
19.99 0.67 NA NA 31.36 0.72 NA NA 30.21 NA NA
20.05 0.72 NA NA 32.28 0.75 NA NA 19.75 NA NA
19.69 0.82 NA NA 30.68 14.13 NA NA 17.73 NA NA
19.66 0.85 NA NA 30.42 14.28 NA NA 30.64 NA NA
20.07 0.82 NA NA 24.44 1.16 NA NA 20.17 NA NA
20.5 0.68 NA NA 28.48 0.77 NA NA 17.58 NA NA
23.72 0.81 NA NA 26.61 0.89 NA NA 19.7 NA NA
20.02 0.8 NA NA 26.38 14.32 NA NA 30.78 NA NA
19.77 0.88 NA NA 26.52 0.92 NA NA 29.59 NA NA
18.78 0.76 NA NA 29.57 0.75 NA NA 30.53 NA NA
19.12 0.77 NA NA 26.99 0.81 NA NA 18.76 NA NA
19.77 0.94 NA NA 26.76 0.88 NA NA 18.42 NA NA
20.28 0.69 NA NA 31.23 0.67 NA NA 26.72 NA NA
20.46 0.73 NA NA 26.09 0.75 NA NA 20.14 NA NA
24.31 0.92 NA NA 28.09 0.83 NA NA 33.09 NA NA
18.76 0.69 NA NA 29.63 0.61 NA NA 20.76 NA NA
19.42 0.73 NA NA 26.55 0.76 NA NA 32.29 NA NA
19.28 0.74 NA NA 27.68 23.3 NA NA 21.67 NA NA
19.44 0.78 NA NA 25.17 0.77 NA NA 20.09 NA NA
19.42 0.77 NA NA 34.58 0.8 NA NA 20.02 NA NA
19.45 0.71 NA NA 28.65 0.88 NA NA 19.06 NA NA
21.94 0.77 NA NA 32.49 0.93 NA NA 18.83 NA NA
19.42 0.78 NA NA 26.22 0.91 NA NA 30.97 NA NA
19.75 1.05 NA NA 26.76 0.97 NA NA 18.64 NA NA
20.34 0.69 NA NA 25.86 0.8 NA NA 18.43 NA NA
20.47 0.85 NA NA 26.55 0.84 NA NA 18.95 NA NA
19.46 0.77 NA NA 31 1.04 NA NA 28.69 NA NA
19.39 0.77 NA NA 30.59 0.86 NA NA 31.22 NA NA
20.48 0.77 NA NA 39.05 0.8 NA NA 31.72 NA NA
20.29 0.71 NA NA 27.06 0.84 NA NA 29.65 NA NA
20.23 0.8 NA NA 26.22 0.87 NA NA 18.84 NA NA
19.81 0.75 NA NA 30.46 0.85 NA NA 19.52 NA NA
21.34 0.76 NA NA 32.64 0.77 NA NA 30.23 NA NA
19.32 0.81 NA NA 31.92 0.82 NA NA 18.19 NA NA
21.06 0.72 NA NA 31.02 0.7 NA NA 17.77 NA NA
22.71 0.89 NA NA 32.98 0.99 NA NA 19.39 NA NA
20.87 0.88 NA NA 31.71 0.95 NA NA 18.9 NA NA
20.37 0.97 NA NA 40.39 0.82 NA NA 18 NA NA
19.08 0.41 NA NA 27.16 0.36 NA NA 22.39 NA NA
21.37 0.74 NA NA 32.41 0.82 NA NA 19.17 NA NA
21.65 0.76 NA NA 26.15 0.85 NA NA 30.07 NA NA
20.7 0.86 NA NA 28.61 162.53 NA NA 41.87 NA NA
20.96 0.71 NA NA 27.63 0.74 NA NA 19.63 NA NA
19.55 0.75 NA NA 26.26 0.85 NA NA 17.54 NA NA
19.81 0.78 NA NA 26.69 27.15 NA NA 20.46 NA NA
19.2 0.68 NA NA 26.56 0.86 NA NA 17.83 NA NA
19.51 0.83 NA NA 26.37 0.87 NA NA 17.75 NA NA
19.33 0.83 NA NA 33.02 55.26 NA NA 23.29 NA NA
20.41 0.7 NA NA 31.85 0.71 NA NA 19.92 NA NA
21.95 0.75 NA NA 29.09 0.84 NA NA 21.56 NA NA
19.1 0.81 NA NA 26.96 0.86 NA NA 32.65 NA NA
23.2 0.75 NA NA 28.42 0.8 NA NA 20.27 NA NA
19.51 0.77 NA NA 36.65 1.27 NA NA 20.3 NA NA
22.37 0.86 NA NA 28.15 0.91 NA NA 30.86 NA NA
23.14 0.74 NA NA 28.71 0.85 NA NA 25.56 NA NA
19.23 0.78 NA NA 26.36 1.08 NA NA 38.41 NA NA
19.8 0.78 NA NA 29.38 0.68 NA NA 21.97 NA NA
20.01 0.73 NA NA 29 1.27 NA NA 36.36 NA NA
20.85 0.8 NA NA 30.29 1.06 NA NA 22.06 NA NA
19.39 0.74 NA NA 33.74 0.82 NA NA 32.74 NA NA
