msst_wide_ml msst_long_ml msst_wide_bayes msst_long_bayes cuts_wide_ml cuts_long_ml cuts_wide_bayes cuts_long_bayes tso_wide_ml tso_wide_bayes tso_long_bayes
3.99 0.63 NA NA 3.96 0.59 NA NA 4.2 NA NA
28.34 0.79 NA NA 28.42 0.72 NA NA 28.47 NA NA
14.85 0.62 NA NA 15.43 0.52 NA NA 15.51 NA NA
4.7 0.66 NA NA 4.2 0.61 NA NA 4.8 NA NA
16.72 0.6 NA NA 16.86 0.45 NA NA 17.15 NA NA
21.8 0.9 NA NA 21.87 0.85 NA NA 22.44 NA NA
4.36 0.62 NA NA 4.29 0.65 NA NA 4.84 NA NA
26.61 0.67 NA NA 27.06 0.51 NA NA 27.32 NA NA
20.44 0.6 NA NA 20.56 0.55 NA NA 21.27 NA NA
3.91 0.6 NA NA 4.06 0.52 NA NA 4.38 NA NA
4.03 0.69 NA NA 4.12 0.55 NA NA 4.43 NA NA
14.41 0.58 NA NA 14.56 0.5 NA NA 14.97 NA NA
4.1 0.7 NA NA 4.17 0.6 NA NA 4.77 NA NA
24.62 1.13 NA NA 24.3 1.07 NA NA 24.96 NA NA
6.42 0.66 NA NA 6.12 0.62 NA NA 6.64 NA NA
4.18 0.6 NA NA 3.98 0.48 NA NA 4.73 NA NA
4 0.57 NA NA 4.14 0.48 NA NA 4.37 NA NA
15.21 0.82 NA NA 15.15 0.76 NA NA 15.68 NA NA
3.92 0.52 NA NA 3.61 0.45 NA NA 4.35 NA NA
3.59 0.65 NA NA 3.99 0.57 NA NA 4.15 NA NA
3.94 0.59 NA NA 4.35 0.42 NA NA 4.39 NA NA
3.64 0.82 NA NA 3.56 0.72 NA NA 4.18 NA NA
5.56 0.68 NA NA 5.4 0.55 NA NA 6.13 NA NA
3.88 0.58 NA NA 3.75 0.45 NA NA 4.31 NA NA
12.45 1.15 NA NA 12.24 1.22 NA NA 12.78 NA NA
32.06 0.63 NA NA 32.28 0.59 NA NA 32.79 NA NA
17.07 0.72 NA NA 17.14 0.64 NA NA 17.33 NA NA
3.99 0.61 NA NA 4.01 0.52 NA NA 4.59 NA NA
5.31 0.67 NA NA 5.38 0.6 NA NA 5.83 NA NA
4.12 0.62 NA NA 4.08 0.57 NA NA 4.61 NA NA
10.2 0.67 NA NA 10.05 0.49 NA NA 10.28 NA NA
46.55 0.95 NA NA 46.35 0.76 NA NA 46.98 NA NA
3.67 0.6 NA NA 3.78 0.55 NA NA 4.16 NA NA
4.38 0.67 NA NA 3.74 0.58 NA NA 6.03 NA NA
3.6 0.54 NA NA 3.58 0.46 NA NA 4.18 NA NA
13.98 0.77 NA NA 13.6 0.69 NA NA 14.42 NA NA
18.85 0.95 NA NA 18.97 0.87 NA NA 19.54 NA NA
9.56 1.11 NA NA 9.74 1.62 NA NA 9.82 NA NA
16.54 0.53 NA NA 16.21 0.47 NA NA 16.8 NA NA
17.27 0.56 NA NA 17.16 0.46 NA NA 17.85 NA NA
3.81 0.62 NA NA 4.1 0.45 NA NA 4.45 NA NA
11.22 0.56 NA NA 11.37 0.51 NA NA 11.64 NA NA
33.54 0.59 NA NA 33.46 0.48 NA NA 33.69 NA NA
21.49 1.05 NA NA 21.28 1.01 NA NA 21.66 NA NA
23.47 0.59 NA NA 23.25 0.46 NA NA 23.58 NA NA
20.51 0.64 NA NA 20.64 0.53 NA NA 20.73 NA NA
8.24 0.55 NA NA 8.32 0.41 NA NA 8.42 NA NA
47.57 1.13 NA NA 47.86 1.1 NA NA 48.19 NA NA
16.07 0.6 NA NA 15.86 0.44 NA NA 16.45 NA NA
27.5 0.55 NA NA 27.42 0.4 NA NA 28.01 NA NA
3.71 0.62 NA NA 4.06 0.43 NA NA 4.49 NA NA
31.36 0.7 NA NA 30.99 0.58 NA NA 31.52 NA NA
13.32 0.63 NA NA 13.32 0.52 NA NA 13.93 NA NA
14.46 1.01 NA NA 14.97 1.03 NA NA 14.65 NA NA
32.69 0.58 NA NA 32.13 0.46 NA NA 32.83 NA NA
17.12 0.64 NA NA 16.82 0.54 NA NA 17.36 NA NA
3.84 0.61 NA NA 3.83 0.46 NA NA 3.97 NA NA
4.8 1.04 NA NA 4.84 0.98 NA NA 5.51 NA NA
3.74 0.68 NA NA 3.52 0.65 NA NA 4.14 NA NA
16.93 0.67 NA NA 16.96 0.56 NA NA 17.57 NA NA
57.71 0.64 NA NA 57.66 0.56 NA NA 58.56 NA NA
19.11 0.77 NA NA 19.02 0.73 NA NA 19.86 NA NA
3.69 0.56 NA NA 4 0.47 NA NA 4.38 NA NA
3.67 0.54 NA NA 3.59 0.42 NA NA 4.41 NA NA
16.04 0.59 NA NA 15.73 0.49 NA NA 16.17 NA NA
3.92 0.75 NA NA 3.88 0.7 NA NA 4.48 NA NA
9.03 0.73 NA NA 8.98 0.6 NA NA 9.65 NA NA
4 0.67 NA NA 3.79 0.59 NA NA 4.16 NA NA
4.75 0.57 NA NA 4.91 0.53 NA NA 5.19 NA NA
4.17 0.72 NA NA 4.03 0.65 NA NA 4.5 NA NA
3.93 0.57 NA NA 4.14 0.42 NA NA 4.52 NA NA
26.51 0.57 NA NA 25.53 0.49 NA NA 25.97 NA NA
13.93 0.66 NA NA 14.04 0.58 NA NA 14.32 NA NA
34.7 0.73 NA NA 34.66 0.7 NA NA 35.6 NA NA
25.4 0.64 NA NA 25.63 0.46 NA NA 26.6 NA NA
3.85 0.6 NA NA 3.91 0.43 NA NA 4.13 NA NA
36.28 0.92 NA NA 36.03 0.83 NA NA 36.24 NA NA
4.03 0.58 NA NA 3.75 0.46 NA NA 4.52 NA NA
32.77 0.67 NA NA 32.5 0.62 NA NA 33.28 NA NA
3.98 0.95 NA NA 4 1.09 NA NA 4.12 NA NA
21.88 0.58 NA NA 21.98 0.4 NA NA 21.95 NA NA
3.96 0.6 NA NA 3.83 0.52 NA NA 4.29 NA NA
