msst_wide_ml msst_long_ml msst_wide_bayes msst_long_bayes cuts_wide_ml cuts_long_ml cuts_wide_bayes cuts_long_bayes tso_wide_ml tso_wide_bayes tso_long_bayes
NA NA 3600.52 811.31 NA NA 3600.82 438.08 NA 3600.39 521.43
NA NA 3600.48 770.27 NA NA 3600.41 296.47 NA 3600.46 524.8
NA NA 3600.84 806.87 NA NA 3600.46 297.19 NA 3600.53 445.82
NA NA 3600.42 786.31 NA NA 3600.45 458.33 NA 3600.44 456.45
NA NA 3600.63 759.05 NA NA 3600.47 291.23 NA 3600.54 539.1
NA NA 3600.43 635.1 NA NA 3600.43 361.75 NA 3600.42 519.85
NA NA 3600.39 662.26 NA NA 3600.4 295.71 NA 3600.41 518.44
NA NA 3600.47 653.72 NA NA 3600.49 300.47 NA 3600.44 537.73
NA NA 3600.45 734.65 NA NA 3600.48 435.75 NA 3600.42 525.99
NA NA 3600.39 875.18 NA NA 3600.4 440.02 NA 3600.42 512.82
NA NA 3600.57 651.4 NA NA 3600.53 322.2 NA 3600.55 518.92
NA NA 3600.42 880.86 NA NA 3600.44 414.81 NA 3600.43 520.13
NA NA 3600.57 826.81 NA NA 3600.49 524.86 NA 3600.55 447.3
NA NA 3600.44 853.03 NA NA 3600.49 288.91 NA 3600.43 441.95
NA NA 3600.42 843.85 NA NA 3600.41 318.33 NA 3600.4 713.52
NA NA 3600.47 742.02 NA NA 3600.48 456.48 NA 3600.46 449.78
NA NA 3600.49 829.65 NA NA 3600.43 334.81 NA 3600.43 519.84
NA NA 3600.52 850.59 NA NA 3600.55 289.64 NA 3600.5 622.86
NA NA 3600.5 815.64 NA NA 3600.38 427.1 NA 3600.41 507.59
NA NA 3600.43 736.06 NA NA 3600.48 445.35 NA 3600.5 523.27
NA NA 3600.5 613.2 NA NA 3600.54 354.2 NA 3600.53 515.02
NA NA 3600.55 984.85 NA NA 3600.51 404.78 NA 3600.58 609.34
NA NA 3600.45 748.4 NA NA 3600.42 392.5 NA 3600.45 554.02
NA NA 3600.45 770.62 NA NA 3600.47 427.57 NA 3600.48 531
NA NA 3600.43 804.28 NA NA 3600.42 407.87 NA 3600.42 474.72
NA NA 3600.58 602.03 NA NA 3600.52 309.72 NA 3600.55 483.85
NA NA 3600.38 844.38 NA NA 3600.4 370.77 NA 3600.41 525.77
NA NA 3600.55 842.66 NA NA 3600.44 387.46 NA 3600.47 545.54
NA NA 3600.51 722.14 NA NA 3600.49 361.14 NA 3600.5 504.56
NA NA 3600.44 640.27 NA NA 3600.45 979.8 NA 3600.49 539.13
NA NA 3600.49 823.14 NA NA 3600.41 559.24 NA 3600.38 467.33
NA NA 3600.46 777.4 NA NA 3600.43 280.28 NA 3600.43 478.57
NA NA 3600.53 635.43 NA NA 3600.51 384.18 NA 3600.53 486.65
NA NA 3600.54 772.95 NA NA 3600.43 437.04 NA 3600.49 534.48
NA NA 3600.42 669.24 NA NA 3600.41 365.25 NA 3600.39 517.21
NA NA 3600.46 678.53 NA NA 3600.39 399.59 NA 3600.42 524.44
NA NA 3600.53 628.99 NA NA 3600.57 333.55 NA 3600.57 690.01
NA NA 3600.43 725.61 NA NA 3600.44 374.17 NA 3600.61 526.06
NA NA 3600.42 596.03 NA NA 3600.45 310.43 NA 3600.45 515.94
NA NA 3600.4 814.09 NA NA 3600.51 400.43 NA 3600.42 852.89
NA NA 3600.51 640.69 NA NA 3600.54 399.9 NA 3600.54 806.74
NA NA 3600.42 792.89 NA NA 3600.43 453.2 NA 3600.46 676.7
NA NA 3600.45 657.69 NA NA 3600.4 305.22 NA 3600.41 512.41
NA NA 3600.54 792.67 NA NA 3600.44 377.78 NA 3600.42 520.43
NA NA 3600.49 842.77 NA NA 3600.69 365.66 NA 3600.44 531.42
NA NA 3600.46 835.62 NA NA 3600.56 311.6 NA 3600.49 583.73
NA NA 3600.53 848.81 NA NA 3600.45 506.72 NA 3600.46 510.98
NA NA 3600.42 896.28 NA NA 3600.43 387.79 NA 3600.46 537.25
NA NA 3600.63 713.91 NA NA 3600.53 410.4 NA 3600.53 939.12
NA NA 3600.43 618.9 NA NA 3600.43 386.69 NA 3600.44 675.61
NA NA 3600.41 893.63 NA NA 3600.43 396.21 NA 3600.41 508.43
NA NA 3600.44 804.74 NA NA 3600.42 288.17 NA 3600.44 725.33
NA NA 3600.42 687.41 NA NA 3600.42 416.33 NA 3600.49 512.11
NA NA 3600.46 730.82 NA NA 3600.47 297.3 NA 3600.42 500.95
NA NA 3600.44 784.69 NA NA 3600.54 407.95 NA 3600.45 475.16
NA NA 3600.42 823.88 NA NA 3600.41 668.46 NA 3600.41 593.21
NA NA 3600.43 747.66 NA NA 3600.44 540.78 NA 3600.54 527.14
NA NA 3600.49 770.46 NA NA 3600.51 426.32 NA 3600.6 452.91
NA NA 3600.42 649.66 NA NA 3600.43 437.02 NA 3600.4 482.52
NA NA 3600.48 646.58 NA NA 3600.45 438.91 NA 3600.44 467.61
NA NA 3600.46 600.93 NA NA 3600.41 329.26 NA 3600.41 534.86
NA NA 3600.46 609.41 NA NA 3600.46 307.01 NA 3600.62 518.51
NA NA 3600.44 842.99 NA NA 3600.41 425.89 NA 3600.42 525.9
NA NA 3600.42 785.12 NA NA 3600.45 453.57 NA 3600.45 530.68
NA NA 3600.48 608.56 NA NA 3600.43 344.27 NA 3600.44 489.96
NA NA 3600.6 856.02 NA NA 3600.6 280.99 NA 3600.5 721.52
NA NA 3600.43 875.07 NA NA 3600.48 460.49 NA 3600.44 548.34
NA NA 3600.51 852.83 NA NA 3600.44 458.59 NA 3600.44 523.23
NA NA 3600.44 653.68 NA NA 3600.39 359.14 NA 3600.41 496.95
NA NA 3600.47 631.8 NA NA 3600.55 373.14 NA 3600.55 519.71
NA NA 3600.48 872.13 NA NA 3600.42 625.19 NA 3600.59 499.12
NA NA 3600.44 901.42 NA NA 3600.42 408.14 NA 3600.42 537.71
NA NA 3600.51 897.91 NA NA 3600.49 486.88 NA 3600.42 530.61
NA NA 3600.48 725.95 NA NA 3600.56 295.41 NA 3600.52 450.92
NA NA 3600.41 735.03 NA NA 3600.44 391.38 NA 3600.44 515.2
NA NA 3600.43 740.28 NA NA 3600.43 432.56 NA 3600.43 817.72
NA NA 3600.49 782.93 NA NA 3600.41 441.06 NA 3600.42 536.4
NA NA 3600.46 841.34 NA NA 3600.53 398.89 NA 3600.45 517.62
NA NA 3600.43 806.75 NA NA 3600.53 381.82 NA 3600.44 650.34
NA NA 3600.44 737.76 NA NA 3600.43 306.2 NA 3600.44 491.33
NA NA 3600.56 842.17 NA NA 3600.42 402.75 NA 3600.47 552.64
NA NA 3600.56 763.75 NA NA 3600.53 312.61 NA 3600.53 558.55
NA NA 3600.44 663.6 NA NA 3600.43 329.3 NA 3600.42 526.96
NA NA 3600.44 877.1 NA NA 3600.41 420.88 NA 3600.43 558.63
NA NA 3600.41 664.87 NA NA 3600.43 301.35 NA 3600.68 490.64
NA NA 3600.84 724.45 NA NA 3600.62 407.89 NA 3600.5 463.27
NA NA 3600.46 611.34 NA NA 3600.41 406.32 NA 3600.51 458.12
NA NA 3600.41 801.22 NA NA 3600.41 329.94 NA 3600.42 515.43
NA NA 3600.47 749.94 NA NA 3600.53 282.16 NA 3600.56 551.04
