msst_wide_ml msst_long_ml msst_wide_bayes msst_long_bayes cuts_wide_ml cuts_long_ml cuts_wide_bayes cuts_long_bayes tso_wide_ml tso_wide_bayes tso_long_bayes
3201.01 2.05 NA NA 3445.97 2.61 NA NA 2736.51 NA NA
3135.91 1.86 NA NA 3465.45 2.05 NA NA 2657.72 NA NA
3244.2 1.89 NA NA 3540.37 2.1 NA NA 2690.71 NA NA
3251.11 2.34 NA NA 3571.31 2.59 NA NA 2839.01 NA NA
3277.23 1.97 NA NA 3494.91 2.26 NA NA 2795.44 NA NA
3178.75 2.3 NA NA 3518.29 2.61 NA NA 2755.14 NA NA
3152.18 1.83 NA NA 3488.35 2.19 NA NA 2696.17 NA NA
3122.95 2 NA NA 3384.32 23.9 NA NA 2682.58 NA NA
3223.3 2 NA NA 3510.87 2.35 NA NA 2748.62 NA NA
3217.26 1.77 NA NA 3512.65 2.01 NA NA 2757.05 NA NA
3192.53 1.83 NA NA 3476.09 1.88 NA NA 2625.36 NA NA
3222.08 1.99 NA NA 3559.24 15.84 NA NA 2684.66 NA NA
3223.08 2.11 NA NA 3537.01 2.27 NA NA 2788.72 NA NA
3239.83 2.1 NA NA 3497.26 2.39 NA NA 2709.68 NA NA
3194.68 2.16 NA NA 3482.74 2.51 NA NA 2719.76 NA NA
3229.24 2.02 NA NA 3518.1 2.33 NA NA 2785.05 NA NA
3237.77 1.97 NA NA 3455.47 2.17 NA NA 2751.33 NA NA
3176.12 2.2 NA NA 3519.55 2.48 NA NA 2786.83 NA NA
3253.07 2.1 NA NA 3525.75 2.4 NA NA 2760.78 NA NA
3108.15 1.68 NA NA 3375.4 1.55 NA NA 2744.56 NA NA
3160.69 2.07 NA NA 3529.18 2.73 NA NA 2664.43 NA NA
3223.92 1.89 NA NA 3552.75 2.08 NA NA 2790.91 NA NA
3166.25 1.31 NA NA 3468.81 1.19 NA NA 2737.21 NA NA
3222.32 1.94 NA NA 3505.41 11.07 NA NA 2785.95 NA NA
3238.1 1.73 NA NA 3511 1.93 NA NA 2719.69 NA NA
3245.62 2.11 NA NA 3491.26 2.38 NA NA 2737.6 NA NA
3320.3 1.91 NA NA 3529.32 7.03 NA NA 2815.75 NA NA
3144.94 1.74 NA NA 3476.29 2.06 NA NA 2646.74 NA NA
3228.75 1.65 NA NA 3467.44 1.99 NA NA 2708.75 NA NA
3200.85 2.13 NA NA 3554.68 3.15 NA NA 2721.85 NA NA
3183.38 1.67 NA NA 3434.65 1.83 NA NA 2743.42 NA NA
1698.42 1.77 NA NA 1986.68 1.97 NA NA 1273.44 NA NA
3285 2.1 NA NA 3577.69 2.41 NA NA 2806.4 NA NA
3124.07 1.67 NA NA 3440.77 1.81 NA NA 2590.88 NA NA
3215.99 1.77 NA NA 3531.68 1.92 NA NA 2787.08 NA NA
3289.08 1.99 NA NA 3600.39 2.26 NA NA 2837.53 NA NA
3268.1 2.06 NA NA 3578.81 2.36 NA NA 2753.41 NA NA
3170.15 1.77 NA NA 3518.73 1.99 NA NA 2786.92 NA NA
3192.1 2.27 NA NA 3512.3 2.66 NA NA 2723.52 NA NA
