msst_wide_ml msst_long_ml msst_wide_bayes msst_long_bayes cuts_wide_ml cuts_long_ml cuts_wide_bayes cuts_long_bayes tso_wide_ml tso_wide_bayes tso_long_bayes
375.2 0.58 NA NA 381.33 0.37 NA NA 384.71 NA NA
384.38 0.63 NA NA 383.09 0.37 NA NA 381.59 NA NA
216.86 0.63 NA NA 210.68 0.4 NA NA 211.41 NA NA
282.88 0.63 NA NA 281.6 0.38 NA NA 282.77 NA NA
261.25 0.53 NA NA 258.23 0.4 NA NA 254.31 NA NA
139.16 0.66 NA NA 138.28 0.49 NA NA 143.01 NA NA
171.23 0.69 NA NA 170.86 0.5 NA NA 171.53 NA NA
295.86 0.65 NA NA 296.16 0.37 NA NA 289.77 NA NA
150.06 0.72 NA NA 145.81 0.47 NA NA 146.32 NA NA
215.89 0.58 NA NA 213.96 0.37 NA NA 214.98 NA NA
132.87 0.64 NA NA 132.15 0.37 NA NA 133.11 NA NA
180.56 0.63 NA NA 180.45 0.37 NA NA 181.26 NA NA
107.05 0.71 NA NA 109.91 0.48 NA NA 111.11 NA NA
124.83 0.61 NA NA 124.81 0.38 NA NA 125.96 NA NA
403.59 0.79 NA NA 396.57 0.4 NA NA 396.93 NA NA
354.79 0.66 NA NA 364.06 0.39 NA NA 363.92 NA NA
175.83 0.58 NA NA 175.19 0.37 NA NA 177.93 NA NA
306.01 0.72 NA NA 306.67 0.46 NA NA 310.85 NA NA
196.84 0.75 NA NA 195.7 0.37 NA NA 193.53 NA NA
230.43 0.64 NA NA 229.3 0.38 NA NA 230.53 NA NA
236.15 0.63 NA NA 235.79 0.37 NA NA 237.47 NA NA
328.23 0.62 NA NA 338.06 0.39 NA NA 334.49 NA NA
196 0.63 NA NA 196.45 0.37 NA NA 199.09 NA NA
277.26 0.51 NA NA 280.83 0.49 NA NA 285.43 NA NA
292.33 0.61 NA NA 292.66 0.37 NA NA 291.95 NA NA
198.09 0.57 NA NA 198.46 0.37 NA NA 198.94 NA NA
244.26 0.73 NA NA 241.98 0.48 NA NA 242.42 NA NA
140.34 0.63 NA NA 140.39 0.5 NA NA 141.37 NA NA
314.57 0.61 NA NA 319.6 0.36 NA NA 317.21 NA NA
237.07 0.61 NA NA 237.08 0.37 NA NA 238.3 NA NA
250.82 0.69 NA NA 249.56 0.38 NA NA 251.12 NA NA
252.71 0.63 NA NA 251.73 0.37 NA NA 259.63 NA NA
205.23 0.6 NA NA 205.9 0.39 NA NA 211.95 NA NA
352.67 0.61 NA NA 354.1 0.39 NA NA 354.65 NA NA
215.94 0.7 NA NA 210.86 0.46 NA NA 212.05 NA NA
263.3 0.66 NA NA 263.15 0.45 NA NA 265.83 NA NA
273.21 0.86 NA NA 273.32 0.38 NA NA 273.49 NA NA
158.52 0.62 NA NA 157.54 0.38 NA NA 159.49 NA NA
412.15 0.61 NA NA 413.82 0.37 NA NA 422.63 NA NA
243.21 0.62 NA NA 242.36 0.37 NA NA 251.05 NA NA
212.62 0.62 NA NA 208.39 0.37 NA NA 215.36 NA NA
248.02 0.6 NA NA 242.89 0.36 NA NA 243.92 NA NA
183.29 0.58 NA NA 183.25 0.37 NA NA 185.31 NA NA
159.3 0.52 NA NA 159.17 0.37 NA NA 160.2 NA NA
149.53 0.65 NA NA 145.21 0.37 NA NA 146.42 NA NA
164.73 0.61 NA NA 164.46 0.36 NA NA 165.47 NA NA
243.25 0.51 NA NA 249.05 0.37 NA NA 243.31 NA NA
49.04 0.6 NA NA 48.78 0.37 NA NA 50.92 NA NA
33.38 0.64 NA NA 33.73 0.39 NA NA 34.98 NA NA
224.68 0.74 NA NA 224.84 0.47 NA NA 228.96 NA NA
240.48 0.72 NA NA 235.96 0.47 NA NA 236.25 NA NA
173.96 0.61 NA NA 177.07 0.37 NA NA 174.04 NA NA
193.2 0.52 NA NA 193.63 0.39 NA NA 194.58 NA NA
176.95 0.73 NA NA 177.41 0.46 NA NA 179.71 NA NA
331.24 0.63 NA NA 331.1 0.37 NA NA 332.38 NA NA
177.36 0.75 NA NA 172.66 0.37 NA NA 174.09 NA NA
238.71 0.75 NA NA 237.98 0.38 NA NA 239.25 NA NA
125.65 0.63 NA NA 126.85 0.36 NA NA 124.95 NA NA
374.81 0.51 NA NA 375.66 0.38 NA NA 365.04 NA NA
211.85 0.56 NA NA 217.45 0.37 NA NA 218.67 NA NA
237.6 0.61 NA NA 231.71 0.38 NA NA 232.36 NA NA
16.43 0.62 NA NA 15.97 0.37 NA NA 17.18 NA NA
180.45 0.62 NA NA 180.18 0.37 NA NA 182.02 NA NA
299.11 0.58 NA NA 303.62 0.38 NA NA 307.2 NA NA
213.42 0.62 NA NA 210.78 0.39 NA NA 211.9 NA NA
228.24 0.62 NA NA 221.98 0.38 NA NA 223.52 NA NA
259.99 0.75 NA NA 266.28 0.48 NA NA 265.72 NA NA
185.98 0.73 NA NA 185.05 0.48 NA NA 185.57 NA NA
336.45 0.7 NA NA 340.4 0.38 NA NA 345.29 NA NA
337.39 0.6 NA NA 337.46 0.38 NA NA 337.43 NA NA
246.38 0.58 NA NA 253.09 0.37 NA NA 247.09 NA NA
200.66 0.62 NA NA 198.83 0.37 NA NA 199.81 NA NA
232.12 0.65 NA NA 231.62 0.46 NA NA 232.54 NA NA
232.31 0.58 NA NA 231.7 0.37 NA NA 233.21 NA NA
223.32 0.61 NA NA 223.23 0.37 NA NA 224.59 NA NA
196.18 0.61 NA NA 194.62 0.38 NA NA 196.41 NA NA
259.21 0.61 NA NA 257.25 0.38 NA NA 255.82 NA NA
282.94 0.6 NA NA 285.71 0.36 NA NA 282.75 NA NA
154.38 0.6 NA NA 154.21 0.47 NA NA 156.24 NA NA
212.12 0.6 NA NA 209.43 0.38 NA NA 213.59 NA NA
282.38 0.51 NA NA 279.28 0.49 NA NA 284.07 NA NA
135.46 0.6 NA NA 136.01 0.38 NA NA 139.35 NA NA
174.89 0.62 NA NA 174.71 0.37 NA NA 175.92 NA NA
237.61 0.63 NA NA 237.59 0.38 NA NA 242.95 NA NA
339.58 0.53 NA NA 331.21 0.37 NA NA 338.11 NA NA
224.75 0.6 NA NA 221.96 0.39 NA NA 224.35 NA NA
133.07 0.69 NA NA 132.6 0.38 NA NA 136.65 NA NA
