msst_wide_ml msst_long_ml msst_wide_bayes msst_long_bayes cuts_wide_ml cuts_long_ml cuts_wide_bayes cuts_long_bayes tso_wide_ml tso_wide_bayes tso_long_bayes
NA NA 36.26 120.46 NA NA 49 62 NA 47.17 87.97
NA NA 35.74 85.63 NA NA 48.65 65.54 NA 46.79 84.28
NA NA 37.12 82.97 NA NA 47.56 46.07 NA 45.88 76.71
NA NA 14.7 84.3 NA NA 47.38 44.83 NA 45.99 67.07
NA NA 36.74 116.26 NA NA 49.1 62.44 NA 48.07 74.69
NA NA 37.57 90.32 NA NA 48.32 57.79 NA 47.14 72.01
NA NA 7.79 154.26 NA NA 47.93 49.72 NA 46.49 71.11
NA NA 36.66 132.15 NA NA 48.72 65.49 NA 46.19 64.64
NA NA 38.7 132.33 NA NA 48.86 62.03 NA 47.03 75.91
NA NA 37.11 140.68 NA NA 48.12 66.03 NA 46.95 65.43
NA NA 35.59 133.44 NA NA 49.19 53.66 NA 45.93 73.91
NA NA 36.06 121.24 NA NA 49.19 65.38 NA 46.71 83.66
NA NA 13.39 96.18 NA NA 48.52 60.14 NA 46.61 73.37
NA NA 36.93 138.36 NA NA 48.22 54.5 NA 46.88 66.72
NA NA 35.69 87.93 NA NA 48.09 45.89 NA 46.86 73.21
NA NA 36.66 109.62 NA NA 49.36 64.34 NA 46.39 75.15
NA NA 38.16 86.63 NA NA 48.03 49.81 NA 46.8 86.51
NA NA 37.12 112.83 NA NA 48.6 61.41 NA 46.94 68.34
NA NA 37.45 106.6 NA NA 47.9 62.02 NA 46 86.38
NA NA 36.8 121.2 NA NA 49.07 60.62 NA 46.38 72.31
NA NA 35.41 83.46 NA NA 48.52 41.32 NA 46.72 76.35
NA NA 36.96 106.38 NA NA 47.28 61.21 NA 46.87 70.9
NA NA 36.66 139.05 NA NA 48.12 39.92 NA 46.84 87.28
NA NA 35.78 100.34 NA NA 49.52 56.79 NA 46.72 77.47
NA NA 36.21 101.02 NA NA 49.89 62.2 NA 46.58 76.27
NA NA 36.66 140.58 NA NA 49.39 52.23 NA 46.97 85.64
NA NA 36.72 131.67 NA NA 48.99 40.46 NA 46.55 87.74
NA NA 36.57 132.4 NA NA 48.78 62.63 NA 46.81 65.39
NA NA 36.53 100.24 NA NA 47.93 45.59 NA 47.59 85.96
NA NA 37.63 91.73 NA NA 48.37 51.7 NA 45.56 69.17
NA NA 37.17 84.05 NA NA 49.09 59.77 NA 48.51 67.6
NA NA 37.21 132.57 NA NA 49.58 66.42 NA 45.9 70.41
NA NA 16.75 101.93 NA NA 48.34 65.02 NA 47.15 64
NA NA 37.72 131.06 NA NA 49.13 61.61 NA 47.24 69.65
NA NA 36.61 104.91 NA NA 47.92 61.78 NA 46.24 85.43
NA NA 29.93 135.48 NA NA 49.43 63.48 NA 47.48 76.27
NA NA 37.27 136.9 NA NA 48.68 62.24 NA 46.09 78.81
NA NA 0.37 135.21 NA NA 0.35 50.36 NA 5.97 63.16
NA NA 36.21 79.73 NA NA 49.2 60.68 NA 47.34 75.03
NA NA 36.86 136.3 NA NA 49.17 59.48 NA 46.87 66.08
NA NA 37.84 95.24 NA NA 48.8 60.78 NA 46.49 65.78
NA NA 36.99 89.78 NA NA 49.57 65.26 NA 46.96 76.93
NA NA 36.45 81.36 NA NA 48.47 58.4 NA 46.71 82.92
NA NA 36.96 139.94 NA NA 49.06 62.36 NA 46.18 85.9
NA NA 37.36 130.53 NA NA 49.2 66.79 NA 45.72 75.28
NA NA 36.34 98.38 NA NA 47.65 40.2 NA 45.74 76.49
NA NA 36.17 104.96 NA NA 49.86 43.12 NA 46.85 74.05
NA NA 36.19 78.81 NA NA 49.15 61.79 NA 46.49 74.43
NA NA 36.42 132.98 NA NA 50.75 63.62 NA 46.57 84.88
NA NA 37.18 95.06 NA NA 48.48 43.78 NA 46.31 73.57
NA NA 36.51 140.43 NA NA 48.59 62.15 NA 46.16 77.49
NA NA 37.22 129.99 NA NA 48.18 55.7 NA 48.12 76.83
NA NA 35.96 114.78 NA NA 48.15 54.11 NA 46.84 63.51
NA NA 36.4 131.7 NA NA 48.98 59.52 NA 46.67 80.76
NA NA 14.72 85.33 NA NA 50.01 47.99 NA 46.48 71.36
NA NA 37.22 140.17 NA NA 49.72 65.77 NA 46.62 84.04
NA NA 36.66 129.61 NA NA 48.32 60.22 NA 47 66.96
NA NA 36.6 135.14 NA NA 48.42 59.25 NA 46.47 78.23
NA NA 35.34 87.12 NA NA 47.45 44.52 NA 47.02 77.23
NA NA 36.22 112.84 NA NA 48.85 38.81 NA 46.61 77.94
NA NA 36.13 80.74 NA NA 49.1 41.18 NA 46.96 75.15
NA NA 35.72 85.49 NA NA 48.42 62.34 NA 47.87 78.98
NA NA 36.88 107.98 NA NA 49.63 48.78 NA 47.06 65.62
NA NA 36.78 135.97 NA NA 48.21 61.99 NA 46.21 75.7
NA NA 36.01 137.1 NA NA 48.1 56.92 NA 47.08 77.45
NA NA 37.58 133.8 NA NA 48.13 61.75 NA 46.17 81.42
NA NA 37.32 137.06 NA NA 49.36 39.19 NA 47.31 74.1
NA NA 35.77 79.73 NA NA 47.93 41.66 NA 46.32 70.21
NA NA 37.11 132.48 NA NA 47.9 63.22 NA 45.89 63.58
NA NA 37.57 138.27 NA NA 47.68 60.93 NA 46.58 79.55
NA NA 35.98 103.08 NA NA 49.32 65.2 NA 46.83 77.5
NA NA 36.93 131.39 NA NA 48.29 60.26 NA 46.92 84.05
NA NA 37.19 118.24 NA NA 47.8 61.52 NA 46.02 67
NA NA 35.58 133.88 NA NA 49.02 51.57 NA 47.05 78.97
NA NA 37.58 79.48 NA NA 48.82 43.64 NA 45.65 81.17
NA NA 36.06 93.3 NA NA 47.67 63.25 NA 46.79 78.34
NA NA 36.44 91.55 NA NA 48.53 41.95 NA 46.26 67.27
NA NA 37.05 135.41 NA NA 47.86 47.31 NA 47.09 83.99
NA NA 13.1 850.45 NA NA 48.01 60.11 NA 47.09 64.07
NA NA 36.95 98.81 NA NA 48.33 43.62 NA 45.7 83.28
NA NA 37.67 129.33 NA NA 48.74 41.39 NA 46.89 77.12
NA NA 25.96 97.98 NA NA 48.32 47.87 NA 46.92 68.99
NA NA 36.33 117.35 NA NA 48.33 58.65 NA 46.8 87.89
NA NA 36.21 90.72 NA NA 49.08 42.22 NA 46.01 78.7
NA NA 36.02 90.83 NA NA 47.69 59.36 NA 46.21 71.57
NA NA 35.87 86.42 NA NA 49.59 65.61 NA 46.56 76.09
NA NA 35.93 136.94 NA NA 48.35 46.68 NA 46.15 70.9
NA NA 35.86 98.27 NA NA 49.12 61.82 NA 46.06 73.05
NA NA 36.32 118.74 NA NA 48.49 41.84 NA 46.71 72.84
NA NA 36.35 122.07 NA NA 53.46 51.3 NA 46.12 78.32
NA NA 37.89 122.23 NA NA 48.73 65.25 NA 47.14 85.78
NA NA 36.4 117.32 NA NA 47.69 38.92 NA 46.34 72.1
NA NA 37.67 103.95 NA NA 47.72 62.52 NA 46.05 72.77
NA NA 8.48 876.95 NA NA 50 47.66 NA 46.47 75.38
NA NA 36.87 133.93 NA NA 47.79 63.64 NA 46.24 90.11
NA NA 37.04 129.2 NA NA 48.45 60.34 NA 46.76 78.89
NA NA 36.85 136.7 NA NA 48.86 60.88 NA 46.95 77.2
NA NA 36.86 132.4 NA NA 47.3 61.81 NA 46.69 73.39
NA NA 35.4 130.62 NA NA 48.45 63.28 NA 46.65 77.92
NA NA 36.93 139.11 NA NA 49.77 60.49 NA 46.64 78.21
