msst_wide_ml msst_long_ml msst_wide_bayes msst_long_bayes cuts_wide_ml cuts_long_ml cuts_wide_bayes cuts_long_bayes tso_wide_ml tso_wide_bayes tso_long_bayes
828.07 0.65 NA NA 511.52 0.7 NA NA 267.86 NA NA
386.11 0.78 NA NA 159.62 0.52 NA NA 259.91 NA NA
291.43 0.82 NA NA 207.45 0.69 NA NA 303.28 NA NA
1065.03 0.73 NA NA 897.23 0.54 NA NA 316.27 NA NA
931.48 0.62 NA NA 976.11 0.61 NA NA 336.1 NA NA
884.91 0.65 NA NA 300.13 0.57 NA NA 275.66 NA NA
619.87 0.69 NA NA 1244.56 0.47 NA NA 255.25 NA NA
928.42 0.63 NA NA 386.28 0.75 NA NA 186.79 NA NA
979.55 0.66 NA NA 1019.74 0.55 NA NA 253.26 NA NA
892.19 0.64 NA NA 255.19 0.51 NA NA 210.8 NA NA
183.06 0.73 NA NA 169.12 0.68 NA NA 273.28 NA NA
922.25 0.6 NA NA 111.36 0.63 NA NA 280.9 NA NA
973.69 0.64 NA NA 121.54 0.53 NA NA 310.53 NA NA
913.04 0.63 NA NA 127.55 0.52 NA NA 319.55 NA NA
3600.39 0.74 NA NA 189.9 0.55 NA NA 334.42 NA NA
931.54 0.88 NA NA 377.52 0.69 NA NA 301.51 NA NA
1031.09 0.64 NA NA 352.05 0.56 NA NA 263.03 NA NA
589.02 0.69 NA NA 223.69 0.48 NA NA 303.04 NA NA
977.63 0.63 NA NA 250.51 0.57 NA NA 253.1 NA NA
3600.44 3.61 NA NA 210.61 0.54 NA NA 336.94 NA NA
977.55 0.62 NA NA 213.54 0.52 NA NA 292.51 NA NA
929.93 0.62 NA NA 251.23 0.53 NA NA 261.41 NA NA
367.45 0.64 NA NA 169.02 0.83 NA NA 266.39 NA NA
1042.58 0.79 NA NA 88.87 0.63 NA NA 164.27 NA NA
329.18 0.66 NA NA 145.77 0.54 NA NA 231.67 NA NA
1003.53 0.63 NA NA 182.29 0.55 NA NA 384.66 NA NA
1046.96 0.74 NA NA 151.08 0.62 NA NA 317.81 NA NA
917.11 0.6 NA NA 179.19 0.56 NA NA 309.27 NA NA
3600.4 3.69 NA NA 178.55 0.56 NA NA 321.71 NA NA
983.31 0.62 NA NA 141.09 0.57 NA NA 379.67 NA NA
843.57 0.69 NA NA 190.18 0.66 NA NA 262.72 NA NA
929.43 0.62 NA NA 180.41 0.65 NA NA 306.57 NA NA
887.3 0.85 NA NA 87.59 0.51 NA NA 204.47 NA NA
659.05 0.69 NA NA 155.82 0.49 NA NA 347.03 NA NA
520.38 0.67 NA NA 93.65 0.53 NA NA 347.36 NA NA
315.31 0.61 NA NA 122.2 0.52 NA NA 204.44 NA NA
424.46 0.69 NA NA 228.84 0.54 NA NA 278.53 NA NA
1019.94 0.62 NA NA 182.96 0.47 NA NA 350 NA NA
222.16 0.84 NA NA 92.51 0.71 NA NA 335.26 NA NA
201.8 0.75 NA NA 163.9 0.68 NA NA 292.24 NA NA
655.37 0.66 NA NA 174.27 0.48 NA NA 354.84 NA NA
601.8 0.8 NA NA 139.2 0.54 NA NA 166.49 NA NA
310.03 0.91 NA NA 98.05 0.63 NA NA 276.05 NA NA
991.87 1.11 NA NA 130.43 0.55 NA NA 313.72 NA NA
268.52 0.7 NA NA 154.59 0.7 NA NA 359.6 NA NA
258.32 3.58 NA NA 101.31 0.54 NA NA 208.07 NA NA
80.95 0.87 NA NA 154.83 0.65 NA NA 299.54 NA NA
111.74 0.67 NA NA 210.51 0.69 NA NA 265.45 NA NA
98.79 0.7 NA NA 86.15 0.51 NA NA 294.33 NA NA
148.44 0.69 NA NA 138.9 0.54 NA NA 313.78 NA NA
1027.75 0.65 NA NA 150.11 0.64 NA NA 383.53 NA NA
219.03 0.69 NA NA 93.96 0.54 NA NA 318.96 NA NA
184.26 0.65 NA NA 178.45 0.68 NA NA 173.78 NA NA
210.75 0.84 NA NA 188.88 0.51 NA NA 330.31 NA NA
443.2 0.68 NA NA 157.4 0.55 NA NA 333.01 NA NA
136.23 0.8 NA NA 164.04 0.51 NA NA 354.59 NA NA
539.35 0.71 NA NA 150.11 0.57 NA NA 228.07 NA NA
128.25 0.69 NA NA 137.06 0.64 NA NA 309.21 NA NA
332.1 0.7 NA NA 156.26 0.53 NA NA 361.29 NA NA
277.66 0.68 NA NA 153.39 0.52 NA NA 211.59 NA NA
3600.48 3.51 NA NA 1283.72 0.58 NA NA 311.99 NA NA
234.31 0.68 NA NA 180.06 0.72 NA NA 318.39 NA NA
3600.4 3.5 NA NA 488.59 0.57 NA NA 314.96 NA NA
975.62 0.8 NA NA 190.24 0.64 NA NA 292.6 NA NA
503.85 1.87 NA NA 241.95 0.67 NA NA 335.67 NA NA
975.79 0.63 NA NA 209.87 0.56 NA NA 339.48 NA NA
450.57 0.89 NA NA 177.87 0.72 NA NA 321.14 NA NA
1078.14 0.7 NA NA 175.78 0.54 NA NA 344.17 NA NA
141.07 0.7 NA NA 158.21 0.54 NA NA 210.88 NA NA
102.53 0.74 NA NA 174.85 0.76 NA NA 317.43 NA NA
185.39 0.7 NA NA 138.15 0.56 NA NA 252.85 NA NA
908.69 0.7 NA NA 248.81 0.72 NA NA 315.82 NA NA
198.97 0.89 NA NA 196.15 0.55 NA NA 263.4 NA NA
1046.52 0.65 NA NA 135.82 0.55 NA NA 319.23 NA NA
99.42 0.71 NA NA 149.43 0.55 NA NA 263.84 NA NA
1030.68 0.75 NA NA 161.65 0.48 NA NA 315.55 NA NA
209.69 0.88 NA NA 149.28 0.49 NA NA 249.76 NA NA
248.94 0.7 NA NA 179.63 0.53 NA NA 329.97 NA NA
205.47 0.67 NA NA 154.65 0.57 NA NA 318.63 NA NA
3600.46 3.72 NA NA 1326.07 0.54 NA NA 441.24 NA NA
202.11 1.07 NA NA 264.21 0.5 NA NA 394.11 NA NA
259.06 3.76 NA NA 135.23 0.7 NA NA 327.09 NA NA
3600.44 3.56 NA NA 1415.19 0.62 NA NA 245.61 NA NA
413.13 0.68 NA NA 179.41 0.54 NA NA 323.49 NA NA
302.96 2.83 NA NA 156.17 0.66 NA NA 408.78 NA NA
276.73 0.7 NA NA 240.69 0.56 NA NA 232.37 NA NA
1066.82 0.67 NA NA 1244.72 0.55 NA NA 320.62 NA NA
199.13 0.99 NA NA 95.37 0.81 NA NA 318.64 NA NA
189.8 3.48 NA NA 130.26 0.56 NA NA 232.93 NA NA
458.8 0.65 NA NA 184.72 0.59 NA NA 391.29 NA NA
209.34 0.71 NA NA 166.18 0.64 NA NA 281.43 NA NA
114.96 0.7 NA NA 180.49 0.53 NA NA 355.28 NA NA
225.21 0.7 NA NA 212.52 0.6 NA NA 415 NA NA
1043.67 0.76 NA NA 1252.58 0.56 NA NA 253.99 NA NA
1080.88 0.69 NA NA 1231.87 0.58 NA NA 239.85 NA NA
225.78 0.71 NA NA 1318.73 0.49 NA NA 410.62 NA NA
215.19 0.69 NA NA 181.39 0.54 NA NA 493.73 NA NA
1000.78 0.94 NA NA 483.05 0.5 NA NA 260.36 NA NA
493.09 0.71 NA NA 489.52 0.71 NA NA 273.78 NA NA
129.13 0.7 NA NA 157.53 0.55 NA NA 296.61 NA NA
