msst_wide_ml msst_long_ml msst_wide_bayes msst_long_bayes cuts_wide_ml cuts_long_ml cuts_wide_bayes cuts_long_bayes tso_wide_ml tso_wide_bayes tso_long_bayes
53.32 1.37 NA NA 51.6 6.49 NA NA 66 NA NA
21.63 1.15 NA NA 26.52 1.34 NA NA 25.21 NA NA
18.22 1.31 NA NA 17 1.51 NA NA 23.3 NA NA
16.88 1.44 NA NA 15.17 1.77 NA NA 20.7 NA NA
99.62 1.13 NA NA 97.77 1.19 NA NA 104.74 NA NA
45.12 1.37 NA NA 43.23 1.35 NA NA 48.35 NA NA
42.36 1.52 NA NA 41.16 1.51 NA NA 46 NA NA
57.78 1.32 NA NA 57.41 1.54 NA NA 62.15 NA NA
95.92 1.13 NA NA 95.05 1.27 NA NA 98.29 NA NA
63.8 1.26 NA NA 63.94 1.32 NA NA 67.58 NA NA
72.03 0.96 NA NA 71.52 1.07 NA NA 76.43 NA NA
152.76 1.24 NA NA 150.46 1.32 NA NA 154.12 NA NA
19.54 1.38 NA NA 20.31 1.57 NA NA 23.66 NA NA
38.96 1.3 NA NA 38.74 1.57 NA NA 42.67 NA NA
37.89 1.29 NA NA 36.44 1.49 NA NA 41.55 NA NA
55.04 1.21 NA NA 54.72 1.33 NA NA 60.76 NA NA
129.77 1.35 NA NA 129.84 1.53 NA NA 134.16 NA NA
93.22 1.44 NA NA 91.96 1.67 NA NA 97.01 NA NA
29.02 1.28 NA NA 28.91 15.23 NA NA 33.1 NA NA
118.99 1.12 NA NA 117.23 1.49 NA NA 123.67 NA NA
99.65 1.11 NA NA 97.75 1.3 NA NA 102.23 NA NA
77.63 1.11 NA NA 76.42 1.26 NA NA 82.47 NA NA
62.21 1.23 NA NA 60.69 1.36 NA NA 65.84 NA NA
20.09 1.21 NA NA 19.28 1.38 NA NA 23.19 NA NA
194.57 1.3 NA NA 192.61 1.47 NA NA 196.29 NA NA
81.8 1.13 NA NA 82.75 1.2 NA NA 86.33 NA NA
100.24 0.89 NA NA 100.23 0.86 NA NA 104.9 NA NA
47.78 1.15 NA NA 46.62 1.27 NA NA 50.3 NA NA
73.66 1.28 NA NA 72.26 10.75 NA NA 77.38 NA NA
42.84 1.05 NA NA 41.92 1.16 NA NA 46.89 NA NA
113.57 1.2 NA NA 112.03 14.6 NA NA 115.68 NA NA
100.62 1.13 NA NA 99.68 32.29 NA NA 104.03 NA NA
55.36 1.31 NA NA 54.44 1.48 NA NA 59.09 NA NA
177.29 0.99 NA NA 175.76 0.93 NA NA 179.84 NA NA
63.32 1.28 NA NA 63.35 1.4 NA NA 66.74 NA NA
196.08 1.33 NA NA 196.37 10.71 NA NA 200.44 NA NA
131.92 1.46 NA NA 130.94 1.76 NA NA 135.06 NA NA
110.25 1.28 NA NA 107.75 1.21 NA NA 111.29 NA NA
120.92 1.08 NA NA 117.25 1.21 NA NA 123.64 NA NA
53.61 1.21 NA NA 52.1 1.41 NA NA 56.49 NA NA
105.24 1.38 NA NA 103.42 1.43 NA NA 109.88 NA NA
55.41 1.34 NA NA 54.73 1.49 NA NA 58.72 NA NA
102.42 1.16 NA NA 100.5 1.32 NA NA 104.36 NA NA
125.98 1.25 NA NA 125.72 1.42 NA NA 130.39 NA NA
119.99 1.18 NA NA 119.57 1.19 NA NA 124.28 NA NA
147.44 1.14 NA NA 146.04 1.27 NA NA 151.18 NA NA
99.06 1.02 NA NA 98.74 1.12 NA NA 101.84 NA NA
67.02 1.27 NA NA 66.27 1.6 NA NA 70.66 NA NA
89.3 1.23 NA NA 87.67 1.8 NA NA 92.34 NA NA
101.22 1.8 NA NA 99.55 23.33 NA NA 105.07 NA NA
105.27 1 NA NA 103.11 1.08 NA NA 107.95 NA NA
87.12 1.41 NA NA 86.81 1.44 NA NA 88.68 NA NA
104.89 1.37 NA NA 103.79 1.61 NA NA 108.75 NA NA
87.94 1.2 NA NA 87.33 1.38 NA NA 91.76 NA NA
17.99 1.07 NA NA 18.47 1.18 NA NA 23.23 NA NA
71.14 1.1 NA NA 70.92 6.07 NA NA 76.22 NA NA
71.46 1.12 NA NA 71.06 1.25 NA NA 75.16 NA NA
87.63 1.05 NA NA 86.2 1.1 NA NA 90.76 NA NA
134.98 0.97 NA NA 134.04 1.06 NA NA 137.66 NA NA
69.38 1.05 NA NA 68.98 5.69 NA NA 72.62 NA NA
112.75 1.33 NA NA 112.77 1.34 NA NA 116.82 NA NA
40.02 1.18 NA NA 38.57 1.36 NA NA 43.09 NA NA
113.19 1.33 NA NA 112.91 1.62 NA NA 125.97 NA NA
93.92 1.11 NA NA 93.76 1.42 NA NA 96.71 NA NA
137.55 1.07 NA NA 137.42 14.02 NA NA 140.53 NA NA
136.57 1.06 NA NA 135.37 1.14 NA NA 136.84 NA NA
39.39 1.26 NA NA 38.04 1.15 NA NA 43.55 NA NA
56.94 0.88 NA NA 56.56 0.85 NA NA 61.76 NA NA
169.68 1.48 NA NA 167.64 1.58 NA NA 173.11 NA NA
82.16 1.31 NA NA 79.9 1.66 NA NA 85.18 NA NA
93.15 1.27 NA NA 91.4 1.43 NA NA 97.53 NA NA
