ccon_pred_y1 ccon_pred_y2 ccon_pred_y3 ccon_pred_y4 ucon_upred_y1 ucon_upred_y2 ucon_upred_y3 ucon_upred_y4 tcon_con_y1 tcon_con_y2 tcon_con_y3 tcon_con_y4 spe_y1 spe_y2 spe_y3 spe_y4 rel_y1 rel_y2 rel_y3 rel_y4
msst_wide_bayes_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r1 NA NA NA NA NA NA NA NA 0.020027182797269 0.0328244071449623 0.0213937855222951 0.0158058946844841 0.0161109547534195 0.0170580857203494 0.017306558171103 0.0140544715047812 0.0091973435605902 0.0168460279690304 0.00886809291895698 0.00994119013385625
cuts_wide_bayes_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_bayes_r1 0.0421003641514957 0.0598890353326256 0.0385951887947294 0.0511477047905052 0.0199464278187412 0.0432614053568972 0.0151846725194549 0.0332438045023666 0.0354186285336126 0.0324206547865879 0.0344597318521715 0.0365281031399897 0.0246923027148002 0.016809786540854 0.024714727515729 0.0232258115832862 0.0122986229521665 0.0161842832035314 0.0115988020782144 0.014257223791419
tso_wide_bayes_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_long_bayes_r1 0.0367536351010941 0.032076116566569 0.0358407141557188 0.0371068542637255 0.000290730036977792 0.000118657422135706 0.000316604864537998 0.000209493570861587 0.0367328709966111 0.032061089779187 0.0358196850613517 0.0370855288285242 0.0254936351056253 0.0165508730596429 0.0255257448153956 0.023475614691928 0.012679715747158 0.016061602184306 0.011951841889802 0.014525838722466
msst_wide_bayes_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r2 NA NA NA NA NA NA NA NA 0.0146630630264659 0.0311924340671325 0.0174685787122273 0.016752219960112 0.0136889777264857 0.0165686748445336 0.0151934062833644 0.0135955896470178 0.00857191867109012 0.0155517693679173 0.00827523022593102 0.0106272609685156
cuts_wide_bayes_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_bayes_r2 0.0451628276087289 0.0634227156316084 0.0385149911898275 0.0509166326020989 0.0223116222756182 0.0507918568240484 0.0146712123324195 0.0343212459797429 0.0363547437241602 0.0298949955039926 0.0347069880036437 0.0366081306622792 0.0251019651242685 0.0150945285872948 0.0246755244790307 0.0237172541571355 0.0125855895972743 0.0153048111834259 0.0117950107924454 0.0139317038091616
tso_wide_bayes_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_long_bayes_r2 0.0375696533014889 0.0296999977355558 0.0361830833012434 0.0375649631194752 0.000165426292591112 6.39424666586337e-05 0.000195572724227131 0.000140859136687022 0.0375591733921467 0.0296938679489146 0.0361731443036065 0.037555254139328 0.0257920041816466 0.0149755257271645 0.0256131309576603 0.0242849691530292 0.0129358488633071 0.0151835850427738 0.0121928877933401 0.0142440408005976
