w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 1 0.44 1.205 0.794 1.812 0.615 0.304 0.874 0.589 NA 1 0.659 1.432 0.621 0 1.172 0.068 2.214 0.538 2.103 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 1 0.465 1.238 0.78 1.682 0.615 0.286 0.838 0.575 NA 1 0.583 1.342 0.681 0 1.334 0.258 2.086 0.661 2.104 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 1 0.49 1.288 0.78 1.599 0.621 0.253 0.706 0.487 NA 1 0.483 1.19 0.736 2.108 2.561 3.084 3.522 0.747 NA 0.006 0.079 0.2 0.094 NA NA NA NA NA NA
cuts_long_bayes_r1 1 0.49 1.288 0.78 1.6 0.621 0.254 0.706 0.488 NA 1 0.482 1.187 0.735 2.097 2.555 3.07 3.515 0.746 NA 0.006 0.079 0.2 0.094 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 1 0.492 1.287 0.782 1.228 0.625 0.251 0.715 0.485 0.511 NA NA NA NA 2.122 2.569 3.103 3.531 NA NA 0.76 0.257 1.255 0.499 0.358 0.888 0.48 0.556 0.24 0.592
tso_long_bayes_r1 1 0.492 1.287 0.782 1.226 0.625 0.251 0.715 0.484 0.508 NA NA NA NA 2.125 2.57 3.101 3.54 NA NA 0.759 0.258 1.256 0.499 0.361 0.89 0.481 0.557 0.241 0.592
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 1 0.457 1.208 0.832 2.195 0.667 0.303 0.742 0.539 NA 1 0.495 2.277 0.086 0 1.519 -1.636 3.369 0.17 2.057 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 1 0.479 1.193 0.829 1.874 0.636 0.272 0.829 0.591 NA 1 0.403 1.632 0.497 0 1.71 -0.31 2.526 0.51 2.055 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 1 0.497 1.294 0.798 1.615 0.625 0.249 0.703 0.502 NA 1 0.356 1.19 0.72 2.044 2.532 3.032 3.537 0.803 NA 0.007 0.057 0.304 0.139 NA NA NA NA NA NA
cuts_long_bayes_r2 1 0.498 1.294 0.798 1.616 0.624 0.249 0.703 0.501 NA 1 0.356 1.192 0.72 2.06 2.538 3.052 3.548 0.806 NA 0.006 0.057 0.304 0.139 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 1 0.496 1.292 0.796 1.251 0.62 0.25 0.702 0.503 0.509 NA NA NA NA 2.077 2.546 3.074 3.562 NA NA 0.813 0.156 1.452 0.557 0.276 0.958 0.372 0.585 0.192 0.574
tso_long_bayes_r2 1 0.496 1.292 0.796 1.241 0.62 0.25 0.701 0.504 0.51 NA NA NA NA 2.12 2.562 3.135 3.585 NA NA 0.813 0.156 1.449 0.555 0.276 0.958 0.373 0.582 0.192 0.574
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 1 0.448 1.137 0.833 2.054 0.601 0.296 0.853 0.538 NA 1 0.663 1.964 0.422 0 1.105 -1.096 2.72 0.372 2.137 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 1 0.461 1.151 0.83 1.896 0.595 0.27 0.851 0.547 NA 1 0.597 1.775 0.496 0 1.247 -0.691 2.559 0.508 2.136 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
