w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 1 0.457 1.318 0.842 1.241 0.704 0.306 0.964 0.655 NA 1 0.648 1.31 0.834 0 1.149 0.36 1.805 1.047 1.999 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 1 0.473 1.315 0.834 1.228 0.69 0.289 0.935 0.626 NA 1 0.634 1.319 0.845 0 1.175 0.34 1.781 1.063 2 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 1 0.501 1.32 0.832 1.214 0.608 0.24 0.749 0.488 NA 1 0.591 1.298 0.842 1.987 2.436 2.965 3.464 1.074 NA 0.1 0.084 0.243 0.178 NA NA NA NA NA NA
cuts_long_bayes_r1 1 0.501 1.32 0.832 1.214 0.608 0.24 0.749 0.487 NA 1 0.592 1.301 0.845 1.996 2.441 2.974 3.469 1.077 NA 0.101 0.084 0.242 0.178 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 1 0.501 1.321 0.832 1.214 0.608 0.24 0.748 0.488 0.013 NA NA NA NA 1.98 2.432 2.958 3.455 NA NA 1.263 0.494 2.205 1.01 0.693 1.489 0.895 0.979 0.554 1.287
tso_long_bayes_r1 1 0.501 1.321 0.832 1.214 0.608 0.24 0.749 0.488 0.013 NA NA NA NA 1.991 2.439 2.967 3.474 NA NA 1.26 0.492 2.203 1.009 0.692 1.487 0.893 0.979 0.554 1.286
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 1 0.489 1.281 0.854 1.197 0.792 0.349 1.09 0.628 NA 1 0.517 1.186 0.657 0 1.522 0.843 2.316 1.326 2.174 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 1 0.499 1.259 0.834 1.213 0.76 0.321 1.064 0.608 NA 1 0.51 1.205 0.67 0 1.536 0.799 2.286 1.32 2.174 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 1 0.499 1.214 0.779 1.312 0.562 0.25 0.863 0.498 NA 1 0.507 1.264 0.731 2.162 2.638 3.408 3.735 1.183 NA 0.254 0.111 0.228 0.152 NA NA NA NA NA NA
cuts_long_bayes_r2 1 0.499 1.213 0.779 1.311 0.562 0.25 0.862 0.498 NA 1 0.509 1.267 0.732 2.169 2.644 3.416 3.741 1.187 NA 0.255 0.111 0.23 0.151 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 1 0.499 1.214 0.779 1.31 0.563 0.25 0.861 0.498 -0.013 NA NA NA NA 2.153 2.636 3.4 3.729 NA NA 1.548 0.447 2.284 0.841 0.679 1.606 0.81 0.92 0.461 1.202
tso_long_bayes_r2 1 0.499 1.214 0.779 1.31 0.563 0.25 0.863 0.498 -0.013 NA NA NA NA 2.162 2.64 3.406 3.742 NA NA 1.545 0.445 2.285 0.84 0.677 1.604 0.808 0.919 0.461 1.202
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 1 0.514 1.289 0.818 1.172 0.818 0.334 1.082 0.634 NA 1 0.446 1.274 0.747 0 1.636 0.379 2.084 1.226 2.093 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 1 0.512 1.283 0.816 1.186 0.789 0.308 1.054 0.607 NA 1 0.448 1.279 0.748 0 1.634 0.366 2.082 1.218 2.094 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
