w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r1 1 0.477 1.235 0.739 2.242 0.712 0.252 0.945 0.597 NA 1 9.195 4.81 5.981 0 -16.386 -6.66 -8.619 0.002 2.059 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 1 0.501 1.275 0.794 1.794 0.62 0.252 0.807 0.494 NA 1 0.571 1.202 0.662 2.053 2.485 3.207 3.628 0.413 NA 0.198 0.108 0.168 0.131 NA NA NA NA NA NA
cuts_long_bayes_r1 1 0.502 1.276 0.795 1.792 0.62 0.252 0.807 0.494 NA 1 0.574 1.201 0.659 2.051 2.487 3.205 3.628 0.412 NA 0.198 0.108 0.166 0.132 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 1 0.501 1.276 0.794 1.792 0.619 0.252 0.807 0.495 0.009 NA NA NA NA 2.062 2.489 3.214 3.633 NA NA 0.666 0.26 0.817 0.331 0.235 0.566 0.304 0.293 0.197 0.333
tso_long_bayes_r1 1 0.501 1.275 0.794 1.795 0.619 0.252 0.807 0.494 0.009 NA NA NA NA 2.04 2.47 3.177 3.612 NA NA 0.664 0.259 0.814 0.331 0.235 0.565 0.304 0.294 0.197 0.332
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r2 1 0.526 1.3 0.831 2.045 0.632 0.275 0.984 0.613 NA 1 -0.041 0.527 0.291 0 2.537 1.85 2.863 0.41 1.903 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 1 0.492 1.275 0.796 1.844 0.611 0.255 0.807 0.511 NA 1 0.49 1.267 0.886 1.9 2.457 2.856 3.414 0.4 NA 0.236 0.088 0.163 0.135 NA NA NA NA NA NA
cuts_long_bayes_r2 1 0.492 1.275 0.797 1.845 0.611 0.255 0.807 0.511 NA 1 0.486 1.26 0.881 1.901 2.457 2.858 3.414 0.406 NA 0.235 0.087 0.164 0.135 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 1 0.493 1.275 0.797 1.844 0.611 0.255 0.807 0.51 0.005 NA NA NA NA 1.909 2.459 2.866 3.419 NA NA 0.699 0.195 0.866 0.48 0.2 0.572 0.266 0.391 0.196 0.477
tso_long_bayes_r2 1 0.493 1.275 0.797 1.845 0.611 0.255 0.807 0.51 0.005 NA NA NA NA 1.901 2.46 2.87 3.419 NA NA 0.695 0.195 0.869 0.477 0.2 0.572 0.268 0.39 0.197 0.476
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 1 0.452 1.265 0.76 2.204 0.733 0.266 1.142 0.685 NA 1 1.364 1.947 1.143 0 -0.127 -0.926 1.262 0.112 1.93 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 1 0.475 1.222 0.754 2.018 0.715 0.284 1.038 0.642 NA 1 0.75 1.928 1.016 0 1.061 -0.892 1.505 0.281 1.933 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
