w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 1 0.488 1.338 0.979 1.771 0.792 0.348 1.174 0.49 NA 1 0.528 1.157 0.267 0 1.458 0.664 2.951 0.467 2.134 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 1 0.491 1.337 0.979 1.773 0.78 0.343 1.162 0.485 NA 1 0.511 1.15 0.256 0 1.497 0.678 2.971 0.466 2.133 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 1 0.485 1.308 0.876 1.725 0.605 0.265 0.893 0.459 NA 1 0.549 1.324 0.71 2.131 2.587 3.142 3.516 0.484 NA 0.218 0.093 0.285 0.205 NA NA NA NA NA NA
cuts_long_bayes_r1 1 0.486 1.309 0.876 1.722 0.606 0.265 0.893 0.461 NA 1 0.549 1.325 0.709 2.128 2.587 3.14 3.513 0.483 NA 0.217 0.093 0.289 0.205 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 1 0.485 1.309 0.877 1.687 0.605 0.265 0.892 0.459 -0.074 NA NA NA NA 2.134 2.589 3.147 3.518 NA NA 0.812 0.269 1.291 0.51 0.316 0.77 0.395 0.398 0.233 0.538
tso_long_bayes_r1 1 0.486 1.309 0.877 1.686 0.606 0.265 0.894 0.461 -0.074 NA NA NA NA 2.156 2.596 3.177 3.542 NA NA 0.82 0.268 1.299 0.515 0.319 0.779 0.399 0.403 0.234 0.546
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 1 0.48 1.281 0.821 1.808 0.65 0.244 0.918 0.49 NA 1 0.539 1.325 0.826 1.947 2.5 3 3.43 0 NA 0.327 0.122 0.374 0.185 NA NA NA NA NA NA
cuts_long_bayes_r2 1 0.48 1.281 0.822 1.811 0.65 0.244 0.917 0.491 NA 1 0.535 1.256 0.782 1.947 2.5 2.998 3.431 0 NA 0.327 0.122 0.375 0.185 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 1 0.482 1.284 0.824 1.697 0.653 0.244 0.924 0.492 -0.034 NA NA NA NA 1.945 2.5 2.996 3.429 NA NA 0.602 0.202 0.8 0.364 0.153 0.386 0.161 0.211 0.111 0.264
tso_long_bayes_r2 1 0.482 1.284 0.825 1.694 0.652 0.244 0.921 0.491 -0.034 NA NA NA NA 1.968 2.509 3.037 3.448 NA NA 0.601 0.202 0.796 0.362 0.153 0.385 0.16 0.21 0.111 0.26
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 1 0.481 1.325 0.886 2.035 0.571 0.357 1.084 0.655 NA 1 0.231 0.641 0.21 0 2.028 1.697 3.032 0.6 2.031 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 1 0.482 1.326 0.889 2.026 0.58 0.348 1.078 0.641 NA 1 0.24 0.667 0.207 0 2.008 1.644 3.043 0.605 2.029 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
