w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 1 0.446 1.059 0.726 1.284 0.542 0.304 1.017 0.657 NA 1 0.438 1.32 0.763 0 1.589 0.359 1.971 1.152 1.927 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 1 0.447 1.064 0.726 1.28 0.543 0.297 1.006 0.648 NA 1 0.437 1.315 0.759 0 1.591 0.364 1.981 1.161 1.929 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 1 0.463 1.15 0.748 1.221 0.57 0.251 0.783 0.502 NA 1 0.427 1.244 0.77 1.928 2.435 2.91 3.444 1.187 NA 0.009 0.06 0.249 0.132 NA NA NA NA NA NA
cuts_long_bayes_r1 1 0.463 1.151 0.749 1.22 0.569 0.251 0.782 0.502 NA 1 0.426 1.246 0.77 1.938 2.439 2.922 3.452 1.18 NA 0.009 0.06 0.25 0.132 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 1 0.461 1.159 0.75 1.18 0.579 0.254 0.764 0.502 0.395 NA NA NA NA 1.931 2.435 2.913 3.446 NA NA 1.152 0.266 2.07 0.824 0.476 1.442 0.641 0.909 0.348 1.036
tso_long_bayes_r1 1 0.462 1.157 0.751 1.16 0.578 0.253 0.766 0.503 0.397 NA NA NA NA 1.958 2.447 2.952 3.46 NA NA 1.129 0.261 2.044 0.812 0.466 1.418 0.631 0.894 0.339 1.022
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 1 0.461 1.253 0.863 1.429 0.572 0.279 1.012 0.598 NA 1 0.524 1.325 0.624 0 1.45 0.387 2.217 0.679 1.971 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 1 0.464 1.258 0.861 1.415 0.569 0.273 1.003 0.592 NA 1 0.518 1.32 0.625 0 1.464 0.401 2.214 0.689 1.968 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 1 0.487 1.361 0.839 1.314 0.576 0.239 0.744 0.467 NA 1 0.471 1.178 0.7 1.969 2.481 2.993 3.45 0.764 NA 0.021 0.048 0.242 0.158 NA NA NA NA NA NA
cuts_long_bayes_r2 1 0.487 1.364 0.839 1.312 0.577 0.239 0.745 0.467 NA 1 0.47 1.18 0.698 1.969 2.482 2.999 3.452 0.767 NA 0.021 0.048 0.241 0.158 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 1 0.489 1.372 0.841 1.252 0.592 0.236 0.735 0.469 0.464 NA NA NA NA 1.969 2.48 2.994 3.453 NA NA 0.601 0.179 0.944 0.393 0.264 0.638 0.32 0.39 0.167 0.32
tso_long_bayes_r2 1 0.49 1.373 0.842 1.228 0.591 0.236 0.734 0.469 0.46 NA NA NA NA 1.946 2.474 2.963 3.443 NA NA 0.59 0.174 0.91 0.374 0.257 0.619 0.308 0.375 0.158 0.295
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 1 0.461 1.26 0.742 1.308 0.591 0.307 0.794 0.691 NA 1 0.521 1.402 0.768 0 1.45 0.268 1.858 1.009 2.06 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 1 0.465 1.268 0.74 1.3 0.589 0.3 0.785 0.682 NA 1 0.512 1.384 0.77 0 1.468 0.307 1.855 1.027 2.06 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
