w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 1 0.506 1.306 0.813 1.65 0.614 0.241 0.721 0.549 NA 1 0.48 1.308 0.787 0 0.294 0.351 0.667 0.568 3.943 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 1 0.506 1.306 0.813 1.649 0.613 0.241 0.72 0.548 NA 1 0.479 1.304 0.786 0 0.297 0.368 0.673 0.572 3.943 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 1 0.506 1.307 0.813 1.649 0.611 0.241 0.718 0.547 NA 1 0.48 1.307 0.789 3.942 2.185 5.51 3.771 0.571 NA 0.004 0.001 0.003 0.002 NA NA NA NA NA NA
cuts_long_bayes_r1 1 0.506 1.306 0.813 1.651 0.611 0.241 0.719 0.547 NA 1 0.481 1.308 0.788 3.936 2.182 5.502 3.766 0.569 NA 0.003 0.001 0.004 0.002 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 1 0.506 1.305 0.813 1.649 0.61 0.24 0.719 0.548 -0.019 NA NA NA NA 3.945 2.186 5.512 3.773 NA NA 0.625 0.145 1.063 0.387 0.297 0.807 0.39 0.488 0.233 0.636
tso_long_bayes_r1 1 0.506 1.306 0.813 1.646 0.61 0.24 0.719 0.547 -0.019 NA NA NA NA 3.95 2.189 5.524 3.776 NA NA 0.627 0.146 1.068 0.388 0.298 0.812 0.392 0.49 0.235 0.638
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 1 0.487 1.319 0.802 1.799 0.572 0.263 0.665 0.512 NA 1 0.503 1.27 0.782 0 0.187 0.52 0.667 0.556 4.148 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 1 0.488 1.32 0.802 1.796 0.571 0.262 0.662 0.51 NA 1 0.503 1.27 0.782 0 0.19 0.519 0.668 0.558 4.145 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 1 0.488 1.321 0.802 1.798 0.571 0.262 0.66 0.51 NA 1 0.503 1.271 0.782 4.148 2.276 5.789 3.912 0.558 NA 0.003 0.002 0.005 0.003 NA NA NA NA NA NA
cuts_long_bayes_r2 1 0.488 1.32 0.802 1.797 0.57 0.262 0.66 0.509 NA 1 0.503 1.27 0.783 4.144 2.275 5.785 3.908 0.556 NA 0.003 0.002 0.005 0.003 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 1 0.488 1.321 0.803 1.797 0.572 0.262 0.658 0.509 0.028 NA NA NA NA 4.146 2.276 5.788 3.91 NA NA 0.605 0.155 0.972 0.372 0.301 0.761 0.382 0.468 0.237 0.594
tso_long_bayes_r2 1 0.488 1.321 0.802 1.799 0.57 0.262 0.658 0.508 0.027 NA NA NA NA 4.147 2.277 5.788 3.911 NA NA 0.602 0.154 0.973 0.37 0.299 0.761 0.381 0.466 0.236 0.593
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 1 0.51 1.382 0.829 1.742 0.616 0.251 0.719 0.517 NA 1 0.524 1.281 0.803 0 0.09 0.445 0.547 0.675 4.016 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 1 0.511 1.382 0.829 1.74 0.615 0.25 0.716 0.515 NA 1 0.523 1.28 0.802 0 0.095 0.448 0.553 0.675 4.018 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
