w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 1 0.307 0.878 0.81 1.081 0.499 0.358 1.091 0.748 NA 1 0.669 1.333 0.714 0 1.292 0.395 2.071 1.182 1.866 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 1 0.325 0.901 0.805 1.029 0.508 0.349 1.074 0.739 NA 1 0.655 1.316 0.723 0 1.317 0.418 2.052 1.217 1.875 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 1 0.493 1.224 0.798 0.72 0.574 0.253 0.723 0.515 NA 1 0.511 1.111 0.788 1.862 2.539 2.883 3.404 1.473 NA 0.009 0.18 0.422 0.196 NA NA NA NA NA NA
cuts_long_bayes_r1 1 0.493 1.226 0.799 0.719 0.573 0.253 0.721 0.515 NA 1 0.511 1.109 0.789 1.863 2.537 2.876 3.401 1.472 NA 0.011 0.18 0.422 0.196 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 1 0.502 1.233 0.798 0.624 0.583 0.248 0.719 0.52 0.518 NA NA NA NA 1.845 2.531 2.859 3.388 NA NA 1.454 0.564 2.176 1.101 0.721 1.583 0.965 1.16 0.517 1.084
tso_long_bayes_r1 1 0.5 1.23 0.797 0.617 0.582 0.249 0.718 0.52 0.505 NA NA NA NA 1.773 2.487 2.753 3.341 NA NA 1.458 0.565 2.197 1.103 0.726 1.596 0.973 1.163 0.519 1.093
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 1 0.573 1.778 0.574 0.636 0.727 0.421 0.807 0.748 NA 1 0.451 0.969 0.919 0 1.586 1.113 1.679 1.641 1.98 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 1 0.562 1.746 0.585 0.633 0.718 0.396 0.822 0.742 NA 1 0.457 0.982 0.913 0 1.573 1.085 1.688 1.655 1.987 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 1 0.486 1.446 0.82 0.616 0.631 0.246 0.645 0.492 NA 1 0.451 1.048 0.818 1.977 2.476 3.035 3.498 1.753 NA 0.018 0.227 0.551 0.283 NA NA NA NA NA NA
cuts_long_bayes_r2 1 0.485 1.447 0.821 0.616 0.63 0.246 0.644 0.492 NA 1 0.451 1.048 0.817 1.976 2.476 3.029 3.494 1.753 NA 0.019 0.226 0.551 0.283 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 1 0.49 1.449 0.829 0.542 0.636 0.244 0.653 0.487 0.473 NA NA NA NA 1.968 2.473 3.019 3.489 NA NA 1.845 0.614 2.517 1.499 0.811 1.886 1.001 1.5 0.633 1.359
tso_long_bayes_r2 1 0.491 1.453 0.831 0.53 0.636 0.244 0.652 0.487 0.473 NA NA NA NA 1.877 2.428 2.893 3.427 NA NA 1.821 0.607 2.473 1.484 0.801 1.859 0.985 1.483 0.624 1.343
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 1 0.321 1.055 0.666 1.02 0.422 0.369 1.159 0.841 NA 1 0.601 1.255 0.673 0 1.358 0.473 2.17 1.843 2.031 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 1 0.339 1.07 0.673 0.991 0.43 0.354 1.126 0.82 NA 1 0.595 1.256 0.672 0 1.368 0.469 2.171 1.857 2.041 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
