w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 1 0.494 1.299 0.806 1.709 0.642 0.26 0.828 0.488 NA 1 0.464 1.333 0.62 2.096 2.483 3.14 3.545 0.627 NA 0.201 0.118 0.087 0.17 NA NA NA NA NA NA
cuts_long_bayes_r1 1 0.494 1.299 0.806 1.709 0.642 0.26 0.828 0.488 NA 1 0.459 1.323 0.615 2.097 2.485 3.14 3.545 0.636 NA 0.2 0.118 0.089 0.17 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 1 0.495 1.299 0.805 1.71 0.643 0.26 0.827 0.488 0.007 NA NA NA NA 2.096 2.485 3.14 3.545 NA NA 0.915 0.271 1.309 0.447 0.299 0.924 0.432 0.458 0.192 0.559
tso_long_bayes_r1 1 0.495 1.301 0.807 1.708 0.643 0.261 0.826 0.488 0.007 NA NA NA NA 2.037 2.459 3.058 3.513 NA NA 0.916 0.27 1.305 0.444 0.298 0.922 0.432 0.455 0.19 0.557
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 1 0.494 1.366 0.818 1.66 0.629 0.25 0.72 0.488 NA 1 0.396 1.17 0.802 2.141 2.577 3.113 3.64 0.522 NA 0.154 0.12 0.376 0.108 NA NA NA NA NA NA
cuts_long_bayes_r2 1 0.494 1.367 0.818 1.662 0.629 0.25 0.719 0.488 NA 1 0.392 1.16 0.799 2.14 2.577 3.108 3.639 0.526 NA 0.154 0.119 0.378 0.107 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 1 0.494 1.367 0.818 1.67 0.629 0.25 0.719 0.488 0.04 NA NA NA NA 2.139 2.578 3.109 3.638 NA NA 0.745 0.217 1.169 0.481 0.223 0.674 0.268 0.464 0.183 0.527
tso_long_bayes_r2 1 0.494 1.367 0.819 1.665 0.629 0.251 0.719 0.488 0.04 NA NA NA NA 2.096 2.561 3.044 3.609 NA NA 0.737 0.216 1.161 0.476 0.221 0.669 0.265 0.46 0.181 0.522
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 1 0.552 1.414 0.852 1.881 0.725 0.326 0.944 0.554 NA 1 0.21 0.491 0.979 0 2.081 2.05 1.543 0.429 2.043 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 1 0.549 1.414 0.85 1.866 0.717 0.315 0.935 0.548 NA 1 0.236 0.536 0.983 0 2.027 1.949 1.532 0.449 2.045 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
