w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 1 0.48 1.245 0.797 2.402 0.597 0.272 0.779 0.556 NA 1 0.695 1.225 0.653 0 1.117 0.581 2.214 0.298 1.951 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 1 0.484 1.254 0.792 2.36 0.595 0.272 0.766 0.55 NA 1 0.651 1.174 0.703 0 1.203 0.683 2.116 0.333 1.951 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 1 0.491 1.266 0.79 2.319 0.593 0.263 0.709 0.491 NA 1 0.588 1.134 0.735 1.951 2.474 2.972 3.487 0.361 NA 0.019 0.021 0.052 0.075 NA NA NA NA NA NA
cuts_long_bayes_r1 1 0.491 1.266 0.79 2.32 0.592 0.263 0.708 0.491 NA 1 0.588 1.134 0.735 1.951 2.474 2.973 3.487 0.359 NA 0.019 0.021 0.052 0.076 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 1 0.492 1.272 0.791 1.88 0.602 0.265 0.683 0.495 0.496 NA NA NA NA 1.966 2.481 2.988 3.5 NA NA 0.259 0.119 0.314 0.197 0.149 0.244 0.175 0.186 0.096 0.159
tso_long_bayes_r1 1 0.491 1.271 0.791 1.872 0.601 0.265 0.682 0.494 0.492 NA NA NA NA 1.956 2.477 2.976 3.49 NA NA 0.264 0.121 0.32 0.198 0.154 0.25 0.181 0.19 0.098 0.161
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 1 0.48 1.246 0.781 2.196 0.599 0.275 0.79 0.56 NA 1 0.618 1.365 0.665 0 1.274 0.283 2.228 0.398 1.986 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 1 0.483 1.249 0.781 2.185 0.599 0.269 0.773 0.553 NA 1 0.605 1.366 0.669 0 1.299 0.284 2.221 0.409 1.984 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 1 0.493 1.273 0.781 2.137 0.604 0.254 0.669 0.512 NA 1 0.549 1.249 0.705 1.986 2.502 2.993 3.551 0.445 NA 0.006 0.03 0.116 0.05 NA NA NA NA NA NA
cuts_long_bayes_r2 1 0.492 1.273 0.781 2.138 0.604 0.254 0.67 0.513 NA 1 0.549 1.249 0.703 1.983 2.5 2.986 3.549 0.449 NA 0.006 0.03 0.115 0.049 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 1 0.495 1.282 0.782 1.767 0.618 0.253 0.648 0.517 0.471 NA NA NA NA 1.982 2.499 2.984 3.546 NA NA 0.361 0.145 0.66 0.215 0.198 0.44 0.256 0.248 0.136 0.266
tso_long_bayes_r2 1 0.495 1.281 0.781 1.762 0.618 0.252 0.648 0.517 0.467 NA NA NA NA 1.943 2.477 2.934 3.519 NA NA 0.361 0.145 0.656 0.215 0.199 0.438 0.256 0.248 0.136 0.265
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 1 0.473 1.301 0.782 2.284 0.651 0.263 0.821 0.6 NA 1 0.633 1.162 0.952 0 1.229 0.681 1.591 0.338 2.032 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 1 0.476 1.302 0.785 2.266 0.649 0.257 0.817 0.587 NA 1 0.614 1.163 0.946 0 1.267 0.678 1.601 0.352 2.03 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
