w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 1 0.494 1.313 0.782 2.359 0.59 0.29 0.756 0.549 NA 1 0.512 1.033 0.749 0 1.481 0.898 2.014 0.467 2 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 1 0.5 1.31 0.789 2.335 0.587 0.271 0.743 0.526 NA 1 0.49 1.062 0.729 0 1.525 0.838 2.054 0.49 2.001 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 1 0.502 1.309 0.796 2.322 0.59 0.26 0.702 0.498 NA 1 0.459 1.076 0.705 1.995 2.503 2.956 3.508 0.499 NA 0.002 0.038 0.069 0.038 NA NA NA NA NA NA
cuts_long_bayes_r1 1 0.502 1.309 0.796 2.322 0.59 0.26 0.702 0.498 NA 1 0.459 1.076 0.706 1.996 2.503 2.959 3.509 0.502 NA 0.002 0.038 0.069 0.038 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 1 0.502 1.309 0.795 1.802 0.59 0.26 0.7 0.5 0.493 NA NA NA NA 2.004 2.507 2.967 3.515 NA NA 0.487 0.14 0.599 0.273 0.218 0.51 0.242 0.34 0.151 0.323
tso_long_bayes_r1 1 0.502 1.309 0.795 1.8 0.59 0.26 0.701 0.5 0.492 NA NA NA NA 2.013 2.512 2.975 3.524 NA NA 0.486 0.139 0.6 0.27 0.218 0.51 0.243 0.339 0.151 0.321
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 1 0.501 1.304 0.781 2.479 0.615 0.285 0.7 0.531 NA 1 0.376 0.696 1.095 0 1.747 1.618 1.332 0.197 1.988 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 1 0.501 1.305 0.786 2.416 0.609 0.266 0.703 0.529 NA 1 0.411 0.806 1.001 0 1.678 1.398 1.521 0.261 1.988 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 1 0.5 1.297 0.8 2.329 0.606 0.255 0.691 0.512 NA 1 0.427 0.994 0.803 1.984 2.494 2.996 3.506 0.357 NA 0.002 0.034 0.06 0.049 NA NA NA NA NA NA
cuts_long_bayes_r2 1 0.5 1.297 0.8 2.329 0.607 0.255 0.692 0.512 NA 1 0.426 0.994 0.804 1.987 2.495 2.999 3.508 0.357 NA 0.002 0.034 0.06 0.049 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 1 0.5 1.295 0.801 1.824 0.606 0.256 0.7 0.508 0.487 NA NA NA NA 1.99 2.497 3.003 3.511 NA NA 0.332 0.093 0.353 0.258 0.136 0.313 0.139 0.264 0.108 0.22
tso_long_bayes_r2 1 0.5 1.295 0.801 1.819 0.606 0.256 0.701 0.507 0.486 NA NA NA NA 2 2.501 3.01 3.522 NA NA 0.336 0.093 0.361 0.261 0.138 0.321 0.142 0.269 0.11 0.225
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 1 0.495 1.307 0.791 2.459 0.607 0.277 0.734 0.553 NA 1 0.54 1.028 0.842 0 1.431 0.947 1.809 0.413 2.043 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 1 0.498 1.301 0.797 2.433 0.603 0.262 0.728 0.532 NA 1 0.522 1.062 0.82 0 1.468 0.877 1.855 0.44 2.044 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
