w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 1 0.474 1.395 0.836 0.52 0.894 0.349 0.965 0.603 NA 1 0.491 1.26 0.874 0 1.494 0.324 1.578 1.526 2.159 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 1 0.483 1.378 0.833 0.53 0.862 0.327 0.947 0.587 NA 1 0.489 1.262 0.873 0 1.499 0.319 1.58 1.529 2.158 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 1 0.475 1.292 0.796 0.618 0.593 0.258 0.758 0.49 NA 1 0.496 1.305 0.904 2.15 2.553 3.041 3.467 1.402 NA 0.323 0.096 0.237 0.106 NA NA NA NA NA NA
cuts_long_bayes_r1 1 0.476 1.294 0.797 0.617 0.593 0.258 0.757 0.489 NA 1 0.495 1.302 0.902 2.16 2.556 3.048 3.471 1.403 NA 0.324 0.097 0.235 0.106 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 1 0.476 1.292 0.794 0.619 0.591 0.258 0.76 0.491 0.052 NA NA NA NA 2.146 2.551 3.036 3.463 NA NA 1.854 0.47 2.784 1.327 0.791 1.945 0.946 1.334 0.662 1.768
tso_long_bayes_r1 1 0.476 1.291 0.795 0.619 0.591 0.258 0.759 0.491 0.053 NA NA NA NA 2.102 2.53 2.988 3.435 NA NA 1.855 0.469 2.78 1.326 0.793 1.947 0.945 1.334 0.663 1.772
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 1 0.461 1.151 0.709 0.611 0.795 0.348 1.047 0.719 NA 1 0.527 1.449 0.849 0 1.407 0.155 1.747 1.604 1.904 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 1 0.469 1.155 0.718 0.61 0.776 0.327 1.029 0.688 NA 1 0.525 1.448 0.849 0 1.411 0.159 1.749 1.6 1.902 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 1 0.486 1.22 0.791 0.599 0.632 0.261 0.835 0.475 NA 1 0.521 1.44 0.832 1.917 2.414 2.926 3.383 1.577 NA 0.193 0.093 0.219 0.256 NA NA NA NA NA NA
cuts_long_bayes_r2 1 0.485 1.22 0.791 0.599 0.632 0.261 0.834 0.475 NA 1 0.521 1.437 0.832 1.907 2.407 2.91 3.373 1.572 NA 0.191 0.094 0.223 0.255 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 1 0.486 1.22 0.791 0.599 0.631 0.261 0.834 0.476 0.004 NA NA NA NA 1.912 2.412 2.923 3.38 NA NA 1.891 0.555 3.709 1.43 0.876 2.42 1.26 1.409 0.724 2.005
tso_long_bayes_r2 1 0.486 1.22 0.792 0.599 0.632 0.261 0.834 0.476 0.005 NA NA NA NA 1.919 2.416 2.929 3.392 NA NA 1.897 0.555 3.715 1.432 0.879 2.428 1.263 1.412 0.724 2.012
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 1 0.484 1.37 0.849 0.507 0.841 0.403 1.029 0.601 NA 1 0.531 1.227 0.766 0 1.428 0.521 1.932 1.536 2.012 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 1 0.5 1.366 0.848 0.511 0.819 0.375 1.007 0.581 NA 1 0.529 1.226 0.766 0 1.433 0.52 1.932 1.538 2.016 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
