w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 1 0.491 1.298 0.763 2.134 0.565 0.298 0.732 0.572 NA 1 0.529 0.976 0.894 0 1.451 1.007 1.701 0.628 1.967 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 1 0.492 1.297 0.765 2.12 0.564 0.291 0.732 0.566 NA 1 0.527 0.987 0.884 0 1.453 0.983 1.716 0.644 1.968 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 1 0.496 1.284 0.794 2.059 0.57 0.261 0.661 0.501 NA 1 0.507 1.074 0.803 1.959 2.488 2.914 3.449 0.705 NA 0.005 0.044 0.107 0.075 NA NA NA NA NA NA
cuts_long_bayes_r1 1 0.496 1.284 0.794 2.058 0.57 0.261 0.66 0.5 NA 1 0.506 1.075 0.802 1.966 2.492 2.923 3.456 0.704 NA 0.005 0.045 0.107 0.075 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 1 0.497 1.279 0.791 1.79 0.573 0.258 0.66 0.501 0.521 NA NA NA NA 1.983 2.501 2.942 3.47 NA NA 0.439 0.167 0.497 0.361 0.221 0.419 0.232 0.361 0.181 0.288
tso_long_bayes_r1 1 0.496 1.278 0.79 1.775 0.574 0.259 0.659 0.501 0.506 NA NA NA NA 1.986 2.501 2.951 3.47 NA NA 0.463 0.171 0.537 0.373 0.233 0.45 0.246 0.378 0.188 0.312
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 1 0.506 1.25 0.829 2.077 0.617 0.265 0.829 0.608 NA 1 0.491 1.27 0.717 0 1.545 0.478 2.068 0.851 1.991 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 1 0.508 1.252 0.829 2.075 0.617 0.258 0.818 0.601 NA 1 0.49 1.279 0.72 0 1.546 0.458 2.061 0.845 1.992 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 1 0.516 1.284 0.83 2.038 0.622 0.23 0.697 0.543 NA 1 0.467 1.201 0.737 1.992 2.522 3.009 3.494 0.884 NA 0.005 0.039 0.147 0.052 NA NA NA NA NA NA
cuts_long_bayes_r2 1 0.516 1.283 0.83 2.039 0.622 0.23 0.696 0.543 NA 1 0.466 1.199 0.736 1.989 2.521 3.006 3.493 0.888 NA 0.004 0.039 0.146 0.052 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 1 0.513 1.275 0.827 1.811 0.618 0.23 0.717 0.533 0.492 NA NA NA NA 1.979 2.516 2.994 3.484 NA NA 0.674 0.175 1.047 0.39 0.299 0.778 0.363 0.485 0.195 0.51
tso_long_bayes_r2 1 0.512 1.272 0.826 1.8 0.616 0.23 0.716 0.534 0.481 NA NA NA NA 1.968 2.509 2.968 3.474 NA NA 0.668 0.174 1.038 0.386 0.297 0.77 0.362 0.48 0.193 0.506
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 1 0.497 1.253 0.788 2.095 0.651 0.279 0.716 0.561 NA 1 0.6 1.452 0.777 0 1.281 0.054 1.955 0.505 2.127 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 1 0.499 1.255 0.788 2.087 0.647 0.274 0.709 0.557 NA 1 0.592 1.45 0.78 0 1.298 0.064 1.951 0.51 2.125 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
