w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 1 0.526 1.316 0.813 0.595 0.597 0.229 0.686 0.474 NA 1 0.498 1.295 0.8 0 0.193 0.426 0.605 1.941 4.119 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 1 0.527 1.318 0.814 0.593 0.596 0.227 0.681 0.473 NA 1 0.498 1.294 0.799 0 0.192 0.43 0.608 1.945 4.12 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 1 0.527 1.32 0.815 0.592 0.595 0.227 0.676 0.47 NA 1 0.498 1.294 0.799 4.128 2.247 5.772 3.908 1.942 NA 0.004 0.002 0.012 0.004 NA NA NA NA NA NA
cuts_long_bayes_r1 1 0.527 1.319 0.813 0.594 0.594 0.228 0.675 0.471 NA 1 0.497 1.293 0.798 4.102 2.235 5.74 3.886 1.951 NA 0.004 0.002 0.012 0.004 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 1 0.527 1.324 0.816 0.587 0.598 0.227 0.671 0.47 -0.048 NA NA NA NA 4.112 2.239 5.751 3.894 NA NA 2.09 0.517 3.496 1.335 1.035 2.695 1.336 1.662 0.826 2.144
tso_long_bayes_r1 1 0.527 1.321 0.815 0.589 0.597 0.227 0.672 0.469 -0.047 NA NA NA NA 4.082 2.224 5.71 3.871 NA NA 2.081 0.516 3.494 1.332 1.032 2.688 1.336 1.658 0.825 2.145
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 1 0.489 1.39 0.825 0.57 0.645 0.243 0.66 0.451 NA 1 0.486 1.291 0.796 0 0.252 0.444 0.646 1.753 4.113 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 1 0.489 1.384 0.821 0.574 0.64 0.241 0.661 0.45 NA 1 0.484 1.287 0.795 0 0.258 0.459 0.653 1.759 4.112 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 1 0.488 1.377 0.819 0.58 0.63 0.239 0.66 0.448 NA 1 0.486 1.293 0.798 4.107 2.246 5.748 3.917 1.744 NA 0.013 0.005 0.006 0.004 NA NA NA NA NA NA
cuts_long_bayes_r2 1 0.488 1.375 0.818 0.579 0.63 0.239 0.66 0.448 NA 1 0.486 1.293 0.799 4.081 2.234 5.712 3.894 1.746 NA 0.013 0.005 0.006 0.004 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 1 0.487 1.376 0.818 0.578 0.628 0.239 0.661 0.447 -0.022 NA NA NA NA 4.11 2.248 5.753 3.918 NA NA 1.888 0.446 3.125 1.198 0.908 2.414 1.17 1.488 0.723 1.929
tso_long_bayes_r2 1 0.487 1.376 0.815 0.58 0.628 0.238 0.659 0.447 -0.022 NA NA NA NA 4.103 2.246 5.748 3.916 NA NA 1.874 0.444 3.108 1.185 0.902 2.401 1.163 1.477 0.718 1.914
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 1 0.49 1.24 0.781 0.706 0.603 0.257 0.669 0.505 NA 1 0.475 1.296 0.797 0 0.334 0.445 0.615 1.187 3.952 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 1 0.49 1.242 0.782 0.705 0.601 0.255 0.669 0.504 NA 1 0.475 1.298 0.798 0 0.335 0.44 0.611 1.185 3.954 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
