w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 1 0.542 1.407 0.914 0.445 0.804 0.428 1.104 0.597 NA 1 0.517 1.271 0.835 0 1.432 0.299 1.84 1.685 1.973 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 1 0.547 1.395 0.91 0.45 0.792 0.413 1.097 0.588 NA 1 0.516 1.279 0.836 0 1.435 0.285 1.841 1.686 1.969 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 1 0.575 1.396 0.887 0.494 0.646 0.266 0.812 0.483 NA 1 0.505 1.271 0.84 1.977 2.453 2.81 3.49 1.634 NA 0.167 0.17 0.309 0.126 NA NA NA NA NA NA
cuts_long_bayes_r1 1 0.573 1.394 0.886 0.495 0.645 0.266 0.813 0.483 NA 1 0.506 1.273 0.84 1.967 2.449 2.798 3.484 1.633 NA 0.167 0.17 0.31 0.126 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 1 0.575 1.397 0.887 0.492 0.646 0.266 0.811 0.483 -0.023 NA NA NA NA 1.982 2.457 2.818 3.495 NA NA 1.931 0.628 3.161 1.368 0.894 2.235 1.106 1.465 0.749 1.876
tso_long_bayes_r1 1 0.574 1.396 0.887 0.492 0.645 0.266 0.812 0.483 -0.023 NA NA NA NA 1.966 2.438 2.805 3.481 NA NA 1.934 0.627 3.155 1.369 0.894 2.236 1.104 1.466 0.75 1.876
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 1 0.513 1.421 0.844 0.458 0.817 0.343 0.937 0.554 NA 1 0.522 1.303 0.8 0 1.447 0.404 1.893 1.572 2.163 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 1 0.515 1.408 0.839 0.463 0.803 0.332 0.934 0.548 NA 1 0.522 1.308 0.803 0 1.447 0.398 1.89 1.573 2.158 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 1 0.508 1.295 0.772 0.554 0.554 0.246 0.803 0.485 NA 1 0.526 1.336 0.821 2.168 2.577 3.228 3.626 1.486 NA 0.267 0.1 0.167 0.078 NA NA NA NA NA NA
cuts_long_bayes_r2 1 0.507 1.295 0.77 0.555 0.554 0.246 0.804 0.486 NA 1 0.526 1.339 0.823 2.158 2.573 3.216 3.619 1.477 NA 0.265 0.1 0.169 0.079 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 1 0.508 1.299 0.771 0.557 0.555 0.246 0.8 0.486 0.034 NA NA NA NA 2.173 2.581 3.236 3.632 NA NA 1.864 0.542 2.992 1.148 0.805 2.109 1.123 1.313 0.683 1.721
tso_long_bayes_r2 1 0.507 1.297 0.77 0.558 0.554 0.245 0.801 0.486 0.033 NA NA NA NA 2.169 2.573 3.239 3.629 NA NA 1.867 0.542 2.996 1.151 0.807 2.12 1.122 1.315 0.684 1.726
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 1 0.583 1.648 0.981 0.451 0.768 0.37 0.891 0.636 NA 1 0.416 1.167 0.688 0 1.666 0.5 1.99 2.188 1.952 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 1 0.579 1.63 0.972 0.458 0.76 0.358 0.886 0.628 NA 1 0.42 1.175 0.693 0 1.661 0.485 1.985 2.187 1.948 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
