w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 1 0.492 1.272 0.814 1.189 0.558 0.258 0.763 0.481 NA 1 0.511 1.31 0.801 0 0.151 0.329 0.603 1.196 4.053 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 1 0.493 1.272 0.815 1.189 0.558 0.255 0.762 0.48 NA 1 0.511 1.312 0.801 0 0.15 0.314 0.601 1.194 4.059 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 1 0.494 1.272 0.814 1.188 0.554 0.252 0.76 0.477 NA 1 0.51 1.31 0.801 4.047 2.221 5.63 3.846 1.201 NA 0.004 0.006 0.007 0.006 NA NA NA NA NA NA
cuts_long_bayes_r1 1 0.494 1.272 0.815 1.187 0.555 0.253 0.759 0.477 NA 1 0.51 1.31 0.801 4.035 2.214 5.613 3.836 1.199 NA 0.005 0.006 0.006 0.006 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 1 0.494 1.271 0.813 1.197 0.553 0.251 0.762 0.477 0.072 NA NA NA NA 4.051 2.223 5.634 3.846 NA NA 1.283 0.339 2.195 0.827 0.652 1.67 0.851 1.021 0.519 1.339
tso_long_bayes_r1 1 0.493 1.271 0.813 1.195 0.552 0.251 0.761 0.477 0.073 NA NA NA NA 3.963 2.179 5.517 3.78 NA NA 1.283 0.338 2.189 0.824 0.651 1.666 0.849 1.02 0.518 1.334
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 1 0.506 1.308 0.8 1.16 0.589 0.245 0.709 0.484 NA 1 0.485 1.287 0.798 0 0.262 0.498 0.607 1.029 3.968 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 1 0.507 1.307 0.801 1.161 0.589 0.244 0.71 0.483 NA 1 0.485 1.289 0.799 0 0.259 0.483 0.606 1.025 3.973 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 1 0.507 1.306 0.8 1.16 0.587 0.244 0.711 0.482 NA 1 0.486 1.288 0.798 3.963 2.185 5.599 3.773 1.03 NA 0.003 0.001 0.003 0.003 NA NA NA NA NA NA
cuts_long_bayes_r2 1 0.506 1.307 0.8 1.16 0.587 0.244 0.711 0.483 NA 1 0.486 1.287 0.799 3.946 2.178 5.575 3.758 1.028 NA 0.004 0.001 0.003 0.003 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 1 0.506 1.307 0.799 1.154 0.587 0.244 0.71 0.482 -0.034 NA NA NA NA 3.966 2.187 5.602 3.773 NA NA 1.125 0.264 1.851 0.714 0.541 1.435 0.696 0.889 0.431 1.144
tso_long_bayes_r2 1 0.507 1.308 0.8 1.153 0.586 0.244 0.709 0.482 -0.033 NA NA NA NA 3.893 2.152 5.503 3.718 NA NA 1.12 0.263 1.848 0.712 0.539 1.431 0.693 0.887 0.43 1.142
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 1 0.482 1.268 0.793 1.289 0.57 0.245 0.709 0.461 NA 1 0.482 1.273 0.805 0 0.25 0.496 0.593 1.092 4.013 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 1 0.483 1.269 0.794 1.287 0.57 0.243 0.709 0.46 NA 1 0.482 1.273 0.805 0 0.248 0.492 0.59 1.092 4.018 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
