w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 1 0.483 1.295 0.802 1.809 0.582 0.272 0.695 0.505 NA 1 0.512 1.302 0.812 0 0.189 0.482 0.578 0.625 4.019 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 1 0.483 1.295 0.802 1.809 0.581 0.271 0.691 0.505 NA 1 0.512 1.304 0.814 0 0.19 0.47 0.568 0.624 4.026 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 1 0.483 1.295 0.802 1.807 0.58 0.271 0.69 0.504 NA 1 0.512 1.302 0.812 4.019 2.248 5.713 3.842 0.628 NA 0.004 0.001 0.007 0.003 NA NA NA NA NA NA
cuts_long_bayes_r1 1 0.484 1.295 0.802 1.807 0.579 0.271 0.689 0.503 NA 1 0.513 1.3 0.812 4.005 2.24 5.693 3.83 0.627 NA 0.004 0.001 0.007 0.003 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 1 0.483 1.295 0.802 1.809 0.579 0.271 0.689 0.503 -0.003 NA NA NA NA 4.02 2.249 5.715 3.843 NA NA 0.695 0.182 1.172 0.456 0.35 0.894 0.455 0.557 0.285 0.723
tso_long_bayes_r1 1 0.484 1.296 0.802 1.805 0.579 0.271 0.688 0.503 -0.003 NA NA NA NA 3.971 2.224 5.647 3.806 NA NA 0.693 0.182 1.168 0.455 0.35 0.891 0.456 0.556 0.285 0.72
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 1 0.492 1.307 0.783 1.739 0.622 0.243 0.733 0.516 NA 1 0.486 1.214 0.801 0 0.241 0.652 0.566 0.606 4.02 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 1 0.492 1.308 0.784 1.737 0.621 0.241 0.731 0.515 NA 1 0.485 1.218 0.801 0 0.246 0.63 0.562 0.602 4.026 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 1 0.492 1.307 0.783 1.736 0.619 0.24 0.726 0.514 NA 1 0.486 1.218 0.801 4.02 2.195 5.532 3.785 0.606 NA 0.005 0.003 0.009 0.003 NA NA NA NA NA NA
cuts_long_bayes_r2 1 0.492 1.307 0.783 1.739 0.619 0.24 0.725 0.514 NA 1 0.486 1.214 0.8 4.01 2.191 5.52 3.776 0.606 NA 0.005 0.003 0.009 0.003 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 1 0.492 1.307 0.782 1.746 0.619 0.239 0.724 0.514 0.032 NA NA NA NA 4.02 2.196 5.533 3.784 NA NA 0.666 0.159 0.984 0.425 0.318 0.799 0.387 0.525 0.255 0.638
tso_long_bayes_r2 1 0.492 1.308 0.783 1.742 0.618 0.239 0.723 0.515 0.031 NA NA NA NA 3.973 2.173 5.472 3.75 NA NA 0.662 0.157 0.975 0.422 0.315 0.792 0.382 0.522 0.252 0.633
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 1 0.477 1.265 0.8 1.907 0.575 0.25 0.725 0.514 NA 1 0.494 1.266 0.746 0 0.215 0.521 0.834 0.537 4.056 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 1 0.477 1.264 0.799 1.91 0.574 0.249 0.723 0.515 NA 1 0.496 1.275 0.75 0 0.208 0.482 0.815 0.535 4.062 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
