w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 1 0.51 1.298 0.803 1.273 0.588 0.253 0.704 0.475 NA 1 0.486 1.312 0.798 0 0.268 0.405 0.623 1.071 4.037 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 1 0.51 1.298 0.803 1.274 0.588 0.251 0.701 0.473 NA 1 0.486 1.31 0.798 0 0.269 0.412 0.624 1.066 4.035 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 1 0.51 1.301 0.803 1.273 0.588 0.252 0.693 0.47 NA 1 0.486 1.309 0.797 4.028 2.224 5.687 3.837 1.072 NA 0.003 0.001 0.01 0.006 NA NA NA NA NA NA
cuts_long_bayes_r1 1 0.51 1.3 0.804 1.274 0.588 0.252 0.693 0.469 NA 1 0.486 1.31 0.798 4.048 2.236 5.716 3.854 1.076 NA 0.003 0.001 0.01 0.006 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 1 0.51 1.301 0.804 1.267 0.589 0.252 0.691 0.469 -0.03 NA NA NA NA 4.036 2.228 5.699 3.842 NA NA 1.167 0.276 1.996 0.746 0.563 1.519 0.736 0.926 0.449 1.207
tso_long_bayes_r1 1 0.51 1.302 0.804 1.267 0.588 0.252 0.692 0.468 -0.029 NA NA NA NA 4.068 2.244 5.74 3.869 NA NA 1.159 0.274 1.992 0.742 0.56 1.512 0.734 0.921 0.447 1.203
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 1 0.494 1.242 0.774 1.243 0.602 0.241 0.808 0.508 NA 1 0.504 1.279 0.805 0 0.153 0.488 0.564 1.032 4.245 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 1 0.494 1.24 0.774 1.245 0.6 0.241 0.808 0.506 NA 1 0.505 1.281 0.806 0 0.148 0.479 0.559 1.034 4.247 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 1 0.493 1.24 0.774 1.247 0.597 0.241 0.805 0.504 NA 1 0.505 1.28 0.805 4.244 2.293 5.917 3.981 1.026 NA 0.006 0.001 0.006 0.003 NA NA NA NA NA NA
cuts_long_bayes_r2 1 0.493 1.241 0.774 1.244 0.598 0.241 0.804 0.505 NA 1 0.505 1.279 0.804 4.212 2.278 5.874 3.954 1.031 NA 0.005 0.001 0.006 0.003 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 1 0.493 1.24 0.773 1.25 0.596 0.24 0.804 0.504 0.021 NA NA NA NA 4.248 2.295 5.918 3.984 NA NA 1.114 0.284 1.814 0.722 0.556 1.415 0.713 0.889 0.449 1.135
tso_long_bayes_r2 1 0.493 1.239 0.773 1.249 0.594 0.24 0.805 0.504 0.021 NA NA NA NA 4.238 2.29 5.908 3.976 NA NA 1.112 0.284 1.807 0.719 0.555 1.41 0.711 0.888 0.449 1.131
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 1 0.521 1.298 0.803 1.207 0.593 0.242 0.739 0.527 NA 1 0.511 1.292 0.827 0 0.164 0.43 0.498 1.047 3.86 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 1 0.521 1.3 0.805 1.206 0.592 0.24 0.736 0.524 NA 1 0.51 1.291 0.827 0 0.167 0.431 0.496 1.048 3.86 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
