w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 1 0.475 1.326 0.834 1.979 0.695 0.272 1.097 0.596 NA 1 1.198 1.073 0.314 0 0.073 0.86 2.873 0.102 2.029 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 1 0.474 1.326 0.834 1.976 0.694 0.273 1.096 0.595 NA 1 1.181 1.083 0.324 0 0.107 0.84 2.854 0.105 2.029 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 1 0.494 1.302 0.796 1.769 0.546 0.261 0.789 0.504 NA 1 0.532 1.4 0.813 2.033 2.503 3.05 3.52 0.335 NA 0.14 0.078 0.28 0.136 NA NA NA NA NA NA
cuts_long_ml_r1 1 0.494 1.302 0.796 1.769 0.546 0.261 0.789 0.504 NA 1 0.532 1.4 0.813 2.033 2.503 3.05 3.52 0.335 NA 0.14 0.078 0.28 0.136 NA NA NA NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 1 0.494 1.303 0.797 1.774 0.546 0.261 0.789 0.503 0.037 NA NA NA NA 2.032 2.503 3.05 3.52 NA NA 0.467 0.171 0.923 0.353 0.182 0.448 0.246 0.267 0.133 0.385
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 1 0.449 1.253 0.735 1.985 0.818 0.283 1.012 0.699 NA 1 1.003 1.146 0.962 0 0.496 0.653 1.608 0.234 1.939 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 1 0.45 1.256 0.735 1.978 0.818 0.284 1.009 0.698 NA 1 0.992 1.137 0.96 0 0.517 0.672 1.612 0.239 1.939 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 1 0.486 1.257 0.752 1.798 0.605 0.255 0.781 0.531 NA 1 0.606 1.135 0.827 1.94 2.441 2.881 3.466 0.434 NA 0.207 0.081 0.261 0.154 NA NA NA NA NA NA
cuts_long_ml_r2 1 0.486 1.257 0.752 1.798 0.606 0.255 0.781 0.531 NA 1 0.606 1.135 0.827 1.94 2.441 2.881 3.466 0.434 NA 0.207 0.081 0.261 0.154 NA NA NA NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 1 0.486 1.256 0.752 1.803 0.605 0.255 0.781 0.53 0.064 NA NA NA NA 1.941 2.441 2.882 3.466 NA NA 0.63 0.238 0.803 0.444 0.251 0.476 0.303 0.362 0.213 0.384
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
