w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 1 0.498 1.321 0.801 2.239 0.62 0.279 0.844 0.549 NA 1 0.551 1.113 0.783 0 1.399 0.814 1.915 0.46 2.079 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 1 0.504 1.322 0.805 2.223 0.619 0.264 0.825 0.532 NA 1 0.531 1.122 0.779 0 1.441 0.798 1.924 0.469 2.078 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 1 0.509 1.324 0.815 2.207 0.622 0.246 0.739 0.49 NA 1 0.485 1.115 0.761 2.082 2.546 3.132 3.544 0.487 NA 0.002 0.043 0.118 0.039 NA NA NA NA NA NA
cuts_long_bayes_r1 1 0.509 1.324 0.815 2.208 0.622 0.246 0.74 0.49 NA 1 0.484 1.111 0.761 2.079 2.545 3.127 3.542 0.484 NA 0.002 0.043 0.118 0.039 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 1 0.509 1.323 0.814 1.692 0.62 0.247 0.743 0.49 0.515 NA NA NA NA 2.068 2.538 3.114 3.533 NA NA 0.443 0.148 0.619 0.289 0.211 0.472 0.248 0.337 0.153 0.317
tso_long_bayes_r1 1 0.509 1.322 0.814 1.686 0.619 0.247 0.743 0.49 0.514 NA NA NA NA 2.053 2.529 3.096 3.52 NA NA 0.447 0.148 0.629 0.289 0.212 0.481 0.251 0.34 0.154 0.322
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r2 1 0.496 1.267 0.798 2.684 0.594 0.257 0.747 0.487 NA 1 168.444 268.926 -112.653 0 -320.023 -512.618 219.357 0 1.915 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 1 0.502 1.293 0.8 2.374 0.592 0.249 0.705 0.488 NA 1 0.452 1.078 0.748 1.949 2.485 2.933 3.463 0.336 NA 0.002 0.047 0.108 0.035 NA NA NA NA NA NA
cuts_long_bayes_r2 1 0.502 1.293 0.8 2.373 0.592 0.249 0.705 0.489 NA 1 0.453 1.075 0.749 1.943 2.482 2.927 3.459 0.338 NA 0.002 0.047 0.108 0.035 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 1 0.504 1.297 0.803 1.83 0.604 0.248 0.698 0.487 0.505 NA NA NA NA 1.941 2.479 2.923 3.456 NA NA 0.287 0.107 0.407 0.187 0.125 0.295 0.165 0.212 0.081 0.174
tso_long_bayes_r2 1 0.503 1.296 0.802 1.825 0.603 0.248 0.699 0.486 0.503 NA NA NA NA 1.958 2.488 2.945 3.47 NA NA 0.29 0.106 0.409 0.189 0.125 0.298 0.166 0.216 0.083 0.178
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 1 0.502 1.321 0.796 2.228 0.623 0.266 0.736 0.567 NA 1 0.496 1.007 0.785 0 1.534 0.955 1.917 0.396 1.99 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 1 0.504 1.319 0.799 2.223 0.619 0.255 0.731 0.552 NA 1 0.488 1.021 0.777 0 1.55 0.929 1.934 0.404 1.99 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
