"msst_wide_ml" "msst_long_ml" "msst_wide_bayes" "msst_long_bayes" "cuts_wide_ml" "cuts_long_ml" "cuts_wide_bayes" "cuts_long_bayes" "tso_wide_ml" "tso_wide_bayes" "tso_long_bayes"
NA 0.72 NA 416.21 NA 0.32 NA 206.5 NA NA 1373.87
NA 0.99 NA 418.05 NA 0.35 NA 206.86 NA NA 360.88
NA 1.01 NA 421.87 NA 0.31 NA 199.87 NA NA 599.92
NA 1 NA 423.17 NA 0.33 NA 207.18 NA NA 323.95
NA 0.72 NA 412.87 NA 0.34 NA 207.29 NA NA 514.71
NA 0.73 NA 417.49 NA 0.31 NA 197.84 NA NA 447.05
NA 0.72 NA 419.84 NA 0.33 NA 199.88 NA NA 310.04
NA 0.75 NA 424.62 NA 0.33 NA 201.63 NA NA 323.73
NA 0.73 NA 421.03 NA 0.33 NA 210.26 NA NA 400.37
NA 0.86 NA 417.43 NA 0.35 NA 200.95 NA NA 314.66
NA 0.72 NA 412.45 NA 0.32 NA 208.31 NA NA 412.96
NA 0.81 NA 419.91 NA 0.33 NA 209.1 NA NA 741.83
NA 0.73 NA 421.03 NA 0.33 NA 204.63 NA NA 316.43
NA 0.83 NA 409.57 NA 0.31 NA 203.75 NA NA 315.4
NA 0.73 NA 413.07 NA 0.32 NA 202.41 NA NA 886.57
NA 0.74 NA 414.15 NA 0.33 NA 208.67 NA NA 872.98
NA 0.92 NA 421.81 NA 0.34 NA 199.42 NA NA 807.04
NA 0.73 NA 413.17 NA 0.33 NA 209.42 NA NA 1349.35
NA 0.98 NA 419.74 NA 0.33 NA 207.36 NA NA 522.4
NA 0.71 NA 425.93 NA 0.33 NA 209.79 NA NA 589.31
NA 0.73 NA 420.37 NA 0.33 NA 199.99 NA NA 981.73
NA 0.74 NA 419.16 NA 0.34 NA 207.57 NA NA 495.99
NA 1.02 NA 419.53 NA 0.33 NA 205.43 NA NA 331.68
NA 0.74 NA 422.87 NA 0.33 NA 207.37 NA NA 320.25
NA 0.71 NA 420.37 NA 0.33 NA 205.3 NA NA 603.5
NA 0.74 NA 424.46 NA 0.33 NA 207.73 NA NA 438.86
NA 0.75 NA 421.6 NA 0.33 NA 202.16 NA NA 812.14
NA 0.73 NA 412.06 NA 0.35 NA 205.45 NA NA 513.52
NA 0.73 NA 423.26 NA 0.34 NA 210.4 NA NA 1110.71
NA 0.71 NA 416.47 NA 0.31 NA 206.86 NA NA 423.19
NA 0.7 NA 421.61 NA 0.31 NA 211.33 NA NA 360.45
NA 0.76 NA 423.12 NA 0.32 NA 198.92 NA NA 322.69
NA 0.75 NA 417.01 NA 0.33 NA 198.26 NA NA 322.68
NA 0.98 NA 405.26 NA 0.33 NA 209.24 NA NA 526.03
NA 0.7 NA 423.98 NA 0.36 NA 210.57 NA NA 341.71
NA 0.72 NA 408.43 NA 0.32 NA 202.57 NA NA 324.48
NA 0.72 NA 418.75 NA 0.33 NA 198.81 NA NA 483.28
NA 0.71 NA 425.44 NA 0.33 NA 204.65 NA NA 373.7
NA 0.73 NA 421.81 NA 0.33 NA 196.84 NA NA 325.27
NA 0.72 NA 424.14 NA 0.33 NA 200.87 NA NA 495.54
NA 0.7 NA 417.85 NA 0.31 NA 195.67 NA NA 324.94
NA 0.7 NA 423.56 NA 0.34 NA 207.75 NA NA 581.14
NA 0.72 NA 420.86 NA 0.31 NA 208.5 NA NA 364.46
NA 0.87 NA 417.8 NA 0.31 NA 207.62 NA NA 910.71
NA 0.72 NA 421.97 NA 0.33 NA 196.22 NA NA 641.74
NA 0.89 NA 524.18 NA 0.35 NA 204.74 NA NA 356.73
NA 0.72 NA 420.35 NA 0.33 NA 198.73 NA NA 320.44
NA 0.72 NA 422.18 NA 0.35 NA 207.1 NA NA 515.04
NA 0.69 NA 417.05 NA 0.33 NA 197.29 NA NA 318.96
NA 0.72 NA 423.2 NA 0.32 NA 211.37 NA NA 306.87
