"msst_wide_ml" "msst_long_ml" "msst_wide_bayes" "msst_long_bayes" "cuts_wide_ml" "cuts_long_ml" "cuts_wide_bayes" "cuts_long_bayes" "tso_wide_ml" "tso_wide_bayes" "tso_long_bayes"
1508.95 0.67 296.42 225.81 2106.79 0.41 316.69 114.49 580.35 297.87 591.62
2290.36 0.66 294.56 222.43 2873.32 0.39 317.91 114.95 1347.88 300.31 275.19
2262.2 0.68 295.23 223.25 2882.35 0.4 317.79 114.96 1341.86 300.4 175.92
2255.69 0.65 294.72 226.11 2884.8 0.41 317.92 115.16 1345.62 299 273.23
2283.77 0.67 292.7 222.72 2933.18 0.4 316.64 113.79 1371.73 294.59 298.93
2243.92 0.67 289.57 221.38 2853.34 0.41 313.03 113.18 1292.03 294.06 328.6
2226.31 0.67 289.79 220.72 2835.04 0.41 313.89 113.69 1325.9 321.32 490.03
2303.31 0.69 289.26 221.88 2835.57 0.42 313.91 113.49 1301.19 294.01 246.55
2283.4 0.69 291.23 220.55 2875.33 0.4 311.23 114.09 1354.95 296.62 251.1
2202.58 0.67 290.05 220.82 2840.31 0.44 318.2 113.35 1291.89 294.79 249.85
2288.19 0.67 289.71 221.74 2901.91 0.44 315.32 113.32 1349.01 291.91 177.97
2278.66 0.69 295.09 222.01 2917.9 0.44 314.55 114.58 1369.61 295.29 584.42
2250.47 0.7 290.4 223.06 2871.92 0.44 314.34 112.63 1311.89 293.78 173.24
2299.31 0.7 290.24 222.38 2933.61 0.42 315.39 114.02 1406.02 292.16 330.07
2275.71 0.7 289.99 221.55 2899.91 0.4 313.25 114.46 1349.33 296 193.02
2283.79 0.67 294.07 226.88 2957.96 0.41 314.23 114.38 1379.3 300.58 328.57
2254.11 0.69 294.59 224.3 2876.59 0.41 316.6 114.42 1325.34 295.23 199.37
1491.55 0.65 295.03 222.58 2101.32 0.42 325.31 119.16 560.74 307.95 400.44
2240.86 0.67 290.38 218.59 2871.68 0.42 322.77 114.3 1326.34 294.13 249.5
2254.81 0.68 292.94 223.43 2906.36 0.42 316.56 113.26 1358.72 295.38 173.41
2296.46 0.67 292.16 221.16 2849.57 0.43 315.12 113.82 1322.9 293.73 206.16
2322.09 0.68 292.62 239.19 2934.34 0.43 316.25 114.33 1373.98 297.4 376.93
2226.22 0.7 291.42 221.86 2902.74 0.42 313.65 112.87 1335.12 297.08 212.31
2177.4 0.68 290.05 223.86 2801.16 0.44 314.14 114.66 1268.15 293.36 218.59
2297.37 0.7 288.88 221.78 2895.47 0.43 313.93 111.92 1333.75 292.63 401.4
2261.33 0.7 290.59 222.47 2884.75 0.44 314.72 113.8 1340.45 294.33 174.53
2256.45 0.69 289.55 218.92 2895.8 0.42 314.43 115.04 1346.23 300.24 291.43
2244.59 0.67 289.92 220.79 2872.91 0.4 312.14 118.36 1324.2 292.08 200.25
2241.89 0.7 290.82 222.43 2927.53 0.43 341.55 124.9 1363.9 293.91 174.5
2276.54 0.7 289.6 226.62 2851.33 0.42 312.06 113.93 1327.19 296.31 193.58
2271.17 0.69 290.79 222.02 2901.49 0.43 314.31 113.64 1342.1 293.34 190.84
2174.77 0.71 288.49 222.36 2811.42 0.42 313.84 113.66 1261.74 294.09 174.06
2271.69 0.72 296.01 220.88 2898.97 0.42 312.55 113.55 1369.45 293.89 297.4
2219.59 0.68 290.24 221.79 2845.61 0.44 314.51 113 1280.77 292.16 415.76
2327.69 0.71 290.02 223.99 2939.5 0.42 315.74 114.41 1393.15 296.52 392.68
2301.26 0.68 289.86 218.26 2953.74 0.42 312.68 113.15 1398.14 294.58 490.92
2267.14 0.7 290.04 223.51 2903.39 0.42 313.19 113.21 1385.29 295.01 174.75
2326.24 0.69 290.8 224.86 2924.65 0.42 316.59 114.35 1388.44 298.71 212.99
1991.84 0.7 290.98 222.52 2590.63 0.42 314.94 114.52 1054.94 284.47 239.2
2276.76 0.69 290.18 232.41 2926.4 0.45 342.86 121.5 1364.29 296.62 174.6
2272.11 0.7 289.99 222.41 2922.21 0.42 306.82 114.35 1383.29 294.76 229.68
2200.9 0.69 289.49 220.93 2779.55 0.44 313.1 113.38 1261.42 293.47 173.71
2273.69 0.68 294.02 220.99 2894.3 0.42 312.84 113.29 1323.47 294.17 176.09
2286.29 0.67 289.21 221.38 2866.54 0.42 312.63 114.3 1345.27 295.75 609.45
2288.18 0.67 291.27 221.21 2906.06 0.44 312.59 114.32 1359.08 294.95 220.43
1976.58 0.68 290.16 223.32 2598.92 0.43 308.51 113.52 1044.78 293.47 305.83
2296.37 0.68 288.47 222.24 2904.55 0.43 314.09 113.37 1376.6 295.03 254.08
2260.64 0.7 290.15 221.32 2900.2 0.44 314.25 114.13 1388.36 288.77 333.73
2171.81 0.7 291.25 221.72 2777.02 0.44 315.42 113.84 1240.88 292.27 208.98
1330 0.69 290.57 221.32 1956.44 0.43 315.19 113.42 424.01 294.7 397.74
