"msst_wide_ml" "msst_long_ml" "msst_wide_bayes" "msst_long_bayes" "cuts_wide_ml" "cuts_long_ml" "cuts_wide_bayes" "cuts_long_bayes" "tso_wide_ml" "tso_wide_bayes" "tso_long_bayes"
NA 0.89 NA 618.13 NA 0.42 NA 310.03 NA NA 620.97
NA 0.87 NA 623.38 NA 0.42 NA 292.13 NA NA 1237.32
NA 0.87 NA 633.35 NA 0.41 NA 303.75 NA NA 858.26
NA 0.87 NA 616.72 NA 0.42 NA 308.46 NA NA 2104.74
NA 0.89 NA 628.41 NA 0.41 NA 295.24 NA NA 1235.76
NA 0.91 NA 631.69 NA 0.42 NA 303.51 NA NA 844.4
NA 0.9 NA 624.27 NA 0.48 NA 308.38 NA NA 462.01
NA 0.89 NA 619.95 NA 0.4 NA 299.95 NA NA 469.89
NA 0.88 NA 616.68 NA 0.42 NA 302.03 NA NA 1407.93
NA 0.86 NA 630.43 NA 0.42 NA 299.94 NA NA 891
NA 0.92 NA 613.6 NA 0.42 NA 306.74 NA NA 866.33
NA 0.86 NA 616.77 NA 0.41 NA 307.91 NA NA 758.77
NA 0.88 NA 624.41 NA 0.42 NA 307.78 NA NA 1885.5
NA 0.88 NA 623.43 NA 0.42 NA 312.95 NA NA 712.3
NA 0.87 NA 624.65 NA 0.4 NA 308.15 NA NA 854.12
NA 0.91 NA 619.96 NA 0.42 NA 310.93 NA NA 619.7
NA 1.31 NA 626.27 NA 0.4 NA 307.48 NA NA 522.5
NA 0.92 NA 622.76 NA 0.43 NA 304.46 NA NA 482.67
NA 0.86 NA 630.15 NA 0.43 NA 293.61 NA NA 514.08
NA 0.89 NA 626.36 NA 0.41 NA 312.58 NA NA 1278.02
NA 0.88 NA 615.52 NA 0.41 NA 300.41 NA NA 475.29
NA 0.92 NA 618.29 NA 0.41 NA 303.62 NA NA 470.81
NA 0.89 NA 627.08 NA 0.4 NA 302.13 NA NA 1339.67
NA 0.89 NA 622.33 NA 0.42 NA 306.26 NA NA 687.64
NA 0.93 NA 618.72 NA 0.41 NA 306.98 NA NA 694.68
NA 0.87 NA 625.5 NA 0.41 NA 300.74 NA NA 472.09
NA 0.87 NA 623.41 NA 0.42 NA 307.33 NA NA 1053.5
NA 0.89 NA 618.6 NA 0.42 NA 309.8 NA NA 901.39
NA 0.87 NA 630.3 NA 0.42 NA 294.58 NA NA 810.99
NA 0.87 NA 627.37 NA 0.42 NA 305.28 NA NA 782.41
NA 0.88 NA 618.25 NA 0.42 NA 300.17 NA NA 555.65
NA 0.9 NA 621.83 NA 0.42 NA 306.69 NA NA 747.93
NA 0.87 NA 623.63 NA 0.42 NA 304.37 NA NA 697.01
NA 0.9 NA 626.59 NA 0.42 NA 304.97 NA NA 1412.43
NA 0.89 NA 616.96 NA 0.42 NA 297.18 NA NA 470.88
NA 0.86 NA 624.23 NA 0.4 NA 292.19 NA NA 889.67
NA 0.87 NA 627.42 NA 0.42 NA 306.87 NA NA 470.22
NA 0.87 NA 619.59 NA 0.4 NA 307.71 NA NA 850.33
NA 0.89 NA 624.36 NA 0.41 NA 308.6 NA NA 845.29
NA 0.86 NA 607.35 NA 0.42 NA 306.62 NA NA 2484.72
NA 0.91 NA 619.9 NA 0.44 NA 307.63 NA NA 487.33
NA 0.94 NA 620.67 NA 0.5 NA 314.76 NA NA 730.62
NA 0.89 NA 647.24 NA 0.42 NA 312.32 NA NA 1304.85
NA 0.9 NA 620.53 NA 0.43 NA 309.65 NA NA 887.06
NA 0.85 NA 612.85 NA 0.4 NA 307.12 NA NA 471.2
NA 0.87 NA 621.46 NA 0.42 NA 302.46 NA NA 904.84
NA 0.87 NA 612.45 NA 0.41 NA 306.81 NA NA 763.03
NA 0.9 NA 620.32 NA 0.43 NA 308.4 NA NA 1129.06
NA 0.87 NA 605.02 NA 0.42 NA 305.41 NA NA 857.18
NA 0.91 NA 623.37 NA 0.42 NA 302.4 NA NA 601.84
