w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r1 0 0.009 0.023 0.016 0.093 0.046 0.014 0.067 0.038 NA 0 0.059 0.035 0.033 0 0.131 0.08 0.075 0.111 0.088 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 0 0.009 0.023 0.016 0.093 0.046 0.015 0.067 0.038 NA 0 0.059 0.035 0.033 0 0.132 0.08 0.075 0.12 0.09 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 0 0.009 0.023 0.016 0.091 0.045 0.015 0.066 0.037 NA 0 0.054 0.034 0.032 0 0.125 0.077 0.074 0.128 0.093 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r1 0 0.009 0.021 0.014 0.059 0.029 0.012 0.047 0.021 NA 0 0.097 0.096 0.096 0.148 0.142 0.16 0.152 0.305 NA 0.107 0.141 0.104 0.115 NA NA NA NA NA NA
cuts_wide_bayes_r1 0 0.009 0.021 0.014 0.059 0.029 0.012 0.047 0.021 NA 0 0.101 0.106 0.105 0.152 0.142 0.162 0.155 0.327 NA 0.123 0.156 0.116 0.131 NA NA NA NA NA NA
cuts_long_bayes_r1 0 0.009 0.021 0.014 0.059 0.03 0.012 0.048 0.021 NA 0 0.104 0.105 0.103 0.153 0.148 0.167 0.158 0.334 NA 0.12 0.156 0.118 0.129 NA NA NA NA NA NA
tso_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r1 0 0.009 0.021 0.014 0.059 0.029 0.012 0.047 0.022 0.015 NA NA NA NA 0.163 0.155 0.177 0.164 NA NA 0.369 0.343 0.436 0.388 0.298 0.36 0.329 0.329 0.304 0.369
tso_long_bayes_r1 0 0.009 0.021 0.014 0.059 0.029 0.012 0.048 0.021 0.015 NA NA NA NA 0.162 0.159 0.179 0.167 NA NA 0.372 0.343 0.438 0.394 0.301 0.364 0.331 0.334 0.308 0.375
msst_wide_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r2 0 0.01 0.02 0.015 0.093 0.043 0.013 0.063 0.044 NA 0 0.169 0.073 0.055 0 0.351 0.152 0.115 0.047 0.056 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 0 0.009 0.019 0.015 0.093 0.043 0.013 0.063 0.044 NA 0 0.178 0.075 0.056 0 0.369 0.156 0.117 0.05 0.056 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 0 0.009 0.02 0.015 0.091 0.043 0.013 0.062 0.042 NA 0 0.15 0.07 0.053 0 0.307 0.143 0.11 0.054 0.06 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r2 0 0.01 0.021 0.014 0.058 0.029 0.012 0.047 0.022 NA 0 0.1 0.113 0.105 0.14 0.132 0.17 0.146 0.274 NA 0.102 0.147 0.128 0.15 NA NA NA NA NA NA
cuts_wide_bayes_r2 0 0.01 0.021 0.014 0.058 0.029 0.011 0.047 0.022 NA 0 0.107 0.111 0.111 0.143 0.139 0.176 0.15 0.306 NA 0.1 0.162 0.107 0.163 NA NA NA NA NA NA
cuts_long_bayes_r2 0 0.01 0.021 0.013 0.058 0.029 0.012 0.047 0.022 NA 0 0.104 0.112 0.11 0.142 0.137 0.175 0.15 0.295 NA 0.102 0.162 0.106 0.165 NA NA NA NA NA NA
tso_wide_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r2 0 0.009 0.021 0.014 0.058 0.029 0.012 0.048 0.022 0.016 NA NA NA NA 0.149 0.14 0.179 0.157 NA NA 0.332 0.3 0.489 0.364 0.256 0.369 0.322 0.29 0.259 0.37
tso_long_bayes_r2 0 0.01 0.021 0.014 0.058 0.029 0.012 0.047 0.022 0.016 NA NA NA NA 0.112 0.124 0.13 0.131 NA NA 0.336 0.301 0.492 0.362 0.256 0.373 0.322 0.289 0.257 0.367
msst_wide_ml_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r3 0 0.009 0.019 0.015 0.097 0.046 0.014 0.06 0.039 NA 0 0.199 0.079 0.068 0 0.427 0.17 0.146 0.045 0.056 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 0 0.009 0.019 0.015 0.098 0.046 0.014 0.06 0.039 NA 0 0.21 0.082 0.071 0 0.454 0.177 0.153 0.048 0.057 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 0 0.009 0.018 0.014 0.095 0.045 0.014 0.06 0.037 NA 0 0.173 0.076 0.064 0 0.363 0.161 0.137 0.052 0.059 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r3 0 0.01 0.021 0.014 0.058 0.029 0.012 0.047 0.021 NA 0 0.112 0.1 0.1 0.146 0.149 0.156 0.152 0.295 NA 0.11 0.183 0.103 0.124 NA NA NA NA NA NA
cuts_wide_bayes_r3 0 0.01 0.021 0.014 0.059 0.029 0.012 0.047 0.021 NA 0 0.114 0.106 0.106 0.155 0.153 0.166 0.16 0.317 NA 0.124 0.203 0.113 0.139 NA NA NA NA NA NA
cuts_long_bayes_r3 0 0.01 0.021 0.014 0.059 0.029 0.012 0.047 0.021 NA 0 0.118 0.107 0.109 0.148 0.155 0.161 0.156 0.318 NA 0.124 0.202 0.114 0.138 NA NA NA NA NA NA
tso_wide_ml_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r3 0 0.01 0.021 0.014 0.06 0.029 0.012 0.047 0.021 0.016 NA NA NA NA 0.147 0.156 0.16 0.154 NA NA 0.358 0.374 0.414 0.395 0.29 0.348 0.33 0.33 0.309 0.364
tso_long_bayes_r3 0 0.01 0.021 0.014 0.059 0.029 0.012 0.047 0.021 0.016 NA NA NA NA 0.157 0.174 0.194 0.174 NA NA 0.359 0.38 0.422 0.397 0.297 0.351 0.336 0.332 0.315 0.37
msst_wide_ml_r4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r4 0 0.01 0.02 0.015 0.081 0.037 0.013 0.06 0.04 NA 0 0.171 0.058 0.051 0 0.317 0.108 0.095 0.042 0.054 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 0 0.009 0.02 0.015 0.08 0.037 0.012 0.06 0.04 NA 0 0.177 0.059 0.051 0 0.324 0.108 0.095 0.045 0.055 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 0 0.009 0.019 0.015 0.08 0.037 0.012 0.059 0.038 NA 0 0.149 0.056 0.049 0 0.274 0.105 0.091 0.047 0.056 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r4 0 0.01 0.022 0.014 0.056 0.029 0.011 0.048 0.022 NA 0 0.116 0.091 0.098 0.121 0.143 0.142 0.14 0.213 NA 0.066 0.186 0.092 0.116 NA NA NA NA NA NA
cuts_wide_bayes_r4 0 0.01 0.022 0.014 0.056 0.029 0.012 0.048 0.022 NA 0 0.122 0.098 0.104 0.126 0.16 0.148 0.146 0.234 NA 0.075 0.206 0.104 0.13 NA NA NA NA NA NA
cuts_long_bayes_r4 0 0.01 0.022 0.014 0.056 0.029 0.012 0.048 0.022 NA 0 0.121 0.099 0.104 0.124 0.148 0.146 0.143 0.231 NA 0.076 0.207 0.104 0.132 NA NA NA NA NA NA
tso_wide_ml_r4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r4 0 0.01 0.022 0.014 0.056 0.029 0.011 0.048 0.022 0.016 NA NA NA NA 0.123 0.148 0.146 0.147 NA NA 0.253 0.353 0.349 0.34 0.245 0.273 0.286 0.26 0.274 0.303
tso_long_bayes_r4 0 0.01 0.022 0.014 0.056 0.029 0.011 0.048 0.022 0.016 NA NA NA NA 0.11 0.142 0.133 0.126 NA NA 0.246 0.35 0.343 0.333 0.24 0.266 0.28 0.251 0.267 0.294
msst_wide_ml_r5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r5 0 0.009 0.021 0.015 0.094 0.046 0.014 0.063 0.039 NA 0 0.104 0.044 0.042 0 0.239 0.101 0.098 0.073 0.071 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r5 0 0.009 0.021 0.015 0.094 0.046 0.014 0.064 0.039 NA 0 0.106 0.044 0.043 0 0.244 0.102 0.099 0.078 0.072 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r5 0 0.009 0.021 0.015 0.092 0.045 0.014 0.063 0.038 NA 0 0.099 0.043 0.041 0 0.231 0.099 0.097 0.085 0.076 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r5 0 0.01 0.022 0.014 0.059 0.03 0.012 0.048 0.022 NA 0 0.111 0.096 0.097 0.145 0.151 0.154 0.147 0.295 NA 0.107 0.19 0.094 0.109 NA NA NA NA NA NA
cuts_wide_bayes_r5 0 0.01 0.022 0.014 0.059 0.03 0.012 0.048 0.022 NA 0 0.119 0.104 0.103 0.145 0.154 0.154 0.145 0.317 NA 0.119 0.21 0.105 0.122 NA NA NA NA NA NA
cuts_long_bayes_r5 0 0.01 0.022 0.014 0.059 0.03 0.012 0.048 0.022 NA 0 0.118 0.105 0.105 0.148 0.154 0.158 0.151 0.318 NA 0.12 0.209 0.105 0.124 NA NA NA NA NA NA
tso_wide_ml_r5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r5 0 0.01 0.022 0.014 0.059 0.03 0.012 0.048 0.022 0.016 NA NA NA NA 0.147 0.158 0.155 0.147 NA NA 0.36 0.386 0.403 0.366 0.305 0.344 0.328 0.313 0.308 0.347
tso_long_bayes_r5 0 0.01 0.022 0.014 0.059 0.03 0.012 0.048 0.022 0.016 NA NA NA NA 0.142 0.162 0.155 0.15 NA NA 0.359 0.388 0.404 0.371 0.306 0.346 0.33 0.316 0.31 0.351
msst_wide_ml_r6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r6 0 0.01 0.022 0.017 0.089 0.048 0.013 0.064 0.041 NA 0 0.197 0.107 0.076 0 0.423 0.23 0.163 0.037 0.05 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r6 0 0.01 0.022 0.017 0.09 0.048 0.013 0.064 0.041 NA 0 0.212 0.113 0.079 0 0.455 0.243 0.17 0.039 0.05 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r6 0 0.01 0.022 0.017 0.089 0.047 0.013 0.062 0.04 NA 0 0.19 0.106 0.075 0 0.408 0.228 0.162 0.044 0.053 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r6 0 0.009 0.021 0.013 0.058 0.029 0.011 0.047 0.021 NA 0 0.125 0.168 0.133 0.125 0.117 0.145 0.124 0.209 NA 0.112 0.111 0.133 0.141 NA NA NA NA NA NA
cuts_wide_bayes_r6 0 0.009 0.021 0.013 0.058 0.029 0.011 0.047 0.021 NA 0 0.146 0.186 0.153 0.122 0.116 0.145 0.128 0.225 NA 0.12 0.12 0.118 0.153 NA NA NA NA NA NA
cuts_long_bayes_r6 0 0.009 0.021 0.013 0.058 0.029 0.011 0.047 0.021 NA 0 0.138 0.173 0.144 0.127 0.121 0.148 0.128 0.225 NA 0.12 0.121 0.119 0.155 NA NA NA NA NA NA
tso_wide_ml_r6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
