msst_wide_ml msst_long_ml msst_wide_bayes msst_long_bayes cuts_wide_ml cuts_long_ml cuts_wide_bayes cuts_long_bayes tso_wide_ml tso_wide_bayes tso_long_bayes
395.05 0.61 3150.83 774.87 608.92 0.3 3472.39 427.77 339.19 3189.24 411.28
1895.13 0.65 3235.94 1316.39 607.19 0.29 3114.99 387.5 343.16 3101.83 458.9
610.43 0.68 3240.67 780.07 597.82 0.35 3314.14 366.33 322.28 3136.81 449.39
533.28 0.68 3263.2 1187.26 3374.25 0.23 3268.4 349.36 333.11 3000.97 437.83
624.75 0.61 2913.98 1249.73 495.2 0.3 3338.52 370.12 352.82 3185.96 406.09
3602.62 0.54 3163.03 763.77 1332.28 0.33 3113.71 538.2 341.64 3367.64 570.24
3602.7 0.57 3222.96 1070.18 967.41 0.41 3235.58 417.48 314.38 3195.94 464.92
490.58 0.71 3249.65 1105.87 2852.22 0.29 3269.61 340.86 332.88 3278.57 391.1
782.48 0.59 3269.01 739.63 403.2 0.27 3143.03 679.23 338.07 3232.84 487.9
3145.65 0.72 3044.06 732.99 1487.12 0.29 3099.73 341.23 207.43 3234.62 461.14
1241.78 0.63 2925.15 1190.48 1161.29 0.36 3282.28 442.62 359.44 3242.73 468.9
705.37 0.49 3035.93 891.01 3603.15 0.21 3235.67 373.06 337.28 3236.64 424.43
1049.69 0.5 2959.78 957.48 2681.61 0.33 3224.21 336.52 315.16 3157.15 513.15
2532.42 0.64 3048.37 1152.22 916.43 0.33 3129.35 482.8 312.2 3009.9 497.36
1279.46 0.67 3092.27 812.12 1376.38 0.28 3201.57 384.51 313.53 3197.3 410.59
1675.76 0.67 2910.66 783.37 691.59 0.3 3231.54 371.2 336.2 3197.17 411.45
580.02 0.66 3085.84 742.98 3330.71 0.27 3272.94 592.88 319.06 3145.05 409.37
476.98 0.56 3008.15 821.84 3475.55 0.33 3247.43 355.56 318.98 3038.26 474.55
859.63 0.49 2913.01 883.41 770.09 0.26 3234.02 405.23 348.63 3151.02 520.89
1551.04 0.59 3038.2 1067.74 534.69 0.29 3250.96 321.63 331.94 3090.76 402.89
801.52 0.65 2952.35 857.47 2078.99 0.32 3114.27 305.59 342.92 3166.84 438.44
