msst_wide_ml msst_long_ml msst_wide_bayes msst_long_bayes cuts_wide_ml cuts_long_ml cuts_wide_bayes cuts_long_bayes tso_wide_ml tso_wide_bayes tso_long_bayes
499.91 0.43 1018.82 501.66 599.08 0.16 1087.8 423.13 179.92 984.07 510.66
466.3 0.33 1020.37 508.56 567.65 0.14 1027.83 402.87 186.23 1105.48 604.41
475.1 0.34 1011.39 503.51 586.15 0.16 1082.15 264.21 194.13 985.01 466.46
470.92 0.47 984.53 589.94 600.35 0.16 1072.15 256.9 187.12 1079.44 633.04
473.76 0.33 978.25 800.88 594.16 0.15 1132.08 311.47 179.85 1002.38 708.73
464.76 0.35 1002.03 798.07 583.1 0.16 1145.35 361.89 177.66 978.34 702.44
474.52 0.32 1046.96 748.05 591.7 0.21 1145.14 380 176.33 1112.35 532.33
465.24 0.34 1063 673.41 585.28 0.16 1150.38 250.51 180.5 1117.4 715.16
459.87 0.31 986.67 506.39 578.24 0.17 1147.1 245 175.96 1114.16 739.97
492.53 0.55 1023.23 504.58 627.95 0.17 1115.59 246.55 187.81 1070.2 615.92
481.27 0.44 970.9 488.22 422.57 0.23 1030.94 399.9 193.85 1030 759.14
455.26 0.32 1017.56 718.14 602.26 0.17 1057.6 440.02 182.98 1032.87 662.47
465.48 0.34 1032.97 554.43 586.23 0.15 1035.12 244.54 178.06 973.32 685.2
472.81 0.33 1018.25 674.24 581.04 0.15 1014.17 376.54 180.32 985.66 614.15
457.64 0.33 1007.29 755.96 576.17 0.17 1031.46 253.41 181.85 1026.56 582.93
494.71 0.31 1034.06 600.75 593.77 0.16 1036.17 286.31 185.47 1020.31 604.35
472.66 0.35 1006.47 513.13 589.14 0.15 1059.75 459.98 178.99 973.65 705.21
364.41 0.32 984.12 523.8 570.8 0.17 1071.38 285.23 177.45 992.04 585.99
463.99 0.36 1019.51 539.57 594.87 0.16 1069.32 457.28 180.37 1025.96 647.94
493.72 0.33 1019.49 505.45 572.65 0.21 1069.27 300.29 174.93 1015.29 666.76
465.26 0.31 991 596.29 584.17 0.22 1067.52 278.99 176.79 981.25 615.59
484.96 0.31 1009.35 508.76 589.95 0.2 1059.63 232.94 183.79 1023.08 615.78
468.9 0.42 976.51 553.75 362.82 0.18 1011.3 234.65 179.89 980.5 439.41
459.49 0.28 990.4 654.85 595.44 0.15 1066.02 316.05 175.21 987.16 604.01
476.11 0.47 2981.29 1563.74 599.84 0.17 1031 246.92 178.25 989.26 663.85
469.4 0.41 974.74 824.91 580.35 0.16 1039.71 226.45 184.25 1008.07 670.62
461.92 0.33 1009.82 736.03 580.21 0.17 1042.49 329.34 180.99 969.04 590.07
465.53 0.36 986.6 486.68 575.35 0.24 1038.87 222.08 180.31 1015.14 591.46
