msst_wide_ml msst_long_ml msst_wide_bayes msst_long_bayes cuts_wide_ml cuts_long_ml cuts_wide_bayes cuts_long_bayes tso_wide_ml tso_wide_bayes tso_long_bayes
591.09 0.54 2909.21 1109.29 584.17 0.33 3135.23 332.92 318.72 3109.16 439.03
3602.16 0.45 2909.01 773.41 1382.42 0.35 3182.81 346.98 301.44 3110.84 398.94
1340.31 0.53 2911.42 786.72 404.6 0.26 3090.79 526.1 314.72 3109.33 404.13
451.85 0.53 2951.46 735 1382.69 0.26 3175.31 588.31 335.18 3082.9 393.27
956.44 0.54 2931.37 905.67 2799.83 0.31 3190.81 462.22 320.55 3059.44 418.9
2510.44 0.47 2946.79 1214.79 700.75 0.29 3115.12 333.19 350.87 3061.31 413.13
3602.3 0.41 2920.45 760.79 361.69 0.32 3131.83 352.93 251.32 3008.92 516.37
564.34 0.48 2909.72 799.66 1443.95 0.36 3126.61 336.98 305.75 3034.35 429.39
1532.45 0.49 2932.74 743.77 2343.27 0.38 3124.34 349.6 312.91 3034.55 429.17
2442.93 0.55 2919.09 724.83 710.71 428.49 3109.72 669.54 240.91 3023 469.14
542.09 0.54 2915.11 785.61 1073.39 0.29 3121.49 335.46 312.93 3059.68 480.28
848.29 0.48 2914.31 1040.15 2862.89 0.35 3119.46 592.94 292.62 3041.71 391.13
2115.06 0.57 2917.11 974.38 2023.05 0.34 3110.79 344.82 296.83 3077.53 403.15
2356.19 0.7 2911.79 1184.23 1267.92 0.36 3149.58 322.72 308.61 3017.35 420.08
1438.51 0.55 2926.07 1130.62 1014.27 0.32 3144.6 541.3 412.51 3031.16 563.42
512.57 0.48 2926.74 860.66 483.45 0.34 3098.48 327.93 233.31 3094.4 423.97
1243.55 0.55 2905.33 749.21 2648.56 0.33 3170.42 366.38 310.33 3069.45 408.83
849.47 0.53 2921.84 739.14 3396.18 0.27 3174.35 353.37 309.43 3017.77 468.12
1893.78 0.5 2916.23 812.38 495.23 0.34 3163.38 370.12 298.77 3072.47 489.38
503.97 0.51 2975.29 749.33 1888.01 0.35 3143.81 346.85 310.95 3094.68 400.68
