msst_wide_ml msst_long_ml msst_wide_bayes msst_long_bayes cuts_wide_ml cuts_long_ml cuts_wide_bayes cuts_long_bayes tso_wide_ml tso_wide_bayes tso_long_bayes
247.08 1.12 3106.79 699.57 889.24 1.29 3330.74 1412.14 1792.29 3222.48 504.59
1199.02 1.23 3117.88 695.03 1758.59 1.31 3311.85 2421.86 1294.33 3246.35 646.91
1890.95 1.13 3121.19 684.59 1280.66 19.1 3312.21 3390.48 1621.93 3268.15 483.95
915.52 1.17 3125.46 773.83 1633.05 1.44 3302.7 1380.1 2388 3241.3 507.82
1583.3 1.03 3137.72 621.83 3602.43 1 3293.62 2296.69 759.24 3232.97 467.61
2598.92 1.15 3143.55 1438.73 2644.69 1.28 3300.19 1695.85 773.55 3253.22 502.67
3602.16 0.99 3143.57 636.89 1777.87 1.11 3315.85 1427.07 1314.11 3208.12 463.91
1927.99 1.17 3142.8 591 1893.97 1.52 3294 1434.47 1962.33 3232.58 528.52
918.53 1.1 3127.99 706.96 3603.14 1.24 3306.42 1551.71 1226.55 3241.03 560.11
1314.61 1.04 3130.16 670.83 991.45 1.29 3302.77 2905.07 973.78 3230.24 597.87
1895.36 0.94 3104.78 718.94 1644.76 1.18 3304.88 1530.23 1371.25 3280.67 483.59
1424.41 1.17 3139.72 754.88 3602.98 1.17 3309.64 884.18 832.34 3236.77 433.45
3602.26 1.13 3122.7 1280.07 1029.77 1.19 3328.34 1744.02 947.34 3259.32 479.39
1457.96 1.16 3128.93 716.84 1681.09 1.21 3327.3 1743.4 722 3306.84 488.38
1232.8 1.12 3116.16 671.16 2116.94 1.33 3304.03 2634.81 513.23 3211.66 481.21
1729.89 1.02 3124.65 800.06 2004.73 1.07 3300.86 1390.78 599.82 3266.47 467.12
1562.04 1.12 3141.38 662.31 2785.02 1.07 3312.68 1527.51 1705.32 3243.72 465.95
1519.1 1.16 3118.39 665.95 3603.26 1.22 3380.47 1466.5 982.92 3241 411.18
2231.71 1.34 3105.4 1243.63 2051.6 1.33 3346.36 2012.99 469.34 3281.5 405.19
2372.69 1.08 3123.06 1128.75 3602.95 5.23 3310.64 2187.53 1199.87 3217.98 506.91
777.71 1 3128.21 732.1 1061.98 0.96 3324.04 1775.29 715.28 3246.68 592.49
3510.95 1.28 3122.64 1284.31 906.24 1.36 3309.81 2047.45 787.61 3350.78 561.83
942.5 1.11 3139.69 900.98 1580.1 1.48 3325.12 2189.4 633.45 3222.38 644.74
298.02 1.32 3123.82 660.66 3603.14 1.32 3345.19 1314.78 1337.72 3247.42 403.89
1114.04 1.11 3126.6 901.47 2924.26 1.17 3313.66 2642.6 960.38 3250.07 502.33
3602.53 0.88 3114.7 721.43 1583.99 0.93 3355.38 1633 1475.59 3287.5 529.13
514.51 1.42 3146.91 1147.42 1187.71 1.6 3311.54 2211.08 1652.07 3234.21 630.1
1242.93 1.26 3115.96 768.91 1180.11 1.27 3328.15 974.6 1103.31 3227.88 506.84
844.98 0.97 3156.67 679.72 3602.68 1 3294.91 824.02 1223.1 3232.65 485.13
1876.22 1.18 3147.7 961.26 3602.92 1.25 3369.17 892.8 1510.86 3255.56 464.6
1664.42 1.14 3135.05 671.46 915.45 1.14 3333.3 1591.41 1300.34 3223.17 418.27
1930.54 1.21 3114.41 681.01 1414.58 1.37 3327.23 1771.72 1176.57 3248.81 485.01
328.78 0.94 3117.96 954.88 2485.89 10.13 3330.51 855.27 1772.37 3227.96 533.48
1506.15 1.34 3149.41 1360.38 2226.48 1.45 3300.69 1547.87 743.15 3229.85 506.97
2401.44 1.24 3105.56 1079.68 3602.4 1.24 3310.66 1594.66 1468.17 3214.67 510.24
1499.85 1.11 3107.41 665.93 3602.42 1 3314.1 1663.9 739.99 3211.15 603.12
2025.49 1.34 3100.43 830.05 1447.51 1371.76 3334.53 2095.64 1677.64 3257.25 534.63
894.97 1.1 3118.34 802.47 1711.81 1.15 3319.39 1135.18 1268.03 3216.38 540.04
2054.79 1.19 3132.9 1157.53 2065.46 1.39 3326.38 1417.63 1624.08 3248.56 386.96
2783.63 1.09 3104.12 720.58 3602.82 1.07 3297.6 1526.92 745.51 3233.69 596.23
1414.46 1.27 3112.55 952.59 2754.98 1.3 3310.76 1444.47 847.44 3227.87 550.47
1406.66 1.29 3088.45 601.26 2936.92 1.35 3335.84 1507.69 1285.14 3229.85 515.76
2426.07 1.09 3128.06 714.88 1900.72 1.61 3326.95 2309.01 1022.43 3238.24 499.5
1383.15 1.16 3102.08 654.61 1108.95 1.19 3370.84 1904.76 703.59 3229.01 462.35
3343.16 1.12 3136.76 671.31 2187.62 1.2 3315.45 2001.38 2411.83 3232.13 483.26
1590.92 1.34 3164.22 762.23 3603.01 10.33 3303.09 1941.51 1201.04 3253.41 471.67
3034.41 1.56 3108.12 1087.89 1355.71 18.81 3466.58 3082.61 646.75 3231.14 504.48
842.01 1.15 3105.1 1382 2862.09 1.5 3313.84 1477.85 441.48 3230.58 507.1
1323.4 1.2 3104.68 1089.44 640.64 1.48 3335.53 1609.96 839.85 3222.65 454.59
3602.48 1.04 3122.99 1289.5 1232 1.28 3321.8 1285.4 1925.17 3241.65 603.41
2003.29 0.98 3100.45 767.45 2538.63 1.45 3334.96 1584.03 2245 3250.89 654.76
1985.61 1.26 3130.56 678.14 1393.45 60.16 3315.64 1403.31 1037.09 3220.09 458.67
646.51 1.33 3113.36 673.25 2380.84 1.32 3325.65 1524.26 1958.01 3230.91 409.72
3602.58 1.2 3111.06 703.58 3602.69 60.98 3308.17 2580.6 724.07 3239.2 439.51
2547.78 0.96 3127.68 697.27 2358.12 1.06 3324.52 1849.6 892.77 3226.23 480.48
2344.84 1.15 3120.03 672.31 458.94 0.97 3317.07 939.03 1343.47 3237.26 414.23
1780.31 0.94 3141.88 648.79 1899.15 1.08 3337.71 1508.37 1424.4 3241.2 502.05
1714.86 1.16 3125.35 673.89 3602.85 1.07 3288.85 1441.39 733.22 3211.02 541.34
3602.52 0.88 3117.76 661.76 1983.29 1.01 3331.44 841.66 1081.31 3217.67 465.61
665.77 1.24 3142.29 806.4 1260.85 1.36 3313.46 2042.46 780.38 3219.09 494.88
853.86 1.25 3133.36 1069.22 2704.51 85.51 3317.27 1975.7 634.97 3243.27 555.23
3602.44 1.09 3103.69 1174.7 2849.91 1.29 3314.16 2303.14 855.75 3220.87 483.7
2576.38 1.05 3126.97 844.74 2015.28 1.14 3316.54 1487.28 565.26 3255.71 477.87
1954.77 1.3 3103.86 635.23 989.02 1.26 3303.55 1433.13 848.68 3260.57 628.66
672.93 0.89 3111.4 898.88 2671.37 0.83 3316.33 687.3 1070.5 3239.14 524.75
2047.02 1.27 3112.85 822.93 3603.31 1.24 3335.02 1630.68 596.46 3232.8 495.26
1836.96 1.26 3125.02 987.17 1924.74 1.36 3334.4 1673.1 891.03 3292.05 449.52
1601.38 1.15 3122.02 1358.73 1519.6 1.17 3371.28 1643.08 732.65 3287.31 523.16
1171.9 1.19 3115.62 634.04 1732 1.41 3360.69 2286.48 923.15 3228.67 428.34
1719.22 1.06 3109.03 724.85 523.96 1.23 3319.76 1710.53 1642.74 3249.96 483.5
