10720	1	.	.	.	.	.	.
10720	2	.	.	.	.	.	.
10720	3	.	.	.	.	.	.
10720	4	6	5	4	4	2	34
10720	5	5	4	4	2	2	34
10720	6	5	3	5	3	5	34
10720	7	.	.	.	.	.	.
10720	8	6	5	3	2	2	34
10720	9	.	.	.	.	.	.
10720	10	.	.	.	.	.	.
10720	11	5	3	5	5	5	34
10720	12	6	2	3	5	5	34
10720	13	6	3	5	3	3	34
10720	14	5	3	4	5	4	34
10720	15	.	.	.	.	.	.
10720	16	4	2	3	4	5	34
10720	17	.	.	.	.	.	.
10720	18	5	2	2	4	5	34
10720	19	2	1	2	5	6	34
10720	20	2	1	2	6	5	34
10720	21	.	.	.	.	.	.
10720	22	5	2	4	3	3	34
10720	23	5	2	3	3	2	34
10720	24	5	1	3	4	4	34
10720	25	5	2	3	4	5	34
10720	26	3	2	2	5	5	34
10720	27	5	2	2	5	5	34
10720	28	3	1	2	5	6	34
10720	29	5	2	2	4	2	34
10720	30	5	1	3	4	2	34
10720	31	5	2	5	3	4	34
10720	32	6	2	5	3	4	34
10720	33	5	2	2	5	5	34
10720	34	6	2	5	3	5	34
10720	35	5	2	3	4	5	34
10720	36	5	2	2	5	5	34
10720	37	5	2	3	4	4	34
10720	38	5	2	4	3	3	34
10720	39	5	2	5	3	3	34
10720	40	6	4	5	3	3	34
10720	41	.	.	.	.	.	.
10720	42	6	1	5	4	2	34
10720	43	3	2	3	4	5	34
10720	44	5	2	5	4	4	34
10720	45	5	1	3	4	4	34
10720	46	4	1	4	3	4	34
10720	47	5	1	3	4	5	34
10720	48	4	1	2	5	5	34
10720	49	6	2	5	3	4	34
10720	50	6	2	3	5	5	34
10720	51	.	.	.	.	.	.
10720	52	5	2	5	3	3	34
10720	53	5	1	3	4	4	34
10720	54	5	2	3	4	4	34
10720	55	4	2	3	4	5	34
10720	56	4	2	3	5	5	34
10720	57	.	.	.	.	.	.
10720	58	4	2	2	4	4	34
10720	59	3	2	3	5	4	34
10720	60	5	2	4	4	4	34
10722	1	.	.	.	.	.	.
10722	2	5	6	6	2	2	50
10722	3	.	.	.	.	.	.
10722	4	.	.	.	.	.	.
10722	5	.	.	.	.	.	.
10722	6	.	.	.	.	.	.
10722	7	.	.	.	.	.	.
10722	8	.	.	.	.	.	.
10722	9	2	2	2	6	6	50
10722	10	.	.	.	.	.	.
10722	11	.	.	.	.	.	.
10722	12	2	2	2	6	5	50
10722	13	.	.	.	.	.	.
10722	14	2	4	2	6	6	50
10722	15	2	2	4	6	6	50
10722	16	.	.	.	.	.	.
10722	17	5	2	2	6	6	50
10722	18	2	2	2	6	6	50
10722	19	2	2	2	6	6	50
10722	20	2	1	2	5	6	50
10722	21	6	4	3	5	6	50
10722	22	2	2	2	6	6	50
10722	23	.	.	.	.	.	.
10722	24	.	.	.	.	.	.
10722	25	.	.	.	.	.	.
10722	26	.	.	.	.	.	.
10722	27	.	.	.	.	.	.
10722	28	.	.	.	.	.	.
10722	29	.	.	.	.	.	.
10722	30	.	.	.	.	.	.
10722	31	6	5	4	2	2	50
10722	32	3	3	2	5	4	50
10722	33	4	3	2	5	4	50
10722	34	5	4	2	5	5	50
10722	35	4	4	6	4	5	50
10722	36	5	2	2	6	4	50
10722	37	2	2	2	6	6	50
10722	38	2	2	2	5	6	50
10722	39	5	5	2	2	2	50
10722	40	.	.	.	.	.	.
10722	41	.	.	.	.	.	.
10722	42	6	5	2	5	4	50
10722	43	6	5	5	3	2	50
10722	44	6	4	4	3	3	50
10722	45	6	5	4	2	2	50
10722	46	6	5	5	2	2	50
10722	47	6	6	5	3	2	50
10722	48	6	5	4	3	3	50
10722	49	.	.	.	.	.	.
10722	50	.	.	.	.	.	.
10722	51	6	6	6	2	2	50
10722	52	6	6	5	3	2	50
10722	53	.	.	.	.	.	.
10722	54	.	.	.	.	.	.
10722	55	7	6	6	2	2	50
10722	56	.	.	.	.	.	.
10722	57	.	.	.	.	.	.
10722	58	.	.	.	.	.	.
10722	59	.	.	.	.	.	.
10722	60	.	.	.	.	.	.
10724	1	2	3	1	6	5	43
10724	2	2	2	1	6	5	43
10724	3	.	.	.	.	.	.
10724	4	2	2	1	5	4	43
10724	5	4	2	1	4	3	43
10724	6	6	4	4	4	2	43
10724	7	4	3	4	4	4	43
10724	8	3	1	2	4	4	43
10724	9	4	2	4	4	4	43
10724	10	4	3	3	3	4	43
10724	11	4	2	3	3	2	43
10724	12	3	3	3	4	3	43
10724	13	4	2	2	4	4	43
10724	14	4	2	3	4	2	43
10724	15	4	3	2	3	2	43
10724	16	5	5	3	4	4	43
10724	17	4	4	3	4	4	43
10724	18	6	4	4	2	4	43
10724	19	6	5	4	3	3	43
10724	20	6	6	5	3	4	43
10724	21	.	.	.	.	.	.
10724	22	.	.	.	.	.	.
10724	23	.	.	.	.	.	.
10724	24	4	4	3	4	4	43
10724	25	5	3	4	4	2	43
10724	26	4	3	3	5	4	43
10724	27	4	4	3	4	2	43
10724	28	4	3	3	4	4	43
10724	29	3	2	3	4	4	43
10724	30	3	3	4	4	4	43
10724	31	.	.	.	.	.	.
10724	32	.	.	.	.	.	.
10724	33	.	3	3	2	3	43
10724	34	4	3	3	3	4	43
10724	35	3	3	3	4	4	43
10724	36	4	3	4	3	4	43
10724	37	4	3	3	5	5	43
10724	38	5	3	3	4	2	43
10724	39	6	3	3	4	3	43
10724	40	4	4	5	1	3	43
10724	41	4	4	2	4	4	43
10724	42	.	.	.	.	.	.
10724	43	4	3	3	4	3	43
10724	44	.	.	.	.	.	.
10724	45	6	5	5	2	2	43
10724	46	5	5	4	2	2	43
10724	47	5	3	5	2	3	43
10724	48	5	4	3	2	4	43
10724	49	6	4	4	3	4	43
10724	50	4	3	4	1	4	43
10724	51	4	4	3	4	4	43
10724	52	4	3	2	4	4	43
10724	53	4	3	3	4	3	43
10724	54	4	3	2	4	4	43
10724	55	5	4	3	4	3	43
10724	56	4	5	3	4	3	43
10724	57	5	2	4	4	3	43
10724	58	4	4	2	4	3	43
10724	59	6	7	2	3	3	43
10724	60	6	4	4	3	4	43
10725	1	4	2	4	2	4	42
10725	2	3	2	4	3	2	42
10725	3	3	1	4	3	3	42
10725	4	5	3	3	2	2	42
10725	5	.	.	.	.	.	.
10725	6	2	1	2	5	1	42
10725	7	3	4	4	2	2	42
10725	8	2	2	3	4	5	42
10725	9	2	2	3	3	5	42
10725	10	.	.	.	.	.	.
10725	11	5	5	4	2	2	42
10725	12	.	.	.	.	.	.
10725	13	.	.	.	.	.	.
10725	14	5	5	6	2	2	42
10725	15	2	2	3	4	2	42
10725	16	4	2	4	2	3	42
10725	17	5	2	5	2	2	42
10725	18	4	2	4	3	2	42
10725	19	.	.	.	.	.	.
10725	20	.	.	.	.	.	.
10725	21	.	.	.	.	.	.
10725	22	.	.	.	.	.	.
10725	23	.	.	.	.	.	.
10725	24	.	.	.	.	.	.
10725	25	.	.	.	.	.	.
10725	26	.	.	.	.	.	.
10725	27	4	2	4	3	2	42
10725	28	4	3	4	3	4	42
10725	29	4	2	4	3	2	42
10725	30	.	.	.	.	.	.
10725	31	4	2	4	2	2	42
10725	32	4	3	5	.	2	42
10725	33	2	1	4	4	5	42
10725	34	5	5	6	2	2	42
10725	35	.	.	.	.	.	.
10725	36	.	.	.	.	.	.
10725	37	4	3	4	2	3	42
10725	38	.	.	.	.	.	.
10725	39	.	.	.	.	.	.
10725	40	.	.	.	.	.	.
10725	41	3	2	4	2	3	42
10725	42	.	.	.	.	.	.
10725	43	.	.	.	.	.	.
10725	44	.	.	.	.	.	.
10725	45	2	2	3	4	3	42
10725	46	4	3	3	2	2	42
10725	47	2	2	2	5	1	42
10725	48	.	.	.	.	.	.
10725	49	3	4	2	3	2	42
10725	50	3	1	2	5	5	42
10725	51	4	4	4	3	2	42
10725	52	4	2	4	2	3	42
10725	53	5	2	4	4	3	42
10725	54	4	3	5	3	4	42
10725	55	4	3	4	3	2	42
10725	56	3	4	3	4	3	42
10725	57	3	3	4	3	3	42
10725	58	.	.	.	.	.	.
10725	59	.	.	.	.	.	.
10725	60	.	.	.	.	.	.
10726	1	6	2	6	1	2	40
10726	2	6	2	6	2	2	40
10726	3	6	4	6	2	2	40
10726	4	6	2	2	2	2	40
10726	5	5	2	3	2	2	40
10726	6	6	2	7	1	2	40
10726	7	.	.	.	.	.	.
10726	8	2	2	2	2	4	40
10726	9	2	2	4	3	4	40
10726	10	2	1	2	4	4	40
10726	11	.	.	.	.	.	.
10726	12	.	.	.	.	.	.
10726	13	.	.	.	.	.	.
10726	14	4	2	6	2	2	40
10726	15	4	1	4	4	4	40
10726	16	6	3	7	2	2	40
10726	17	4	2	4	1	3	40
10726	18	6	5	5	2	2	40
10726	19	4	2	4	4	4	40
10726	20	4	2	2	2	2	40
