10720	.	.	.
10720	.	.	.
10720	.	.	.
10720	6	5	4
10720	5	4	4
10722	.	.	.
10722	5	6	6
10722	.	.	.
10722	.	.	.
10722	.	.	.
10724	2	3	1
10724	2	2	1
10724	.	.	.
10724	2	2	1
10724	4	2	1
10725	4	2	4
10725	3	2	4
10725	3	1	4
10725	5	3	3
10725	.	.	.
10726	6	2	6
10726	6	2	6
10726	6	4	6
10726	6	2	2
10726	5	2	3
10727	1	3	1
10727	1	1	1
10727	1	1	1
10727	1	1	2
10727	1	1	1
10728	.	.	.
10728	.	.	.
10728	.	.	.
10728	.	.	.
10728	3	3	5
10729	.	.	.
10729	3	1	2
10729	5	2	2
10729	4	1	1
10729	6	2	6
10732	6	2	2
10732	1	4	6
10732	5	5	4
10732	4	5	4
10732	5	5	3
10734	4	4	3
10734	1	3	3
10734	2	2	2
10734	2	2	3
10734	2	2	3
10735	.	.	.
10735	6	1	3
10735	2	1	3
10735	2	2	2
10735	6	1	2
10736	3	1	4
10736	4	1	4
10736	1	1	1
10736	4	1	1
10736	1	1	1
10737	5	2	6
10737	5	2	5
10737	4	2	4
10737	4	1	4
10737	4	2	3
10738	.	.	.
10738	5	1	7
10738	7	5	7
10738	.	.	.
10738	1	4	3
10739	1	1	1
10739	2	3	1
10739	4	3	2
10739	5	4	4
10739	5	5	4
10740	1	1	1
10740	.	.	.
10740	2	1	1
10740	1	1	1
10740	1	.	1
10741	5	1	4
10741	7	1	4
10741	4	1	4
10741	1	1	1
10741	.	1	1
10742	1	1	1
10742	1	1	1
10742	1	1	1
10742	1	1	1
10742	1	1	1
10744	.	.	.
10744	1	1	1
10744	4	1	1
10744	4	1	3
10744	4	1	4
10746	.	.	.
10746	2	1	4
10746	.	.	.
10746	1	1	1
10746	4	1	2
10747	3	1	.
10747	.	.	.
10747	.	.	.
10747	.	.	.
10747	5	1	1
10748	3	4	1
10748	4	1	1
10748	.	.	.
10748	3	3	1
10748	4	1	1
10750	.	.	.
10750	.	.	.
10750	.	.	.
10750	5	5	5
10750	4	5	5
10751	6	4	4
10751	3	1	4
10751	2	1	3
10751	.	.	.
10751	.	.	.
10753	1	1	4
10753	.	.	.
10753	.	.	.
10753	4	1	4
10753	.	.	.
10754	1	1	1
10754	1	1	1
10754	1	1	1
10754	1	1	1
10754	1	1	1
10755	1	1	1
10755	1	1	1
10755	1	1	1
10755	1	1	1
10755	1	1	1
10756	3	2	4
10756	5	5	4
10756	2	2	2
10756	1	2	1
10756	1	1	1
10757	1	1	1
10757	1	1	1
10757	1	1	1
10757	1	1	1
10757	3	1	1
10758	.	.	.
10758	1	.	1
10758	1	1	1
10758	1	1	1
10758	.	.	.
10759	6	2	4
10759	6	4	4
10759	6	2	4
10759	6	3	5
10759	4	2	2
10760	.	.	.
10760	7	5	7
10760	6	4	6
10760	5	2	5
10760	6	2	5
10761	5	2	3
10761	6	5	6
10761	3	2	2
10761	4	2	3
10761	6	2	5
10762	6	4	4
10762	.	.	.
10762	5	4	4
10762	4	3	3
10762	5	2	4
10763	5	2	4
10763	2	2	2
10763	5	2	4
10763	4	1	1
10763	7	5	7
10764	4	4	5
10764	4	2	3
10764	2	1	4
10764	2	1	1
10764	3	1	3
10765	4	2	2
10765	2	2	2
10765	2	1	1
10765	2	2	1
10765	2	1	.
10766	.	.	.
10766	.	.	.
10766	.	.	.
10766	1	1	2
10766	1	1	2
10768	3	1	2
10768	1	1	1
10768	1	1	1
10768	3	1	5
10768	1	1	2
10769	2	2	1
10769	.	.	.
10769	2	2	1
10769	1	1	1
10769	.	.	.
10770	5	1	1
10770	5	4	4
10770	3	1	1
10770	4	1	1
10770	4	1	1
10771	.	.	.
10771	.	.	.
10771	7	1	4
10771	1	1	1
10771	1	1	1
10772	7	6	6
10772	7	6	7
10772	7	5	7
10772	7	3	6
10772	6	2	4
10773	5	1	6
10773	4	2	4
10773	4	1	2
10773	5	1	2
10773	3	1	4
10774	2	1	2
10774	3	1	1
10774	.	.	.
10774	1	1	1
10774	1	2	1
10775	4	2	2
10775	6	4	2
10775	2	3	3
10775	6	5	3
10775	3	1	1
10776	6	3	3
10776	4	1	2
10776	2	1	1
10776	3	2	3
10776	7	6	7
10777	3	3	2
10777	6	6	5
10777	7	6	5
10777	3	2	2
10777	3	2	2
10778	6	4	2
10778	7	2	3
10778	7	2	2
10778	6	1	2
10778	5	6	2
10779	6	1	2
10779	6	5	2
10779	6	3	6
10779	1	1	2
10779	1	1	2
10780	.	.	.
10780	.	.	.
10780	7	3	6
10780	7	6	3
10780	6	3	6
10781	.	.	.
10781	.	.	.
10781	6	2	3
10781	6	1	2
10781	6	1	4
10782	6	1	4
10782	5	3	1
10782	5	1	1
10782	3	1	1
10782	2	1	3
10783	6	1	5
10783	4	2	5
10783	4	3	4
10783	6	6	5
10783	1	3	3
10784	1	1	3
10784	6	1	5
10784	5	1	4
10784	1	2	3
10784	7	5	7
10785	.	.	.
10785	5	1	4
10785	1	1	1
10785	4	1	1
10785	6	1	3
10786	.	.	.
10786	.	.	.
10786	.	.	.
10786	7	1	3
10786	4	1	2
10787	5	2	3
10787	4	2	4
10787	2	2	4
10787	.	.	.
10787	1	1	2
10790	7	4	5
10790	6	4	3
10790	2	2	4
10790	3	2	3
10790	1	1	2
10791	5	1	1
10791	5	2	2
10791	5	1	3
10791	5	3	2
10791	3	1	4
10792	4	1	7
10792	3	1	6
10792	6	1	6
10792	1	1	4
10792	4	1	5
10793	6	5	3
10793	6	4	3
10793	6	6	6
10793	.	.	.
10793	6	5	2
10794	5	5	5
10794	3	2	4
10794	.	.	.
10794	.	.	.
10794	3	5	2
10795	.	.	.
10795	.	.	.
10795	2	1	2
10795	3	4	5
10795	6	3	5
10796	.	.	.
10796	.	.	.
10796	1	1	1
10796	1	1	1
10796	4	1	1
10797	1	2	2
10797	1	2	2
10797	2	2	5
10797	1	2	2
10797	.	.	.
10799	6	1	3
10799	4	1	3
10799	.	.	.
10799	7	1	3
10799	6	1	6
10800	2	1	1
10800	1	1	1
10800	.	.	.
10800	4	1	5
10800	.	.	.
10801	.	.	.
10801	1	2	4
10801	1	2	1
10801	.	.	.
10801	1	1	4
10802	5	1	5
10802	5	1	2
10802	3	1	1
10802	1	1	1
10802	1	1	1
10803	6	3	4
10803	7	1	6
10803	6	1	1
10803	6	1	2
10803	6	1	2
10804	1	1	1
10804	3	1	2
10804	4	1	4
10804	1	1	1
10804	1	1	1
10805	6	5	4
10805	7	5	5
10805	6	4	3
10805	1	2	1
10805	1	1	1
10806	.	.	.
10806	.	.	.
10806	.	.	.
10806	.	.	.
10806	.	.	.
10807	.	.	.
10807	2	1	2
10807	2	1	2
10807	2	1	2
10807	2	1	2
10808	.	.	.
10808	5	2	6
10808	6	5	5
10808	5	4	5
10808	6	3	5
10809	3	2	3
10809	4	2	3
10809	3	3	4
10809	2	2	3
10809	2	2	2
10810	.	.	.
10810	4	4	4
10810	.	.	.
10810	2	2	2
10810	.	.	.
10811	4	2	1
10811	3	1	1
10811	5	1	2
10811	6	2	3
10811	.	.	.
10812	.	.	.
10812	5	1	1
10812	2	1	1
10812	1	1	1
10812	3	1	1
10813	4	5	4
10813	7	7	1
10813	1	1	6
10813	.	.	.
10813	1	1	4
10814	2	1	1
10814	.	.	.
10814	1	1	1
10814	1	1	1
10814	1	1	1
10815	7	4	6
10815	6	2	5
10815	7	5	6
10815	4	3	5
10815	1	3	3
10816	4	2	1
10816	2	1	2
10816	2	1	4
10816	2	1	1
10816	3	1	1
10817	.	.	.
10817	.	.	.
10817	6	5	4
10817	.	.	.
10817	4	3	3
10818	4	4	3
10818	.	4	5
10818	5	3	4
10818	2	1	3
10818	4	2	3
10819	.	.	.
10819	.	.	.
10819	2	1	4
10819	2	2	2
10819	1	1	3
10820	1	1	2
10820	1	1	2
10820	5	5	3
10820	.	.	.
10820	4	2	5
10821	.	.	.
10821	4	5	4
10821	3	2	2
10821	1	2	1
10821	1	2	1
10822	3	1	2
10822	3	1	2
10822	1	1	1
10822	1	2	5
10822	3	1	2
10823	.	.	.
10823	6	1	4
10823	1	1	1
10823	4	1	1
10823	1	1	1
10824	2	2	5
10824	1	1	2
10824	1	1	2
10824	1	1	4
10824	1	1	2
10826	.	.	.
10826	4	1	2
10826	4	1	2
10826	3	1	1
10826	1	1	2
10827	.	.	.
10827	.	.	.
10827	1	1	.
10827	3	4	4
10827	2	1	2
10828	6	7	7
10828	2	2	7
10828	.	.	.
10828	1	1	4
10828	1	1	6
10829	6	1	3
10829	7	2	5
10829	3	1	2
10829	3	2	2
10829	6	1	3
10830	.	.	.
10830	.	.	.
10830	1	1	1
10830	.	.	.
10830	5	1	3
10831	.	.	.
10831	3	5	4
10831	5	5	5
10831	5	4	3
10831	4	3	5
10832	2	2	3
10832	3	2	2
10832	2	2	2
10832	2	2	2
10832	3	2	4
10833	2	2	2
10833	1	1	2
10833	.	.	.
10833	.	.	.
10833	1	1	2
10834	2	1	1
10834	1	1	1
10834	1	1	1
10834	1	1	1
10834	1	1	1
10835	1	1	1
10835	1	1	1
10835	1	1	1
10835	1	1	1
10835	.	.	.
10836	5	4	5
10836	6	5	5
10836	6	4	5
10836	4	5	3
10836	2	1	2
10837	.	.	.
10837	.	.	.
10837	1	2	2
10837	2	2	3
10837	1	1	2
10838	.	.	.
10838	4	1	4
10838	1	1	1
10838	3	1	1
10838	4	1	1
10839	2	3	3
10839	5	5	2
10839	2	3	2
10839	1	2	1
10839	.	.	.
10840	5	5	6
10840	5	3	3
10840	3	2	3
10840	2	2	2
10840	3	2	3
10841	.	.	.
10841	3	2	3
10841	1	1	2
10841	.	.	.
10841	1	1	1
10842	2	1	4
10842	1	1	1
10842	2	1	5
10842	1	1	5
10842	1	1	1
10843	4	1	1
10843	3	1	1
10843	4	1	1
10843	.	.	.
10843	3	1	1
10844	.	.	.
10844	.	.	.
10844	4	1	1
10844	1	1	1
10844	.	.	.
10845	4	3	2
10845	5	1	1
10845	4	1	1
10845	4	1	1
10845	5	1	1
10846	5	5	5
10846	.	.	.
10846	5	3	5
10846	1	1	2
10846	1	1	2
10847	5	5	4
10847	2	1	1
10847	2	1	2
10847	2	1	1
10847	3	1	1
10848	3	1	1
10848	3	1	1
10848	.	.	.
10848	3	1	1
10848	2	1	1
10849	6	6	6
10849	4	4	5
10849	5	3	4
10849	.	.	.
10849	4	3	4
10850	4	2	2
10850	6	4	5
10850	2	2	2
10850	4	2	3
10850	2	2	1
10851	3	1	1
10851	5	1	1
10851	1	1	1
10851	3	1	1
10851	2	1	1
10852	.	.	.
10852	1	1	4
10852	2	1	3
10852	4	1	3
10852	1	1	2
10853	7	1	3
10853	6	2	5
10853	.	.	.
10853	7	1	4
10853	2	1	1
10854	.	.	.
10854	1	1	2
10854	4	1	1
10854	1	1	1
10854	3	1	1
10855	1	2	2
10855	6	5	2
10855	2	4	2
10855	4	4	2
10855	2	2	2
10856	1	1	3
10856	1	2	2
10856	1	2	2
10856	1	1	2
10856	1	1	2
10857	2	2	1
10857	5	1	1
10857	2	2	1
10857	7	2	5
10857	6	3	3
10858	.	.	.
10858	.	.	.
10858	.	.	.
10858	6	4	5
10858	.	.	.
10859	6	2	6
10859	2	1	2
10859	1	1	2
10859	2	1	4
10859	.	2	3
