w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 0 0.021 0.043 0.039 0.079 0.041 0.016 0.053 0.038 NA 0 0.026 0.043 0.028 0 0.053 0.09 0.058 0.197 0.115 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 0 0.022 0.046 0.039 0.076 0.041 0.016 0.053 0.037 NA 0 0.026 0.043 0.028 0 0.053 0.091 0.06 0.198 0.116 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 0 0.024 0.051 0.036 0.049 0.031 0.012 0.043 0.025 NA 0 0.04 0.065 0.044 0.128 0.078 0.157 0.112 0.236 NA 0.014 0.031 0.081 0.04 NA NA NA NA NA NA
cuts_long_bayes_r1 0 0.024 0.051 0.035 0.049 0.031 0.012 0.043 0.025 NA 0 0.04 0.064 0.045 0.131 0.08 0.159 0.112 0.232 NA 0.014 0.032 0.08 0.04 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 0 0.024 0.049 0.035 0.044 0.03 0.011 0.042 0.025 0.037 NA NA NA NA 0.129 0.079 0.157 0.111 NA NA 0.251 0.095 0.379 0.186 0.138 0.29 0.176 0.205 0.112 0.229
tso_long_bayes_r1 0 0.023 0.048 0.035 0.044 0.03 0.011 0.041 0.025 0.036 NA NA NA NA 0.108 0.069 0.135 0.096 NA NA 0.259 0.096 0.384 0.193 0.143 0.298 0.18 0.213 0.116 0.238
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 0 0.036 0.094 0.037 0.056 0.039 0.018 0.094 0.036 NA 0 0.019 0.034 0.028 0 0.043 0.077 0.063 0.26 0.133 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 0 0.036 0.095 0.038 0.055 0.039 0.017 0.093 0.036 NA 0 0.02 0.035 0.03 0 0.045 0.079 0.067 0.261 0.134 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 0 0.025 0.062 0.039 0.046 0.032 0.011 0.047 0.023 NA 0 0.041 0.064 0.047 0.14 0.079 0.165 0.128 0.279 NA 0.023 0.038 0.101 0.053 NA NA NA NA NA NA
cuts_long_bayes_r2 0 0.025 0.062 0.038 0.045 0.032 0.011 0.047 0.023 NA 0 0.041 0.066 0.049 0.14 0.08 0.165 0.126 0.277 NA 0.023 0.038 0.1 0.054 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 0 0.025 0.059 0.038 0.04 0.031 0.011 0.044 0.023 0.036 NA NA NA NA 0.143 0.082 0.169 0.128 NA NA 0.309 0.102 0.43 0.245 0.156 0.341 0.189 0.26 0.132 0.281
tso_long_bayes_r2 0 0.024 0.06 0.039 0.041 0.031 0.011 0.043 0.023 0.034 NA NA NA NA 0.119 0.072 0.144 0.107 NA NA 0.303 0.1 0.426 0.243 0.155 0.338 0.187 0.257 0.133 0.28
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 0 0.024 0.055 0.041 0.071 0.041 0.016 0.061 0.036 NA 0 0.018 0.03 0.023 0 0.041 0.071 0.054 0.29 0.141 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 0 0.024 0.055 0.04 0.068 0.039 0.016 0.06 0.036 NA 0 0.017 0.032 0.023 0 0.042 0.076 0.055 0.289 0.142 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
