w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 0 0.015 0.035 0.024 0.09 0.036 0.012 0.054 0.026 NA 0 0.095 0.234 0.143 0.08 0.047 0.105 0.069 0.102 NA 0.051 0.023 0.089 0.043 NA NA NA NA NA NA
cuts_long_bayes_r1 0 0.016 0.036 0.024 0.09 0.036 0.012 0.054 0.026 NA 0 0.098 0.24 0.146 0.083 0.047 0.11 0.073 0.105 NA 0.052 0.023 0.09 0.042 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 0 0.016 0.035 0.023 0.089 0.037 0.012 0.054 0.026 0.032 NA NA NA NA 0.085 0.049 0.115 0.074 NA NA 0.113 0.036 0.198 0.085 0.05 0.13 0.067 0.082 0.043 0.109
tso_long_bayes_r1 0 0.015 0.036 0.024 0.09 0.036 0.012 0.053 0.026 0.032 NA NA NA NA 0.09 0.051 0.12 0.075 NA NA 0.112 0.036 0.199 0.084 0.048 0.13 0.067 0.082 0.042 0.108
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 0 0.015 0.033 0.022 0.092 0.035 0.012 0.051 0.026 NA 0 0.161 0.319 0.252 0.078 0.053 0.103 0.074 0.08 NA 0.049 0.024 0.075 0.042 NA NA NA NA NA NA
cuts_long_bayes_r2 0 0.015 0.033 0.022 0.093 0.035 0.012 0.052 0.026 NA 0 0.167 0.325 0.256 0.077 0.053 0.101 0.074 0.082 NA 0.049 0.024 0.074 0.042 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 0 0.015 0.033 0.022 0.093 0.036 0.012 0.052 0.026 0.032 NA NA NA NA 0.084 0.057 0.109 0.08 NA NA 0.103 0.045 0.174 0.09 0.056 0.113 0.073 0.078 0.053 0.108
tso_long_bayes_r2 0 0.015 0.033 0.022 0.094 0.035 0.012 0.051 0.027 0.032 NA NA NA NA 0.087 0.06 0.13 0.085 NA NA 0.102 0.045 0.175 0.09 0.056 0.114 0.073 0.08 0.053 0.108
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
