w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 0 0.01 0.023 0.015 0.037 0.019 0.007 0.027 0.014 NA 0 0.009 0.019 0.014 0 0.039 0.079 0.056 0.163 0.107 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 0 0.01 0.023 0.015 0.036 0.019 0.007 0.027 0.014 NA 0 0.011 0.02 0.015 0 0.043 0.083 0.06 0.165 0.106 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 0 0.01 0.022 0.015 0.036 0.019 0.007 0.027 0.014 NA 0 0.01 0.021 0.015 0.095 0.049 0.122 0.075 0.166 NA 0.001 0.001 0.004 0.002 NA NA NA NA NA NA
cuts_long_bayes_r1 0 0.01 0.022 0.015 0.036 0.019 0.007 0.027 0.014 NA 0 0.01 0.021 0.015 0.108 0.054 0.137 0.085 0.163 NA 0.001 0.001 0.003 0.002 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 0 0.01 0.022 0.015 0.036 0.019 0.007 0.027 0.014 0.016 NA NA NA NA 0.108 0.055 0.138 0.086 NA NA 0.184 0.047 0.301 0.116 0.093 0.234 0.118 0.145 0.073 0.186
tso_long_bayes_r1 0 0.01 0.022 0.015 0.036 0.019 0.007 0.027 0.014 0.016 NA NA NA NA 0.108 0.055 0.138 0.086 NA NA 0.185 0.048 0.303 0.116 0.093 0.235 0.119 0.145 0.074 0.186
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 0 0.01 0.022 0.015 0.037 0.019 0.007 0.026 0.014 NA 0 0.008 0.018 0.013 0 0.037 0.079 0.056 0.205 0.119 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 0 0.01 0.022 0.015 0.037 0.019 0.007 0.027 0.014 NA 0 0.009 0.019 0.014 0 0.042 0.082 0.06 0.202 0.117 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 0 0.01 0.022 0.015 0.037 0.019 0.007 0.026 0.014 NA 0 0.009 0.02 0.014 0.12 0.06 0.157 0.098 0.202 NA 0.002 0.001 0.003 0.001 NA NA NA NA NA NA
cuts_long_bayes_r2 0 0.01 0.022 0.015 0.037 0.019 0.007 0.027 0.014 NA 0 0.009 0.02 0.014 0.116 0.059 0.152 0.094 0.201 NA 0.002 0.001 0.003 0.001 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 0 0.01 0.022 0.015 0.037 0.019 0.007 0.027 0.014 0.015 NA NA NA NA 0.124 0.063 0.163 0.101 NA NA 0.225 0.058 0.39 0.151 0.113 0.295 0.149 0.183 0.093 0.241
tso_long_bayes_r2 0 0.01 0.022 0.015 0.037 0.019 0.007 0.027 0.014 0.016 NA NA NA NA 0.112 0.057 0.148 0.092 NA NA 0.226 0.058 0.391 0.151 0.113 0.295 0.149 0.183 0.092 0.241
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 0 0.01 0.022 0.015 0.036 0.019 0.006 0.027 0.013 NA 0 0.009 0.02 0.014 0 0.038 0.08 0.057 0.157 0.102 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 0 0.01 0.022 0.015 0.036 0.019 0.006 0.027 0.014 NA 0 0.011 0.022 0.015 0 0.042 0.084 0.06 0.156 0.104 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
