w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 0 0.012 0.021 0.014 0.08 0.03 0.009 0.044 0.022 NA 0 0.211 0.148 0.102 0 0.397 0.279 0.192 0.044 0.048 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 0 0.01 0.021 0.014 0.06 0.022 0.008 0.034 0.017 NA 0 0.067 0.146 0.095 0.088 0.049 0.11 0.072 0.116 NA 0.046 0.021 0.07 0.035 NA NA NA NA NA NA
cuts_long_bayes_r1 0 0.01 0.022 0.014 0.06 0.021 0.008 0.034 0.017 NA 0 0.069 0.145 0.096 0.089 0.05 0.114 0.075 0.117 NA 0.046 0.02 0.067 0.035 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 0 0.01 0.021 0.014 0.061 0.021 0.008 0.035 0.017 0.021 NA NA NA NA 0.093 0.052 0.116 0.076 NA NA 0.13 0.039 0.205 0.088 0.057 0.147 0.075 0.092 0.047 0.117
tso_long_bayes_r1 0 0.01 0.022 0.015 0.06 0.021 0.008 0.035 0.017 0.021 NA NA NA NA 0.103 0.055 0.13 0.083 NA NA 0.131 0.04 0.214 0.089 0.059 0.15 0.077 0.094 0.049 0.121
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r2 0 0.009 0.02 0.014 0.077 0.025 0.009 0.044 0.022 NA 0 1.803 3.336 1.763 0 3.646 6.744 3.566 0.014 0.026 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 0 0.01 0.021 0.014 0.062 0.022 0.008 0.033 0.017 NA 0 0.096 0.223 0.146 0.084 0.047 0.109 0.073 0.101 NA 0.053 0.015 0.077 0.042 NA NA NA NA NA NA
cuts_long_bayes_r2 0 0.009 0.021 0.014 0.062 0.022 0.008 0.033 0.017 NA 0 0.097 0.221 0.144 0.084 0.049 0.114 0.076 0.097 NA 0.054 0.015 0.076 0.041 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 0 0.01 0.021 0.014 0.062 0.022 0.008 0.033 0.017 0.021 NA NA NA NA 0.088 0.05 0.117 0.077 NA NA 0.119 0.037 0.207 0.091 0.053 0.136 0.078 0.087 0.05 0.117
tso_long_bayes_r2 0 0.01 0.021 0.015 0.061 0.022 0.008 0.033 0.017 0.021 NA NA NA NA 0.097 0.054 0.129 0.084 NA NA 0.118 0.038 0.216 0.093 0.055 0.138 0.08 0.089 0.051 0.121
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
