w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 0 0.011 0.024 0.016 0.062 0.024 0.009 0.038 0.018 NA 0 0.075 0.204 0.116 0.078 0.044 0.11 0.067 0.084 NA 0.041 0.016 0.076 0.033 NA NA NA NA NA NA
cuts_long_ml_r1 0 0.011 0.024 0.016 0.062 0.024 0.009 0.038 0.018 NA 0 0.075 0.203 0.116 0.078 0.044 0.11 0.067 0.084 NA 0.041 0.016 0.076 0.033 NA NA NA NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 0 0.011 0.024 0.016 0.062 0.024 0.009 0.038 0.018 0.021 NA NA NA NA 0.078 0.044 0.11 0.067 NA NA 0.086 0.027 0.171 0.063 0.039 0.106 0.056 0.06 0.032 0.089
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r2 0 0.011 0.024 0.015 0.081 0.031 0.01 0.055 0.023 NA 0 0.601 0.592 0.189 0 1.257 1.239 0.395 0.02 0.036 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r2 0 0.01 0.023 0.016 0.066 0.025 0.009 0.038 0.018 NA 0 0.062 0.12 0.084 0.081 0.048 0.102 0.066 0.097 NA 0.035 0.018 0.06 0.031 NA NA NA NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 0 0.01 0.024 0.015 0.088 0.034 0.009 0.049 0.021 NA 0 0.774 0.3 0.191 0 1.486 0.576 0.368 0.022 0.037 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 0 0.01 0.024 0.015 0.088 0.033 0.009 0.049 0.021 NA 0 0.744 0.293 0.187 0 1.429 0.563 0.359 0.023 0.037 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 0 0.01 0.021 0.014 0.068 0.024 0.008 0.035 0.018 NA 0 0.07 0.129 0.082 0.085 0.048 0.096 0.061 0.104 NA 0.043 0.017 0.054 0.023 NA NA NA NA NA NA
cuts_long_ml_r3 0 0.01 0.021 0.014 0.068 0.024 0.008 0.035 0.018 NA 0 0.07 0.129 0.082 0.085 0.048 0.096 0.061 0.104 NA 0.043 0.017 0.054 0.023 NA NA NA NA NA NA
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 0 0.01 0.021 0.014 0.068 0.024 0.008 0.035 0.018 0.021 NA NA NA NA 0.085 0.048 0.096 0.061 NA NA 0.103 0.033 0.13 0.052 0.048 0.1 0.055 0.063 0.034 0.071
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r4 0 0.014 0.031 0.016 0.084 0.035 0.013 0.075 0.024 NA 0 141.359 126.657 9.55 0 292.02 261.647 19.729 0.003 0.033 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 0 0.011 0.024 0.016 0.065 0.026 0.009 0.038 0.019 NA 0 0.063 0.129 0.101 0.088 0.046 0.1 0.074 0.112 NA 0.048 0.017 0.06 0.033 NA NA NA NA NA NA
cuts_long_ml_r4 0 0.011 0.024 0.016 0.065 0.026 0.009 0.038 0.019 NA 0 0.063 0.129 0.101 0.088 0.046 0.1 0.074 0.112 NA 0.048 0.017 0.06 0.033 NA NA NA NA NA NA
cuts_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
