w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r1 0 0.009 0.016 0.01 0.091 0.03 0.008 0.032 0.018 NA 0 0.149 0.451 0.491 0 0.293 0.891 0.967 0.056 0.04 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 0 0.007 0.016 0.011 0.047 0.017 0.006 0.025 0.013 NA 0 0.068 0.151 0.108 0.088 0.049 0.112 0.076 0.112 NA 0.049 0.018 0.058 0.034 NA NA NA NA NA NA
cuts_long_bayes_r1 0 0.007 0.015 0.01 0.047 0.017 0.006 0.026 0.013 NA 0 0.067 0.147 0.103 0.089 0.048 0.109 0.075 0.114 NA 0.049 0.018 0.059 0.034 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 0 0.007 0.015 0.011 0.047 0.017 0.006 0.026 0.013 0.014 NA NA NA NA 0.095 0.051 0.117 0.08 NA NA 0.128 0.038 0.192 0.09 0.059 0.14 0.072 0.092 0.049 0.118
tso_long_bayes_r1 0 0.007 0.016 0.01 0.048 0.017 0.006 0.026 0.013 0.015 NA NA NA NA 0.073 0.044 0.085 0.064 NA NA 0.126 0.039 0.191 0.092 0.059 0.137 0.073 0.091 0.049 0.118
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 0 0.007 0.016 0.011 0.046 0.018 0.006 0.026 0.014 NA 0 0.08 0.194 0.121 0.074 0.044 0.104 0.064 0.086 NA 0.044 0.018 0.081 0.034 NA NA NA NA NA NA
cuts_long_bayes_r2 0 0.007 0.016 0.011 0.047 0.017 0.006 0.027 0.013 NA 0 0.083 0.198 0.128 0.077 0.045 0.105 0.065 0.086 NA 0.045 0.019 0.079 0.034 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 0 0.007 0.016 0.011 0.047 0.018 0.006 0.027 0.014 0.015 NA NA NA NA 0.081 0.046 0.107 0.067 NA NA 0.095 0.032 0.175 0.068 0.046 0.11 0.06 0.066 0.038 0.091
tso_long_bayes_r2 0 0.007 0.016 0.011 0.047 0.018 0.006 0.026 0.014 0.015 NA NA NA NA 0.089 0.047 0.111 0.072 NA NA 0.096 0.032 0.176 0.068 0.045 0.111 0.06 0.067 0.038 0.092
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
