w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 0 0.01 0.024 0.016 0.018 0.012 0.004 0.018 0.01 NA 0 0.005 0.01 0.007 0 0.019 0.04 0.028 0.333 0.153 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 0 0.01 0.024 0.016 0.018 0.012 0.004 0.018 0.009 NA 0 0.006 0.01 0.008 0 0.024 0.043 0.032 0.336 0.153 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 0 0.011 0.024 0.016 0.018 0.012 0.005 0.018 0.009 NA 0 0.005 0.011 0.007 0.141 0.071 0.184 0.112 0.333 NA 0.001 0 0.002 0.001 NA NA NA NA NA NA
cuts_long_bayes_r1 0 0.01 0.024 0.015 0.018 0.012 0.004 0.018 0.01 NA 0 0.005 0.011 0.007 0.168 0.085 0.22 0.133 0.337 NA 0.001 0 0.002 0.001 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 0 0.01 0.024 0.015 0.018 0.012 0.004 0.018 0.01 0.013 NA NA NA NA 0.155 0.078 0.203 0.123 NA NA 0.366 0.093 0.627 0.229 0.184 0.478 0.241 0.289 0.145 0.378
tso_long_bayes_r1 0 0.01 0.023 0.016 0.017 0.012 0.004 0.018 0.009 0.013 NA NA NA NA 0.116 0.059 0.153 0.092 NA NA 0.363 0.092 0.623 0.227 0.182 0.475 0.239 0.287 0.144 0.376
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 0 0.01 0.024 0.016 0.018 0.012 0.004 0.018 0.009 NA 0 0.005 0.01 0.007 0 0.02 0.041 0.029 0.285 0.142 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 0 0.01 0.024 0.016 0.018 0.012 0.004 0.018 0.009 NA 0 0.006 0.011 0.008 0 0.025 0.046 0.034 0.287 0.141 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 0 0.01 0.024 0.016 0.018 0.012 0.004 0.017 0.01 NA 0 0.005 0.011 0.008 0.133 0.067 0.174 0.107 0.284 NA 0.001 0 0.001 0.001 NA NA NA NA NA NA
cuts_long_bayes_r2 0 0.01 0.024 0.016 0.017 0.012 0.004 0.018 0.009 NA 0 0.005 0.011 0.008 0.143 0.072 0.186 0.115 0.286 NA 0.001 0 0.001 0.001 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 0 0.01 0.024 0.016 0.018 0.013 0.004 0.017 0.01 0.013 NA NA NA NA 0.144 0.072 0.187 0.116 NA NA 0.312 0.079 0.529 0.201 0.157 0.406 0.204 0.25 0.126 0.325
tso_long_bayes_r2 0 0.01 0.024 0.016 0.018 0.012 0.004 0.017 0.009 0.014 NA NA NA NA 0.115 0.058 0.15 0.093 NA NA 0.312 0.079 0.529 0.2 0.156 0.405 0.203 0.249 0.125 0.324
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 0 0.01 0.022 0.015 0.018 0.013 0.005 0.017 0.009 NA 0 0.005 0.011 0.008 0 0.024 0.05 0.035 0.239 0.129 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 0 0.01 0.022 0.015 0.018 0.013 0.005 0.017 0.009 NA 0 0.007 0.013 0.009 0 0.029 0.055 0.04 0.241 0.129 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
