w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 0 0.017 0.037 0.026 0.066 0.03 0.011 0.044 0.023 NA 0 0.016 0.033 0.023 0 0.066 0.138 0.096 0.195 0.116 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 0 0.017 0.037 0.026 0.066 0.03 0.011 0.044 0.023 NA 0 0.017 0.032 0.024 0 0.071 0.136 0.1 0.194 0.116 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 0 0.017 0.037 0.026 0.067 0.03 0.011 0.044 0.023 NA 0 0.018 0.035 0.025 0.116 0.06 0.152 0.094 0.199 NA 0.005 0.004 0.008 0.005 NA NA NA NA NA NA
cuts_long_bayes_r1 0 0.017 0.037 0.025 0.065 0.03 0.011 0.044 0.023 NA 0 0.018 0.033 0.024 0.111 0.057 0.144 0.089 0.194 NA 0.005 0.004 0.008 0.005 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 0 0.017 0.036 0.025 0.066 0.029 0.011 0.044 0.024 0.034 NA NA NA NA 0.122 0.063 0.158 0.098 NA NA 0.215 0.058 0.364 0.14 0.109 0.276 0.142 0.171 0.088 0.222
tso_long_bayes_r1 0 0.017 0.037 0.025 0.067 0.03 0.011 0.044 0.023 0.033 NA NA NA NA 0.103 0.054 0.133 0.083 NA NA 0.217 0.058 0.369 0.141 0.11 0.279 0.143 0.172 0.088 0.224
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 0 0.017 0.038 0.026 0.066 0.03 0.011 0.043 0.023 NA 0 0.017 0.035 0.025 0 0.068 0.144 0.102 0.169 0.108 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 0 0.017 0.038 0.026 0.067 0.03 0.011 0.043 0.023 NA 0 0.018 0.037 0.026 0 0.072 0.149 0.109 0.169 0.109 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 0 0.017 0.038 0.026 0.065 0.03 0.011 0.043 0.023 NA 0 0.017 0.037 0.026 0.108 0.053 0.139 0.088 0.173 NA 0.004 0.001 0.004 0.003 NA NA NA NA NA NA
cuts_long_bayes_r2 0 0.017 0.038 0.026 0.065 0.03 0.011 0.043 0.023 NA 0 0.017 0.036 0.026 0.099 0.049 0.127 0.079 0.169 NA 0.005 0.001 0.004 0.003 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 0 0.017 0.038 0.025 0.065 0.03 0.011 0.044 0.023 0.033 NA NA NA NA 0.112 0.055 0.143 0.09 NA NA 0.188 0.046 0.307 0.121 0.09 0.236 0.116 0.147 0.072 0.189
tso_long_bayes_r2 0 0.017 0.037 0.026 0.066 0.031 0.011 0.043 0.023 0.032 NA NA NA NA 0.093 0.046 0.118 0.075 NA NA 0.187 0.046 0.308 0.12 0.09 0.236 0.116 0.147 0.072 0.189
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 0 0.016 0.034 0.024 0.071 0.03 0.011 0.042 0.022 NA 0 0.016 0.034 0.024 0 0.068 0.141 0.099 0.182 0.111 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 0 0.016 0.034 0.024 0.071 0.03 0.011 0.042 0.022 NA 0 0.018 0.036 0.026 0 0.072 0.147 0.105 0.18 0.112 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
