w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 0 0.044 0.104 0.069 0.071 0.05 0.019 0.08 0.042 NA 0 0.023 0.042 0.033 0 0.044 0.082 0.064 0.231 0.127 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 0 0.044 0.104 0.069 0.071 0.05 0.019 0.08 0.042 NA 0 0.023 0.042 0.033 0 0.044 0.082 0.064 0.23 0.127 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 0 0.033 0.078 0.051 0.061 0.042 0.015 0.066 0.032 NA 0 0.036 0.063 0.054 0.131 0.072 0.163 0.111 0.242 NA 0.04 0.02 0.057 0.045 NA NA NA NA NA NA
cuts_long_ml_r1 0 0.033 0.078 0.051 0.061 0.042 0.015 0.066 0.032 NA 0 0.036 0.063 0.054 0.131 0.072 0.163 0.111 0.242 NA 0.04 0.02 0.057 0.045 NA NA NA NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 0 0.033 0.078 0.051 0.062 0.043 0.015 0.066 0.032 0.051 NA NA NA NA 0.131 0.072 0.163 0.111 NA NA 0.241 0.074 0.378 0.175 0.122 0.289 0.154 0.19 0.1 0.239
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 0 0.054 0.11 0.082 0.075 0.058 0.022 0.077 0.044 NA 0 0.024 0.046 0.03 0 0.06 0.116 0.076 0.253 0.134 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 0 0.054 0.11 0.082 0.075 0.058 0.022 0.077 0.044 NA 0 0.024 0.045 0.03 0 0.059 0.115 0.076 0.253 0.134 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 0 0.038 0.087 0.059 0.065 0.049 0.017 0.065 0.034 NA 0 0.039 0.073 0.048 0.138 0.078 0.184 0.107 0.271 NA 0.049 0.026 0.077 0.036 NA NA NA NA NA NA
cuts_long_ml_r2 0 0.038 0.087 0.059 0.065 0.049 0.017 0.065 0.034 NA 0 0.039 0.073 0.048 0.138 0.078 0.184 0.107 0.271 NA 0.049 0.026 0.077 0.036 NA NA NA NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 0 0.039 0.087 0.059 0.065 0.049 0.017 0.065 0.034 0.051 NA NA NA NA 0.138 0.078 0.184 0.107 NA NA 0.271 0.085 0.48 0.162 0.138 0.342 0.185 0.194 0.105 0.261
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
