w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 0 0.019 0.042 0.027 0.02 0.017 0.007 0.026 0.013 NA 0 0.007 0.014 0.009 0 0.016 0.032 0.022 0.283 0.141 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 0 0.015 0.035 0.023 0.019 0.016 0.006 0.024 0.012 NA 0 0.007 0.013 0.009 0 0.017 0.032 0.022 0.285 0.14 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 0 0.011 0.025 0.016 0.018 0.013 0.005 0.019 0.01 NA 0 0.038 0.075 0.048 0.13 0.067 0.161 0.098 0.306 NA 0.059 0.026 0.064 0.027 NA NA NA NA NA NA
cuts_long_bayes_r1 0 0.01 0.024 0.016 0.018 0.012 0.005 0.019 0.01 NA 0 0.038 0.072 0.046 0.145 0.074 0.178 0.109 0.309 NA 0.059 0.026 0.063 0.028 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 0 0.01 0.025 0.016 0.018 0.013 0.004 0.019 0.01 0.013 NA NA NA NA 0.139 0.07 0.169 0.103 NA NA 0.337 0.086 0.504 0.188 0.153 0.389 0.19 0.235 0.115 0.295
tso_long_bayes_r1 0 0.011 0.024 0.016 0.018 0.013 0.004 0.019 0.01 0.014 NA NA NA NA 0.12 0.064 0.139 0.087 NA NA 0.338 0.086 0.507 0.188 0.154 0.392 0.189 0.236 0.115 0.296
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 0 0.015 0.035 0.021 0.023 0.017 0.006 0.025 0.012 NA 0 0.007 0.014 0.01 0 0.016 0.033 0.025 0.246 0.131 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 0 0.013 0.031 0.019 0.021 0.016 0.005 0.023 0.012 NA 0 0.007 0.014 0.011 0 0.018 0.035 0.026 0.249 0.131 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 0 0.01 0.024 0.016 0.018 0.013 0.005 0.019 0.01 NA 0 0.032 0.068 0.05 0.122 0.067 0.159 0.114 0.27 NA 0.04 0.016 0.063 0.034 NA NA NA NA NA NA
cuts_long_bayes_r2 0 0.01 0.024 0.015 0.018 0.013 0.005 0.019 0.01 NA 0 0.032 0.067 0.049 0.136 0.074 0.176 0.125 0.277 NA 0.041 0.016 0.063 0.035 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 0 0.01 0.024 0.016 0.018 0.013 0.004 0.019 0.01 0.013 NA NA NA NA 0.129 0.07 0.167 0.119 NA NA 0.296 0.087 0.496 0.251 0.149 0.363 0.196 0.258 0.138 0.335
tso_long_bayes_r2 0 0.01 0.024 0.016 0.018 0.012 0.005 0.019 0.01 0.014 NA NA NA NA 0.111 0.061 0.136 0.099 NA NA 0.296 0.087 0.499 0.251 0.15 0.365 0.196 0.259 0.137 0.336
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 0 0.018 0.041 0.027 0.022 0.017 0.007 0.026 0.012 NA 0 0.008 0.018 0.012 0 0.018 0.038 0.026 0.195 0.117 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 0 0.015 0.035 0.023 0.02 0.016 0.006 0.024 0.012 NA 0 0.009 0.018 0.012 0 0.019 0.039 0.027 0.198 0.117 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
