w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 0 0.014 0.03 0.02 0.097 0.031 0.012 0.049 0.026 NA 0 0.024 0.05 0.036 0 0.05 0.103 0.073 0.138 0.097 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 0 0.014 0.03 0.02 0.096 0.031 0.012 0.049 0.025 NA 0 0.024 0.049 0.035 0 0.051 0.102 0.073 0.137 0.098 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 0 0.013 0.028 0.019 0.094 0.03 0.012 0.045 0.024 NA 0 0.028 0.062 0.045 0.099 0.054 0.123 0.079 0.14 NA 0.009 0.006 0.03 0.016 NA NA NA NA NA NA
cuts_long_bayes_r1 0 0.013 0.028 0.019 0.094 0.03 0.012 0.045 0.024 NA 0 0.028 0.061 0.045 0.101 0.055 0.125 0.079 0.139 NA 0.009 0.006 0.03 0.017 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 0 0.013 0.027 0.019 0.084 0.03 0.012 0.045 0.023 0.03 NA NA NA NA 0.101 0.055 0.126 0.08 NA NA 0.156 0.046 0.244 0.098 0.081 0.188 0.101 0.118 0.062 0.144
tso_long_bayes_r1 0 0.013 0.027 0.019 0.084 0.03 0.012 0.044 0.024 0.031 NA NA NA NA 0.089 0.049 0.11 0.071 NA NA 0.161 0.047 0.251 0.098 0.083 0.194 0.103 0.12 0.063 0.146
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 0 0.014 0.03 0.02 0.101 0.032 0.012 0.049 0.026 NA 0 0.031 0.06 0.04 0 0.062 0.122 0.081 0.12 0.09 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 0 0.014 0.03 0.02 0.1 0.032 0.012 0.048 0.026 NA 0 0.031 0.062 0.04 0 0.062 0.124 0.083 0.12 0.091 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 0 0.013 0.028 0.02 0.099 0.032 0.011 0.045 0.025 NA 0 0.036 0.07 0.045 0.092 0.046 0.11 0.075 0.121 NA 0.011 0.008 0.029 0.013 NA NA NA NA NA NA
cuts_long_bayes_r2 0 0.013 0.028 0.019 0.099 0.032 0.011 0.045 0.025 NA 0 0.036 0.069 0.047 0.093 0.046 0.111 0.075 0.121 NA 0.01 0.008 0.03 0.013 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 0 0.013 0.027 0.019 0.087 0.031 0.011 0.045 0.025 0.03 NA NA NA NA 0.096 0.047 0.113 0.076 NA NA 0.14 0.034 0.197 0.089 0.064 0.159 0.076 0.107 0.05 0.123
tso_long_bayes_r2 0 0.013 0.027 0.019 0.088 0.031 0.011 0.044 0.025 0.029 NA NA NA NA 0.085 0.043 0.099 0.069 NA NA 0.141 0.035 0.195 0.089 0.065 0.159 0.076 0.108 0.05 0.123
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 0 0.013 0.029 0.02 0.116 0.033 0.012 0.049 0.027 NA 0 0.06 0.1 0.062 0 0.123 0.206 0.126 0.097 0.076 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 0 0.013 0.029 0.02 0.114 0.033 0.012 0.049 0.026 NA 0 0.059 0.102 0.058 0 0.122 0.21 0.121 0.099 0.078 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
