w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 0 0.009 0.023 0.016 0.093 0.046 0.014 0.067 0.038 NA 0 0.059 0.035 0.033 0 0.131 0.08 0.075 0.111 0.088 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 0 0.009 0.023 0.016 0.091 0.045 0.015 0.066 0.037 NA 0 0.054 0.034 0.032 0 0.125 0.077 0.074 0.128 0.093 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 0 0.009 0.021 0.014 0.059 0.029 0.012 0.047 0.021 NA 0 0.097 0.096 0.096 0.148 0.142 0.16 0.152 0.305 NA 0.107 0.141 0.104 0.115 NA NA NA NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 0 0.009 0.021 0.014 0.059 0.03 0.012 0.048 0.021 NA 0 0.104 0.105 0.103 0.153 0.148 0.167 0.158 0.334 NA 0.12 0.156 0.118 0.129 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 0 0.009 0.021 0.014 0.059 0.029 0.012 0.048 0.021 0.015 NA NA NA NA 0.162 0.159 0.179 0.167 NA NA 0.372 0.343 0.438 0.394 0.301 0.364 0.331 0.334 0.308 0.375
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 0 0.01 0.02 0.015 0.093 0.043 0.013 0.063 0.044 NA 0 0.169 0.073 0.055 0 0.351 0.152 0.115 0.047 0.056 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 0 0.009 0.02 0.015 0.091 0.043 0.013 0.062 0.042 NA 0 0.15 0.07 0.053 0 0.307 0.143 0.11 0.054 0.06 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 0 0.01 0.021 0.014 0.058 0.029 0.012 0.047 0.022 NA 0 0.1 0.113 0.105 0.14 0.132 0.17 0.146 0.274 NA 0.102 0.147 0.128 0.15 NA NA NA NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 0 0.01 0.021 0.013 0.058 0.029 0.012 0.047 0.022 NA 0 0.104 0.112 0.11 0.142 0.137 0.175 0.15 0.295 NA 0.102 0.162 0.106 0.165 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 0 0.01 0.021 0.014 0.058 0.029 0.012 0.047 0.022 0.016 NA NA NA NA 0.112 0.124 0.13 0.131 NA NA 0.336 0.301 0.492 0.362 0.256 0.373 0.322 0.289 0.257 0.367
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 0 0.009 0.019 0.015 0.097 0.046 0.014 0.06 0.039 NA 0 0.199 0.079 0.068 0 0.427 0.17 0.146 0.045 0.056 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 0 0.009 0.018 0.014 0.095 0.045 0.014 0.06 0.037 NA 0 0.173 0.076 0.064 0 0.363 0.161 0.137 0.052 0.059 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
