w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 0 0.012 0.021 0.014 0.08 0.029 0.009 0.044 0.022 NA 0 0.167 0.129 0.09 0 0.316 0.244 0.17 0.042 0.047 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 0 0.01 0.021 0.014 0.06 0.021 0.008 0.035 0.017 NA 0 0.064 0.131 0.087 0.087 0.048 0.111 0.072 0.108 NA 0.041 0.019 0.061 0.031 NA NA NA NA NA NA
cuts_long_ml_r1 0 0.01 0.021 0.014 0.06 0.021 0.008 0.035 0.017 NA 0 0.064 0.131 0.087 0.087 0.048 0.111 0.072 0.108 NA 0.041 0.019 0.061 0.031 NA NA NA NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 0 0.01 0.021 0.014 0.06 0.021 0.008 0.035 0.017 0.021 NA NA NA NA 0.087 0.048 0.111 0.072 NA NA 0.108 0.032 0.174 0.073 0.048 0.123 0.063 0.077 0.04 0.098
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 0 0.01 0.021 0.014 0.077 0.025 0.009 0.043 0.022 NA 0 0.406 0.702 0.403 0 0.828 1.43 0.82 0.022 0.038 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 0 0.009 0.021 0.014 0.061 0.022 0.008 0.033 0.017 NA 0 0.086 0.192 0.127 0.083 0.047 0.111 0.073 0.092 NA 0.048 0.013 0.067 0.037 NA NA NA NA NA NA
cuts_long_ml_r2 0 0.009 0.021 0.014 0.061 0.022 0.008 0.033 0.017 NA 0 0.086 0.192 0.127 0.083 0.047 0.111 0.073 0.092 NA 0.048 0.013 0.067 0.037 NA NA NA NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 0 0.009 0.021 0.014 0.061 0.022 0.008 0.033 0.017 0.021 NA NA NA NA 0.083 0.047 0.111 0.073 NA NA 0.097 0.031 0.174 0.076 0.045 0.113 0.065 0.073 0.041 0.098
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 0 0.01 0.021 0.014 0.073 0.023 0.011 0.041 0.023 NA 0 0.11 0.198 0.152 0 0.229 0.414 0.316 0.034 0.046 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 0 0.009 0.021 0.014 0.062 0.022 0.008 0.033 0.017 NA 0 0.107 0.244 0.153 0.074 0.042 0.09 0.06 0.07 NA 0.044 0.015 0.056 0.029 NA NA NA NA NA NA
cuts_long_ml_r3 0 0.009 0.021 0.014 0.062 0.022 0.008 0.033 0.017 NA 0 0.107 0.244 0.153 0.074 0.042 0.09 0.06 0.07 NA 0.044 0.015 0.056 0.029 NA NA NA NA NA NA
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 0 0.009 0.021 0.014 0.062 0.022 0.008 0.033 0.017 0.021 NA NA NA NA 0.074 0.042 0.09 0.06 NA NA 0.077 0.025 0.115 0.052 0.035 0.079 0.045 0.05 0.029 0.065
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r4 0 0.01 0.022 0.015 0.076 0.029 0.009 0.042 0.022 NA 0 1.203 0.424 0.431 0 2.269 0.801 0.814 0.01 0.033 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 0 0.01 0.022 0.015 0.076 0.029 0.009 0.041 0.022 NA 0 1.17 0.42 0.425 0 2.207 0.793 0.801 0.011 0.033 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 0 0.009 0.021 0.014 0.064 0.023 0.008 0.032 0.016 NA 0 0.09 0.188 0.113 0.075 0.047 0.097 0.061 0.079 NA 0.039 0.018 0.06 0.027 NA NA NA NA NA NA
cuts_long_ml_r4 0 0.009 0.021 0.014 0.064 0.023 0.008 0.032 0.016 NA 0 0.09 0.188 0.113 0.075 0.047 0.097 0.061 0.079 NA 0.039 0.018 0.06 0.027 NA NA NA NA NA NA
cuts_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r4 0 0.009 0.021 0.014 0.064 0.023 0.008 0.032 0.016 0.021 NA NA NA NA 0.075 0.047 0.097 0.061 NA NA 0.08 0.032 0.133 0.053 0.041 0.088 0.054 0.054 0.033 0.071
tso_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r5 0 0.011 0.022 0.015 0.078 0.028 0.009 0.048 0.022 NA 0 1.3 1.052 0.588 0 2.57 2.08 1.163 0.012 0.034 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r5 0 0.011 0.022 0.015 0.078 0.028 0.009 0.048 0.022 NA 0 1.265 1.046 0.582 0 2.5 2.068 1.15 0.012 0.034 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r5 0 0.009 0.021 0.014 0.064 0.022 0.008 0.033 0.016 NA 0 0.072 0.153 0.099 0.083 0.05 0.109 0.071 0.097 NA 0.04 0.019 0.064 0.028 NA NA NA NA NA NA
cuts_long_ml_r5 0 0.009 0.021 0.014 0.064 0.022 0.008 0.033 0.016 NA 0 0.072 0.153 0.099 0.083 0.05 0.109 0.071 0.097 NA 0.04 0.019 0.064 0.028 NA NA NA NA NA NA
cuts_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
