w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 0 0.012 0.027 0.018 0.079 0.037 0.016 0.059 0.027 NA 0 0.014 0.02 0.015 0 0.058 0.086 0.063 0.352 0.158 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 0 0.012 0.027 0.018 0.079 0.037 0.016 0.059 0.027 NA 0 0.014 0.02 0.015 0 0.058 0.086 0.064 0.351 0.158 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 0 0.013 0.027 0.018 0.08 0.037 0.016 0.06 0.027 NA 0 0.014 0.02 0.015 0 0.058 0.086 0.064 0.386 0.16 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 0 0.013 0.027 0.018 0.079 0.037 0.016 0.059 0.028 NA 0 0.014 0.02 0.015 0 0.061 0.087 0.064 0.386 0.162 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r1 0 0.013 0.027 0.018 0.079 0.038 0.016 0.06 0.027 NA 0 0.014 0.02 0.016 0.158 0.124 0.184 0.139 0.352 NA 0.007 0.006 0.012 0.006 NA NA NA NA NA NA
cuts_wide_bayes_r1 0 0.013 0.027 0.018 0.08 0.038 0.016 0.059 0.027 NA 0 0.015 0.022 0.016 0.15 0.118 0.175 0.133 0.383 NA 0.005 0.002 0.006 0.005 NA NA NA NA NA NA
cuts_long_bayes_r1 0 0.012 0.027 0.018 0.079 0.037 0.016 0.059 0.027 NA 0 0.015 0.022 0.017 0.15 0.118 0.175 0.132 0.385 NA 0.005 0.002 0.006 0.005 NA NA NA NA NA NA
tso_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r1 0 0.013 0.027 0.018 0.079 0.038 0.016 0.06 0.027 0.022 NA NA NA NA 0.169 0.133 0.197 0.149 NA NA 0.426 0.262 0.581 0.332 0.331 0.494 0.387 0.373 0.292 0.435
tso_long_bayes_r1 0 0.012 0.027 0.018 0.079 0.037 0.016 0.059 0.027 0.022 NA NA NA NA 0.139 0.11 0.164 0.123 NA NA 0.421 0.259 0.575 0.327 0.328 0.488 0.383 0.368 0.289 0.43
msst_wide_ml_r2 0 0.013 0.029 0.019 0.077 0.037 0.015 0.062 0.028 NA 0 0.017 0.025 0.019 0 0.075 0.112 0.083 0.244 0.131 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 0 0.013 0.029 0.019 0.077 0.037 0.015 0.062 0.028 NA 0 0.017 0.025 0.019 0 0.075 0.112 0.083 0.244 0.132 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 0 0.013 0.029 0.019 0.078 0.037 0.015 0.062 0.028 NA 0 0.017 0.025 0.019 0 0.075 0.112 0.083 0.268 0.134 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 0 0.013 0.029 0.018 0.076 0.037 0.015 0.062 0.029 NA 0 0.017 0.026 0.019 0 0.076 0.116 0.085 0.269 0.135 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r2 0 0.013 0.029 0.019 0.077 0.038 0.015 0.062 0.028 NA 0 0.018 0.027 0.02 0.132 0.106 0.156 0.121 0.246 NA 0.008 0.005 0.014 0.008 NA NA NA NA NA NA
cuts_wide_bayes_r2 0 0.013 0.029 0.019 0.077 0.038 0.015 0.062 0.028 NA 0 0.019 0.028 0.021 0.129 0.104 0.152 0.118 0.267 NA 0.008 0.003 0.006 0.002 NA NA NA NA NA NA
cuts_long_bayes_r2 0 0.013 0.029 0.019 0.077 0.038 0.015 0.062 0.028 NA 0 0.019 0.028 0.021 0.125 0.102 0.148 0.115 0.267 NA 0.008 0.003 0.006 0.003 NA NA NA NA NA NA
tso_wide_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r2 0 0.013 0.029 0.018 0.076 0.037 0.015 0.062 0.028 0.022 NA NA NA NA 0.143 0.116 0.169 0.131 NA NA 0.298 0.193 0.414 0.249 0.237 0.347 0.28 0.269 0.217 0.318
tso_long_bayes_r2 0 0.013 0.029 0.019 0.076 0.037 0.015 0.062 0.028 0.022 NA NA NA NA 0.119 0.096 0.143 0.11 NA NA 0.295 0.19 0.411 0.246 0.234 0.344 0.276 0.266 0.214 0.315
msst_wide_ml_r3 0 0.013 0.028 0.019 0.079 0.038 0.015 0.06 0.029 NA 0 0.015 0.023 0.017 0 0.064 0.097 0.072 0.289 0.143 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 0 0.013 0.028 0.019 0.079 0.038 0.015 0.06 0.029 NA 0 0.015 0.023 0.017 0 0.064 0.097 0.073 0.288 0.143 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 0 0.013 0.028 0.019 0.08 0.038 0.015 0.059 0.029 NA 0 0.015 0.023 0.017 0 0.063 0.097 0.072 0.318 0.145 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 0 0.013 0.028 0.019 0.08 0.038 0.015 0.06 0.029 NA 0 0.016 0.023 0.018 0 0.066 0.099 0.075 0.317 0.147 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r3 0 0.013 0.028 0.019 0.079 0.039 0.015 0.06 0.029 NA 0 0.016 0.024 0.017 0.143 0.113 0.172 0.127 0.289 NA 0.008 0.005 0.012 0.006 NA NA NA NA NA NA
cuts_wide_bayes_r3 0 0.013 0.027 0.019 0.079 0.039 0.015 0.06 0.029 NA 0 0.017 0.026 0.018 0.138 0.109 0.166 0.123 0.315 NA 0.004 0.004 0.011 0.004 NA NA NA NA NA NA
cuts_long_bayes_r3 0 0.013 0.028 0.018 0.079 0.038 0.015 0.06 0.029 NA 0 0.016 0.025 0.018 0.13 0.103 0.157 0.116 0.315 NA 0.004 0.004 0.011 0.004 NA NA NA NA NA NA
tso_wide_ml_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r3 0 0.013 0.027 0.018 0.079 0.039 0.016 0.06 0.029 0.022 NA NA NA NA 0.151 0.119 0.183 0.135 NA NA 0.349 0.217 0.511 0.28 0.273 0.418 0.329 0.31 0.244 0.375
tso_long_bayes_r3 0 0.013 0.028 0.019 0.08 0.039 0.015 0.06 0.029 0.022 NA NA NA NA 0.128 0.101 0.156 0.114 NA NA 0.343 0.213 0.504 0.274 0.268 0.412 0.324 0.304 0.239 0.368
msst_wide_ml_r4 0 0.012 0.027 0.018 0.08 0.037 0.015 0.061 0.028 NA 0 0.015 0.022 0.016 0 0.063 0.094 0.068 0.304 0.147 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 0 0.012 0.027 0.018 0.08 0.037 0.015 0.061 0.028 NA 0 0.015 0.022 0.016 0 0.063 0.094 0.068 0.305 0.147 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 0 0.012 0.027 0.018 0.081 0.037 0.015 0.061 0.028 NA 0 0.015 0.022 0.016 0 0.063 0.095 0.068 0.333 0.149 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 0 0.012 0.027 0.018 0.079 0.038 0.015 0.061 0.028 NA 0 0.015 0.023 0.017 0 0.065 0.099 0.071 0.333 0.15 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
